line	start	end	head	text
1	3	4	4	li occhi
1	6	8	7	la fronda verde
2	2	2	2	ïo
2	5	5	5	far
3	1	1	1	chi
3	4	5	5	li uccellin
3	6	7	7	sua vita
4	1	2	2	lo più
4	4	4	4	padre
4	7	7	7	Figliuole
5	4	9	5	'l tempo che n'è imposto
5	4	5	5	'l tempo
6	3	3	3	compartir
6	4	4	4	si
7	1	1	1	Io
7	3	4	4	'l viso
7	6	7	7	'l passo
8	2	3	3	i savi
9	2	3	3	l'andar
9	4	4	4	mi
9	7	8	8	nullo costo
10	3	5	3	piangere e cantar
10	3	3	3	piangere
10	5	5	5	cantar
11	1	2	1	Labïa mëa
11	3	3	3	Domine
11	5	5	5	modo
12	1	1	1	tal
12	3	5	3	diletto e doglia
12	3	3	3	diletto
12	5	5	5	doglia
13	2	3	3	dolce padre
13	6	9	6	quel ch'i' odo
13	6	6	6	quel
13	8	8	8	i'
14	2	2	2	io
14	4	4	4	elli
14	5	7	5	Ombre che vanno
14	5	5	5	Ombre
15	3	4	4	lor dover
15	6	7	7	il nodo
16	3	5	4	i peregrin pensosi
17	3	3	3	cammin
17	4	6	4	gente non nota
18	5	5	5	essa
19	3	5	3	retro a noi
19	3	3	3	retro
19	5	5	5	noi
20	4	4	4	ci
21	1	6	3	d'anime turba tacita e devota
21	1	3	3	d'anime turba
21	2	2	2	anime
21	3	6	3	turba tacita e devota
21	3	4	3	turba tacita
21	3	3	3	turba
22	2	3	3	li occhi
22	5	5	5	ciascuna
23	3	4	4	la faccia
24	3	4	4	l'ossa
24	5	6	6	la pelle
25	6	7	6	buccia strema
26	1	1	1	Erisittone
27	2	2	2	digiunar
27	7	7	7	tema
28	1	1	1	Io
28	4	5	4	me stesso
28	4	4	4	me
29	1	5	2	la gente che perdé Ierusalemme
29	1	2	2	la gente
29	5	5	5	Ierusalemme
30	2	2	2	Maria
30	4	4	4	figlio
30	7	7	7	becco
31	2	6	3	l'occhiaie anella sanza gemme
31	2	4	3	l'occhiaie anella
31	6	6	6	gemme
32	1	1	1	chi
32	3	6	3	viso de li uomini
32	5	6	6	li uomini
32	6	6	6	uomini
32	8	8	8	omo
33	5	6	6	l'emme
33	6	6	6	emme
34	1	1	1	Chi
34	4	8	5	l'odor d'un pomo
34	4	5	5	l'odor
34	7	8	8	un pomo
35	4	4	4	brama
36	2	5	2	quel d'un'acqua
36	2	2	2	quel
36	4	5	5	un'acqua
37	4	4	4	ammirar
37	7	7	7	li
38	2	6	3	la cagione ancor non manifesta
38	2	3	3	la cagione
39	2	3	3	lor magrezza
39	6	8	8	lor trista squama
40	4	7	4	profondo de la testa
40	6	7	7	la testa
41	3	3	3	me
41	4	5	5	li occhi
41	6	7	7	un'ombra
42	4	5	5	Qual grazia
42	8	8	8	questa
43	3	3	3	l'
43	7	7	7	viso
44	2	2	2	ne
44	3	5	4	la voce sua
45	1	8	1	ciò che l'aspetto in sé avea conquiso
45	1	1	1	ciò
45	3	4	4	l'aspetto
45	6	6	6	sé
46	1	2	2	Questa favilla
47	1	2	2	mia conoscenza
47	4	6	6	la cangiata labbia
48	3	6	4	la faccia di Forese
48	6	6	6	Forese
