line	start	end	head	text
1	3	8	4	l'angel dietro a noi rimaso
1	3	4	4	l'angel
1	7	7	7	noi
2	1	9	2	l'angel che n'avea vòlti al sesto giro
2	1	2	2	l'angel
2	8	9	9	sesto giro
3	1	1	1	+mi
3	3	3	3	viso
3	4	6	5	un colpo raso
4	2	2	2	quei
4	6	6	6	giustizia
4	7	8	8	lor disiro
5	4	4	4	beati
5	6	8	8	le sue voci
6	2	2	2	sitiunt
6	4	4	4	altro
6	5	5	5	ciò
7	2	2	2	io
7	7	9	9	l'altre foci
8	1	1	1	m'
8	6	7	7	alcun labore
9	4	6	5	li spiriti veloci
10	2	2	2	Virgilio
10	4	4	4	Amore
11	3	3	3	virtù
11	5	5	5	altro
12	3	5	4	la fiamma sua
12	3	4	4	la fiamma
12	4	5	4	fiamma sua
12	4	4	4	fiamma
13	3	8	4	l'ora che tra noi discese
13	3	4	4	l'ora
13	7	7	7	noi
14	2	5	2	limbo de lo 'nferno
14	4	5	5	lo 'nferno
14	6	6	6	Giovenale
15	2	4	4	la tua affezion
15	5	5	5	mi
16	1	4	2	mia benvoglienza inverso te
16	1	2	2	mia benvoglienza
16	2	4	2	benvoglienza inverso te
16	4	4	4	te
17	5	7	7	non vista persona
18	7	8	8	queste scale
19	2	2	2	+me
19	5	5	5	amico
19	6	6	6	mi
20	2	3	3	troppa sicurtà
20	3	3	3	sicurtà
20	4	4	4	m'
20	6	7	7	il freno
20	7	7	7	freno
21	3	3	3	amico
21	5	5	5	+me
22	6	7	7	tuo seno
23	1	2	1	loco avarizia
23	1	1	1	loco
23	2	2	2	avarizia
23	4	5	5	cotanto senno
24	2	2	2	quanto
24	4	5	5	tua cura
25	1	2	2	Queste parole
25	3	3	3	Stazio
26	1	2	2	un poco
26	4	4	4	riso
27	1	5	3	Ogne tuo dir d'amor
27	2	5	3	tuo dir d'amor
27	3	5	3	dir d'amor
27	5	5	5	amor
27	8	9	9	caro cenno
28	2	3	3	più volte
28	5	5	5	cose
29	5	6	6	falsa matera
30	2	7	4	le vere ragion che son nascose
30	2	4	4	le vere ragion
31	1	3	3	La tua dimanda
31	4	5	5	tuo creder
32	7	9	9	l'altra vita
33	3	4	4	quella cerchia
33	6	6	6	io
34	4	4	4	avarizia
35	3	3	3	me
35	5	6	6	questa dismisura
36	1	3	1	migliaia di lunari
36	3	3	3	lunari
37	6	6	6	io
37	8	9	9	mia cura
38	2	2	2	io
38	6	6	6	tu
39	4	6	6	l'umana natura
40	5	5	5	tu
40	7	8	8	sacra fame
41	2	3	3	l'oro
41	4	7	5	l'appetito de' mortali
41	7	7	7	mortali
42	3	5	4	le giostre grame
43	7	8	8	l'ali
44	2	3	3	le mani
45	3	3	3	quel
45	6	8	8	li altri mali
46	1	1	1	Quanti
46	4	5	4	crini scemi
46	4	4	4	crini
47	2	2	2	ignoranza
47	5	6	6	questa pecca
47	6	6	6	pecca
48	2	4	3	'l penter vivendo
48	3	4	3	penter vivendo
48	3	3	3	penter
48	7	8	8	li stremi
48	8	8	8	stremi
49	3	3	3	che
49	4	7	5	la colpa che rimbecca
49	4	5	5	la colpa
50	2	3	3	dritta opposizione
50	4	5	5	alcun peccato
51	2	2	2	esso
51	5	6	6	suo verde
52	3	3	3	io
52	6	7	7	quella gente
52	7	7	7	gente
53	3	4	4	l'avarizia
53	4	4	4	avarizia
53	6	6	6	+mi
54	2	4	3	lo contrario suo
54	3	3	3	contrario
54	5	5	5	m'
55	3	3	3	tu
55	5	7	7	le crude armi
55	6	7	7	crude armi
56	2	6	4	la doppia trestizia di Giocasta
56	2	4	4	la doppia trestizia
56	3	6	4	doppia trestizia di Giocasta
56	3	4	4	doppia trestizia
56	4	6	4	trestizia di Giocasta
56	6	6	6	Giocasta
57	2	6	3	'l cantor de' buccolici carmi
57	2	3	3	'l cantor
57	3	6	3	cantor de' buccolici carmi
57	5	6	6	buccolici carmi
58	2	7	2	quello che Clïò teco lì tasta
58	4	4	4	Clïò
58	5	5	5	+te
59	4	4	4	ti
60	1	2	2	la fede
60	4	4	4	qual
61	4	8	5	qual sole o quai candele
61	4	5	5	qual sole
61	7	8	8	quai candele
62	1	1	1	ti
62	5	5	5	tu
63	3	3	3	retro
63	4	5	5	al pescator
63	6	7	7	le vele
64	2	2	2	elli
64	4	4	4	lui
64	5	5	5	Tu
65	2	2	2	Parnaso
65	6	8	8	le sue grotte
65	8	8	8	grotte
66	4	4	4	Dio
67	3	7	3	quei che va di notte
67	7	7	7	notte
68	3	4	4	il lume
68	7	7	7	sé
69	3	3	3	sé
69	5	7	6	le persone dotte
70	3	3	3	Secol
71	2	6	2	giustizia e primo tempo umano
71	2	2	2	giustizia
71	4	6	5	primo tempo umano
71	4	5	5	primo tempo
71	5	6	5	tempo umano
71	5	5	5	tempo
72	2	2	2	progenïe
72	5	5	5	ciel
73	2	2	2	te
73	2	2	2	te
73	3	3	3	poeta
73	7	7	7	cristiano
74	4	4	4	mei
74	5	8	5	ciò ch'io disegno
74	7	7	7	io
75	4	5	5	la mano
76	3	7	4	'l mondo tutto quanto pregno
