line	start	end	head	text
1	5	6	6	l'orlo
1	7	7	7	uno
1	9	9	9	altro
2	6	8	8	il buon maestro
3	5	5	5	io
3	6	6	6	ti
4	2	3	3	il sole
4	6	8	7	l'omero destro
5	4	6	6	tutto l'occidente
5	5	6	6	l'occidente
6	3	6	4	bianco aspetto di cilestro
6	4	6	4	aspetto di cilestro
6	6	6	6	cilestro
7	2	2	2	io
7	5	8	6	l'ombra più rovente
7	5	6	6	l'ombra
8	2	3	3	la fiamma
8	7	8	8	tanto indizio
9	2	3	3	molt' ombre
9	6	6	6	mente
10	1	1	1	Questa
10	3	7	4	la cagion che diede inizio
10	3	4	4	la cagion
10	7	7	7	inizio
11	1	1	1	loro
11	5	5	5	me
12	3	3	3	Colui
12	6	7	6	corpo fittizio
13	3	3	3	me
14	1	1	1	certi
14	2	2	2	si
14	6	6	6	riguardo
15	2	7	3	non uscir dove non fosser arsi
15	2	3	3	non uscir
15	3	3	3	uscir
16	2	4	2	tu che vai
16	2	2	2	tu
17	5	6	6	li altri
18	3	10	3	me che 'n sete e 'n foco ardo
18	3	3	3	me
18	6	6	6	sete
18	9	9	9	foco
19	4	4	4	me
19	5	7	7	la tua risposta
19	9	9	9	uopo
20	2	3	3	tutti questi
20	6	7	7	maggior sete
21	3	4	3	acqua fredda
21	5	5	5	Indo
21	7	7	7	Etïopo
22	7	7	7	te
22	8	8	8	parete
23	2	2	2	sol
23	5	5	5	tu
24	2	2	2	morte
24	6	7	7	la rete
24	7	7	7	rete
25	4	6	4	un d'essi
25	6	6	6	essi
25	8	8	8	io
26	4	4	4	io
27	2	6	3	altra novità ch'apparve allora
27	2	3	3	altra novità
27	3	3	3	novità
28	3	7	4	lo mezzo del cammino acceso
28	3	4	4	lo mezzo
28	4	7	4	mezzo del cammino acceso
28	6	7	6	cammino acceso
29	2	2	2	gente
29	3	4	4	col viso
29	4	4	4	viso
29	5	7	5	incontro a questa
29	7	7	7	questa
30	1	2	2	la qual
31	4	5	5	ogne parte
32	1	2	2	ciascun' ombra
32	5	5	5	una
32	5	5	5	una
33	2	2	2	restar
33	5	6	6	brieve festa
34	4	6	5	loro schiera bruna
34	5	6	5	schiera bruna
35	3	4	4	l'una
35	6	8	8	l'altra formica
35	7	8	8	altra formica
36	4	5	5	lor via
36	7	8	8	lor fortuna
37	4	6	5	l'accoglienza amica
38	3	5	5	'l primo passo
39	1	1	1	sopragridar
39	2	2	2	ciascuna
40	1	3	3	la nova gente
40	4	6	4	Soddoma e Gomorra
40	4	4	4	Soddoma
40	6	6	6	Gomorra
41	2	3	3	l'altra
41	5	6	6	la vacca
41	8	8	8	Pasife
42	2	3	3	'l torello
42	5	6	6	sua lussuria
43	3	3	3	grue
43	6	8	7	le montagne Rife
43	7	8	7	montagne Rife
43	7	7	7	montagne
44	2	2	2	parte
44	2	2	2	parte
44	6	7	7	l'arene
44	7	7	7	arene
45	1	3	1	queste del gel
45	3	3	3	gel
45	4	6	4	quelle del sole
45	6	6	6	sole
46	1	3	3	l'una gente
46	6	7	7	l'altra
47	5	6	6	primi canti
48	3	8	3	gridar che più lor si convene
48	3	3	3	gridar
48	6	6	6	lor
49	4	4	4	me
50	1	6	1	essi medesmi che m'avean pregato
50	1	2	1	essi medesmi
50	4	4	4	m'
51	5	6	6	lor sembianti
52	1	1	1	Io
52	3	4	4	due volte
52	4	4	4	volte
52	7	8	8	lor grato
52	8	8	8	grato
53	3	4	3	anime sicure
53	3	3	3	anime
54	7	8	8	pace stato
54	7	7	7	pace
55	0	0	0	
56	1	5	2	le membra mie di là
56	1	3	2	le membra mie
56	1	2	2	le membra
56	2	3	2	membra mie
56	9	9	9	meco
57	2	3	2	sangue suo
57	6	8	8	le sue giunture
57	7	8	8	sue giunture
58	0	0	0	
59	1	1	1	donna
59	5	5	5	che
59	6	6	6	m'
59	8	8	8	grazia
60	3	4	4	'l mortal
60	6	7	7	vostro mondo
61	3	7	6	la vostra maggior voglia sazia
62	5	6	6	'l ciel
63	5	5	5	amore
64	5	5	5	carte
65	1	1	1	chi
65	1	1	1	chi
65	3	3	3	voi
65	7	8	8	quella turba
66	8	9	9	vostri terghi
