line	start	end	head	text
1	3	7	4	l'accoglienze oneste e liete
1	3	4	4	l'accoglienze
1	4	7	4	accoglienze oneste e liete
1	4	4	4	accoglienze
2	3	6	6	tre e quattro volte
2	6	6	6	volte
3	1	1	1	Sordel
3	6	6	6	Voi
4	4	5	5	questo monte
5	1	7	2	l'anime degne di salire a Dio
5	2	7	2	anime degne di salire a Dio
5	2	3	2	anime degne
5	5	7	5	salire a Dio
5	7	7	7	Dio
6	2	4	3	l'ossa mie
6	3	4	3	ossa mie
6	6	6	6	Ottavian
7	1	1	1	Io
7	3	3	3	Virgilio
7	6	8	8	null' altro rio
7	7	8	8	altro rio
8	1	2	2	lo ciel
8	8	8	8	fé
9	4	6	5	il duca mio
9	5	6	5	duca mio
10	1	1	1	Qual
10	3	7	3	colui che cosa innanzi sé
10	3	3	3	colui
10	5	7	5	cosa innanzi sé
10	5	5	5	cosa
10	7	7	7	sé
11	4	4	4	e'
12	6	6	6	Ella
13	1	1	1	tal
13	3	3	3	quelli
13	7	8	8	le ciglia
14	5	5	5	lui
15	2	2	2	+lo
15	5	6	6	'l minor
16	2	4	2	gloria di Latin
16	4	4	4	Latin
17	2	7	2	ciò che potea la lingua nostra
17	5	7	6	la lingua nostra
18	2	8	2	pregio etterno del loco ond' io fui
18	2	3	2	pregio etterno
18	5	8	5	loco ond' io fui
18	5	5	5	loco
18	7	7	7	io
19	1	5	2	qual merito o qual grazia
19	1	2	2	qual merito
19	4	5	5	qual grazia
19	6	6	6	mi
19	6	6	6	mi
19	7	7	7	ti
20	2	2	2	io
20	6	8	8	le tue parole
21	1	1	1	+mi
21	5	5	5	inferno
21	8	9	9	qual chiostra
22	2	7	4	tutt' i cerchi del dolente regno
22	3	7	4	i cerchi del dolente regno
22	4	7	4	cerchi del dolente regno
22	6	7	7	dolente regno
23	2	2	2	lui
23	4	4	4	io
24	1	3	1	virtù del ciel
24	3	3	3	ciel
24	4	4	4	mi
24	8	8	8	lei
25	3	3	3	far
25	6	7	7	non fare
26	2	8	2	veder l'alto Sol che tu disiri
26	3	8	5	l'alto Sol che tu disiri
26	3	5	5	l'alto Sol
26	6	6	6	che
26	7	7	7	tu
27	2	2	2	che
27	6	6	6	me
28	1	1	1	Luogo
28	8	8	8	martìri
29	3	3	3	tenebre
29	6	7	7	i lamenti
29	7	7	7	lamenti
30	4	4	4	guai
30	7	7	7	sospiri
31	3	3	3	io
31	5	6	5	pargoli innocenti
32	2	6	2	denti morsi de la morte
32	2	3	2	denti morsi
32	5	6	6	la morte
33	4	6	6	l'umana colpa
