line	start	end	head	text
1	1	1	1	Deus
1	3	3	3	gentes
2	2	6	6	tre or quattro dolce salmodia
2	2	4	4	tre or quattro
2	2	2	2	tre
2	4	6	6	quattro dolce salmodia
2	4	4	4	quattro
2	5	6	6	dolce salmodia
2	6	6	6	salmodia
3	1	2	2	le donne
3	2	2	2	donne
4	2	5	2	Bëatrice, sospirosa e pia
4	2	2	2	Bëatrice
5	1	1	1	quelle
6	3	4	4	la croce
6	7	7	7	Maria
7	4	6	6	l'altre vergini
7	8	8	8	loco
8	2	2	2	lei
8	4	4	4	dir
8	8	8	8	pè
9	4	4	4	foco
10	1	1	1	Modicum
10	5	5	5	me
11	3	5	3	sorelle mie dilette
12	1	1	1	modicum
12	3	3	3	vos
12	5	5	5	me
13	2	2	2	le
13	6	8	6	tutte e sette
14	3	3	3	sé
15	1	9	1	me e la donna e 'l savio che ristette
15	1	1	1	me
15	3	4	4	la donna
15	6	9	7	'l savio che ristette
15	6	7	7	'l savio
16	2	2	2	sen
16	2	2	2	+si
16	2	2	2	+ne
17	1	7	4	lo decimo suo passo in terra posto
17	1	6	4	lo decimo suo passo in terra
17	1	4	4	lo decimo suo passo
17	2	4	4	decimo suo passo
17	3	4	4	suo passo
17	4	6	4	passo in terra
17	6	6	6	terra
18	3	4	4	li occhi
18	5	6	6	li occhi
18	7	7	7	mi
19	3	4	4	tranquillo aspetto
19	4	4	4	aspetto
20	1	1	1	mi
20	6	6	6	io
21	2	2	2	+mi
21	3	3	3	tu
22	3	3	3	io
22	6	6	6	io
22	8	8	8	seco
22	8	8	8	+sé
23	1	1	1	+mi
23	2	2	2	Frate
24	2	2	2	+mi
24	5	5	5	meco
24	5	5	5	+me
25	3	6	3	color che troppo reverenti
25	3	3	3	color
26	3	5	5	suo maggior parlando
26	4	5	5	maggior parlando
26	5	5	5	parlando
27	4	6	5	la voce viva
27	5	6	5	voce viva
27	5	5	5	voce
27	8	8	8	denti
28	3	3	3	me
28	6	7	7	intero suono
29	2	2	2	Madonna
29	3	4	4	mia bisogna
30	1	1	1	voi
30	4	9	4	ciò ch'ad essa è buono
30	7	7	7	essa
31	2	2	2	ella
31	4	4	4	me
31	6	6	6	tema
31	9	9	9	vergogna
32	3	3	3	tu
33	7	9	7	om che sogna
33	7	7	7	om
34	3	8	4	'l vaso che 'l serpente ruppe
34	3	4	4	'l vaso
34	6	7	7	'l serpente
35	6	6	6	chi
35	9	9	9	colpa
36	2	4	2	vendetta di Dio
36	4	4	4	Dio
36	7	7	7	suppe
37	3	6	4	tutto tempo sanza reda
37	3	4	4	tutto tempo
37	4	6	4	tempo sanza reda
37	6	6	6	reda
38	1	8	2	l'aguglia che lasciò le penne al carro
38	1	2	2	l'aguglia
38	5	6	6	le penne
38	8	8	8	carro
39	4	4	4	mostro
39	7	7	7	preda
40	2	2	2	io
40	7	7	7	il
41	2	2	2	+ne
41	3	3	3	tempo
41	5	6	5	stelle propinque
42	3	8	4	ogn' intoppo e d'ogne sbarro
42	3	4	4	ogn' intoppo
42	7	8	8	ogne sbarro
43	2	2	2	quale
43	3	7	4	un cinquecento diece e cinque
43	4	7	4	cinquecento diece e cinque
44	1	3	1	messo di Dio
44	3	3	3	Dio
44	5	6	6	la fuia
45	2	7	3	quel gigante che con lei delinque
45	2	3	3	quel gigante
45	3	7	3	gigante che con lei delinque
45	6	6	6	lei
46	4	7	6	la mia narrazion buia
46	5	7	6	mia narrazion buia
46	6	7	6	narrazion buia
46	6	6	6	narrazion
47	2	4	2	Temi e Sfinge
47	2	2	2	Temi
47	4	4	4	Sfinge
48	3	4	4	lor modo
48	4	4	4	modo
48	5	6	6	lo 'ntelletto
48	6	6	6	'ntelletto
49	3	5	5	fier li fatti
49	4	5	5	li fatti
49	6	7	7	le Naiade
50	3	5	4	questo enigma forte
50	3	4	4	questo enigma
50	4	5	4	enigma forte
51	2	7	2	danno di pecore o di biade
51	2	4	2	danno di pecore
51	4	4	4	pecore
51	7	7	7	biade
52	1	1	1	Tu
52	6	7	7	da me
53	2	3	3	queste parole
53	5	6	6	a' vivi
