line	start	end	head	text
1	1	7	1	Buio d'inferno e di notte privata
1	1	3	1	Buio d'inferno
1	1	1	1	Buio
1	3	3	3	inferno
1	6	7	6	notte privata
1	6	6	6	notte
2	2	3	3	ogne pianeto
2	3	3	3	pianeto
2	5	6	6	pover cielo
2	6	6	6	cielo
3	5	5	5	nuvol
4	4	5	4	viso mio
4	6	8	8	sì grosso velo
5	2	7	3	quel fummo ch'ivi ci coperse
5	2	3	3	quel fummo
6	5	7	7	così aspro pelo
7	2	3	3	l'occhio
8	2	7	3	la scorta mia saputa e fida
9	5	6	6	l'omero
10	3	3	3	cieco
10	7	8	8	sua guida
11	9	9	9	cozzo
12	2	8	2	cosa che 'l molesti, o forse ancida
12	2	2	2	cosa
13	3	3	3	io
13	5	9	6	l'aere amaro e sozzo
14	2	6	4	il mio duca che diceva
14	2	4	4	il mio duca
14	3	4	4	mio duca
15	5	5	5	me
15	6	6	6	tu
16	1	1	1	Io
16	3	3	3	voci
16	5	5	5	ciascuna
17	3	3	3	pace
17	6	6	6	misericordia
18	1	8	2	l'Agnel di Dio che le peccata leva
18	1	4	2	l'Agnel di Dio
18	4	4	4	Dio
18	6	7	7	le peccata
19	2	3	2	Agnus Dei
19	3	3	3	Dei
19	5	7	7	le loro essordia
20	1	2	2	una parola
20	4	4	4	tutte
20	7	8	8	un modo
21	5	5	5	esse
21	6	7	7	ogne concordia
22	1	1	1	Quei
22	3	3	3	spirti
22	4	4	4	maestro
22	6	6	6	i'
23	2	2	2	io
23	4	4	4	elli
23	6	6	6	me
23	7	7	7	Tu
23	8	8	8	vero
24	3	3	3	iracundia
24	6	7	7	il nodo
25	2	2	2	tu
25	3	3	3	chi
25	6	8	8	'l nostro fummo
25	7	8	8	nostro fummo
25	8	8	8	fummo
26	3	3	3	noi
26	8	8	8	tue
27	3	6	4	lo tempo per calendi
27	3	4	4	lo tempo
27	4	6	4	tempo per calendi
27	4	4	4	tempo
27	6	6	6	calendi
28	3	4	4	una voce
29	2	4	3	'l maestro mio
30	5	5	5	si
31	2	2	2	io
31	4	7	4	creatura che ti mondi
31	4	4	4	creatura
32	5	8	5	colui che ti fece
32	5	5	5	colui
33	1	1	1	maraviglia
34	1	1	1	Io
34	4	6	4	quanto mi lece
34	4	4	4	quanto
35	4	4	4	veder
36	1	2	2	l'udir
36	2	2	2	udir
36	7	8	8	quella vece
37	4	5	5	quella fascia
38	2	3	3	la morte
38	5	5	5	men
39	5	7	7	l'infernale ambascia
40	3	3	3	Dio
40	7	8	8	sua grazia
41	7	9	9	la sua corte
42	2	7	2	modo tutto fuor del moderno uso
42	5	7	7	del moderno uso
42	6	7	7	moderno uso
43	4	5	4	chi fosti
43	7	8	8	la morte
44	2	2	2	+me
44	4	4	4	+me
44	6	6	6	i'
44	10	10	10	varco
45	2	3	3	tue parole
45	5	7	7	le nostre scorte
46	1	1	1	Lombardo
46	6	6	6	Marco
47	2	2	2	mondo
47	5	6	6	quel valore
48	2	2	2	quale
48	5	5	5	ciascun
48	7	8	8	l'arco
49	2	2	2	montar
50	5	5	5	I'
51	3	3	3	me
52	2	2	2	io
52	4	4	4	lui
52	6	6	6	fede
52	7	7	7	mi
52	8	8	8	ti
53	3	6	3	ciò che mi chiedi
53	3	3	3	ciò
53	5	5	5	mi
53	8	8	8	io
54	3	4	4	un dubbio
54	4	4	4	dubbio
54	6	6	6	io
54	8	8	8	me
54	9	9	9	ne
55	3	3	3	scempio
56	2	4	3	la sentenza tua
56	3	4	3	sentenza tua
56	3	3	3	sentenza
56	6	6	6	mi
57	4	4	4	quello
57	6	6	6	io
57	7	7	7	l'
58	1	2	2	Lo mondo
59	2	3	3	ogne virtute
59	5	5	5	tu
60	3	3	3	malizia
61	6	7	7	la cagione
62	3	3	3	i'
62	3	3	3	i'
62	4	4	4	la
62	4	4	4	la
62	11	11	11	altrui
63	3	3	3	cielo
63	4	4	4	uno
63	6	6	6	un
63	9	9	9	la
64	1	7	2	Alto sospir, che duolo strinse in «uhi
64	1	2	2	Alto sospir
64	4	4	4	duolo
64	7	7	7	uhi
65	7	7	7	Frate
66	1	2	2	lo mondo
66	6	6	6	tu
66	10	10	10	lui
67	1	3	1	Voi che vivete
67	1	1	1	Voi
67	4	5	5	ogne cagion
67	5	5	5	cagion
68	3	4	4	al cielo
68	4	4	4	cielo
68	8	8	8	tutto
69	3	4	4	di necessitate
69	4	4	4	necessitate
70	5	5	5	voi
71	1	2	2	libero arbitrio
71	2	2	2	arbitrio
71	6	6	6	giustizia
72	2	3	3	ben letizia
72	2	2	2	ben
72	3	3	3	letizia
72	6	6	6	male
72	7	8	7	aver lutto
72	8	8	8	lutto
73	1	2	2	Lo cielo
73	3	5	5	i vostri movimenti
74	3	3	3	tutti
74	7	7	7	i'
74	8	8	8	'l
75	1	1	1	lume
75	6	6	6	bene
75	9	9	9	malizia
76	2	3	3	libero voler
76	6	6	6	fatica
77	2	6	4	le prime battaglie col ciel
77	2	4	4	le prime battaglie
77	6	6	6	ciel
78	3	3	3	tutto
79	2	3	3	maggior forza
79	6	7	7	miglior natura
80	1	1	1	liberi
80	4	4	4	quella
81	1	4	2	la mente in voi
81	1	2	2	la mente
81	4	4	4	voi
81	6	7	7	'l ciel
81	11	12	12	sua cura
82	3	5	4	'l mondo presente
83	2	2	2	voi
83	2	2	2	voi
83	4	5	5	la cagione
84	2	2	2	io
84	3	3	3	te
84	7	8	8	vera spia
85	3	3	3	mano
85	5	8	5	lui che la vagheggia
85	5	5	5	lui
85	6	6	6	che
85	7	7	7	la
86	5	7	5	guisa di fanciulla
86	7	7	7	fanciulla
87	1	1	1	che
88	1	6	2	l'anima semplicetta che sa nulla
88	1	3	2	l'anima semplicetta
88	1	2	2	l'anima
88	6	6	6	nulla
89	5	6	6	lieto fattore
90	4	7	4	ciò che la trastulla
90	4	4	4	ciò
90	6	6	6	la
91	2	3	3	picciol bene
91	5	5	5	pria
91	7	7	7	sapore
92	7	7	7	esso
93	2	4	2	guida o fren
93	2	2	2	guida
93	4	4	4	fren
93	7	8	8	suo amore
94	3	3	3	legge
94	5	5	5	fren
95	2	2	2	rege
96	2	4	4	la vera cittade
96	6	7	7	la torre
97	1	2	2	Le leggi
97	5	5	5	chi
97	7	7	7	mano
97	9	9	9	esse
98	1	1	1	Nullo
98	4	7	5	'l pastor che procede
98	4	5	5	'l pastor
99	6	8	7	l'unghie fesse
100	3	4	4	la gente
100	6	7	7	sua guida
101	3	4	4	quel ben
101	7	7	7	ella
102	2	2	2	quel
103	5	7	7	la mala condotta
104	2	9	3	la cagion che 'l mondo ha fatto reo
104	2	3	3	la cagion
104	5	6	6	'l mondo
105	3	8	3	natura che 'n voi sia corrotta
105	3	3	3	natura
105	6	6	6	voi
106	2	2	2	Roma
106	4	6	6	'l buon mondo
107	1	2	2	due soli
107	5	10	10	l'una e l'altra strada
107	5	6	5	l'una
107	8	10	10	l'altra strada
108	5	5	5	mondo
108	8	8	8	Deo
109	1	2	2	L'un
109	3	4	4	l'altro
109	10	11	11	la spada
110	2	2	2	pasturale
110	4	5	5	l'un
110	7	8	8	l'altro
111	2	3	3	viva forza
112	4	5	5	l'un
112	6	7	7	l'altro
113	6	6	6	mente
113	8	9	9	la spiga
114	2	3	3	ogn' erba
114	7	8	8	lo seme
115	3	8	3	paese ch'Adice e Po riga
115	3	3	3	paese
115	5	7	5	Adice e Po
115	5	5	5	Adice
115	7	7	7	Po
116	2	4	2	valore e cortesia
116	2	2	2	valore
116	4	4	4	cortesia
117	3	3	3	Federigo
117	5	5	5	briga
118	0	0	0	
119	2	2	2	qualunque
119	5	5	5	vergogna
120	2	4	2	ragionar coi buoni
120	3	4	4	coi buoni
120	4	4	4	buoni
120	7	7	7	appressarsi
121	2	2	2	v'
121	4	5	5	tre vecchi
121	5	5	5	vecchi
121	8	8	8	cui
122	1	3	3	l'antica età
122	3	3	3	età
122	4	5	5	la nova
122	5	5	5	nova
122	8	8	8	lor
123	2	2	2	Dio
123	4	5	5	miglior vita
123	5	5	5	vita
123	6	6	6	li
124	1	7	1	Currado da Palazzo e 'l buon Gherardo
124	1	3	1	Currado da Palazzo
124	3	3	3	Palazzo
124	5	7	7	'l buon Gherardo
125	2	4	2	Guido da Castel
125	4	4	4	Castel
125	6	6	6	mei
126	2	4	4	il semplice Lombardo
127	4	7	5	la Chiesa di Roma
127	7	7	7	Roma
128	4	4	4	sé
128	5	6	6	due reggimenti
129	3	3	3	fango
129	5	6	5	sé brutta
129	5	5	5	sé
129	8	9	9	la soma
130	2	3	2	Marco mio
130	2	2	2	Marco
130	5	5	5	io
131	6	6	6	retaggio
132	1	4	2	li figli di Levì
132	1	2	2	li figli
132	2	4	2	figli di Levì
132	4	4	4	Levì
133	2	3	3	qual Gherardo
133	3	3	3	Gherardo
133	5	5	5	quel
133	9	9	9	saggio
134	6	8	7	la gente spenta
134	6	7	7	la gente
134	7	8	7	gente spenta
134	7	7	7	gente
135	2	5	2	rimprovèro del secol selvaggio
135	2	2	2	rimprovèro
135	4	5	4	secol selvaggio
135	4	4	4	secol
136	2	3	3	tuo parlar
136	3	3	3	parlar
136	4	4	4	m'
136	7	7	7	el
136	8	8	8	mi
137	3	3	3	me
137	5	5	5	+mi
138	3	5	5	del buon Gherardo
138	4	5	5	buon Gherardo
138	5	5	5	Gherardo
138	6	6	6	nulla
139	2	3	3	altro sopranome
139	4	4	4	io
139	5	5	5	+ne
139	5	5	5	+lo
140	2	2	2	io
140	3	3	3	+ne
140	3	3	3	+lo
140	6	8	7	sua figlia Gaia
140	6	7	7	sua figlia
140	7	8	7	figlia Gaia
140	8	8	8	Gaia
141	1	1	1	Dio
141	4	4	4	voi
142	2	8	3	l'albor che per lo fummo raia
142	2	3	3	l'albor
142	6	7	7	lo fummo
143	4	4	4	me
143	6	6	6	+mi
144	1	2	2	l'angelo
144	7	7	7	io
144	8	8	8	li
145	7	7	7	+me
