line	start	end	head	text
1	3	4	4	'l sole
1	6	7	7	l'orizzonte
2	1	4	4	lo cui meridïan cerchio
2	3	4	4	meridïan cerchio
3	1	6	1	Ierusalèm col suo più alto punto
3	1	1	1	Ierusalèm
3	3	6	6	suo più alto punto
3	4	6	6	più alto punto
4	2	3	3	la notte
4	7	7	7	lui
5	3	3	3	Gange
5	6	7	7	le Bilance
6	2	5	3	le caggion di man
6	2	3	3	le caggion
6	5	5	5	man
7	3	8	8	le bianche e le vermiglie guance
7	3	4	4	le bianche
7	6	8	8	le vermiglie guance
8	3	3	3	i'
8	6	8	8	la bella Aurora
9	2	3	3	troppa etate
10	1	1	1	Noi
10	3	3	3	+esso
10	4	4	4	mare
11	2	7	2	gente che pensa a suo cammino
11	2	2	2	gente
11	6	7	7	suo cammino
11	7	7	7	cammino
12	4	4	4	cuore
12	7	7	7	corpo
13	3	3	3	qual
13	6	6	6	mattino
14	2	4	4	li grossi vapor
14	3	4	4	grossi vapor
14	4	4	4	vapor
14	5	5	5	Marte
15	3	3	3	ponente
15	5	7	6	'l suol marino
15	6	7	6	suol marino
15	6	6	6	suol
16	1	1	1	cotal
16	5	5	5	io
16	7	7	7	lo
17	1	8	2	un lume per lo mar venir sì ratto
17	1	2	2	un lume
17	4	5	5	lo mar
18	2	4	3	'l muover suo
18	3	4	3	muover suo
18	5	6	6	nessun volar
19	2	2	2	qual
19	4	4	4	io
19	5	6	6	un poco
20	1	2	2	l'occhio
20	1	1	1	l'
20	5	7	6	lo duca mio
21	1	1	1	+lo
22	3	4	4	ogne lato
22	6	6	6	esso
23	1	1	1	un
24	2	2	2	poco
24	2	2	2	poco
24	5	6	6	un altro
24	8	8	8	lui
25	1	3	3	Lo mio maestro
25	7	7	7	motto
26	3	5	5	i primi bianchi
26	7	7	7	ali
27	5	6	6	il galeotto
28	5	6	6	le ginocchia
29	2	5	3	l'angel di Dio
29	5	5	5	Dio
29	7	8	8	le mani
30	4	6	6	sì fatti officiali
30	6	6	6	officiali
31	4	6	5	li argomenti umani
31	5	6	5	argomenti umani
32	3	3	3	remo
32	7	8	8	altro velo
32	8	8	8	velo
33	2	4	3	l'ali sue
33	3	4	3	ali sue
33	6	8	6	liti sì lontani
33	6	6	6	liti
34	3	3	3	l'
34	7	8	8	'l cielo
35	2	3	3	l'aere
35	5	7	7	l'etterne penne
36	1	1	1	che
36	6	7	7	mortal pelo
37	7	7	7	noi
38	1	3	2	l'uccel divino
38	1	2	2	l'uccel
38	2	3	2	uccel divino
38	2	2	2	uccel
39	3	4	4	l'occhio
39	4	4	4	occhio
39	7	7	7	+lo
40	5	5	5	quei
40	6	6	6	+si
40	6	6	6	+ne
40	9	9	9	riva
41	2	6	3	un vasello snelletto e leggero
41	2	3	3	un vasello
41	3	6	3	vasello snelletto e leggero
42	3	4	4	l'acqua
42	5	5	5	nulla
43	2	2	2	poppa
43	4	6	6	il celestial nocchiero
44	4	4	4	beato
44	6	6	6	descripto
45	2	5	5	più di cento spirti
45	4	5	5	cento spirti
46	2	5	2	exitu Isräel de Aegypto
46	3	5	3	Isräel de Aegypto
46	3	3	3	Isräel
46	5	5	5	Aegypto
47	2	2	2	tutti
47	5	6	6	una voce
48	2	5	2	quanto di quel salmo
48	4	5	5	quel salmo
49	3	8	4	il segno lor di santa croce
49	3	5	4	il segno lor
