line	start	end	head	text
1	3	6	3	fine al suo ragionamento
1	5	6	6	suo ragionamento
2	1	3	3	l'alto dottore
3	2	4	4	la mia vista
3	6	6	6	io
4	2	2	2	io
4	4	5	5	nova sete
5	2	2	2	fuor
6	1	6	3	lo troppo dimandar ch'io fo
6	1	3	3	lo troppo dimandar
6	5	5	5	io
6	7	7	7	li
7	2	4	3	quel padre verace
7	3	4	3	padre verace
7	3	3	3	padre
8	1	7	3	del timido voler che non s'apriva
8	2	7	3	timido voler che non s'apriva
8	2	3	3	timido voler
8	3	3	3	voler
9	2	3	3	di parlare
9	3	3	3	parlare
9	4	4	4	ardir
10	2	2	2	io
10	3	3	3	Maestro
10	4	6	6	il mio veder
10	5	6	6	mio veder
11	3	4	4	tuo lume
11	6	6	6	io
12	2	4	4	la tua ragion
12	3	4	4	tua ragion
13	4	6	5	dolce padre caro
14	4	4	4	amore
15	1	3	3	ogne buono operare
15	5	7	7	'l suo contraro
16	4	4	4	me
16	5	7	7	l'agute luci
17	2	3	3	lo 'ntelletto
18	1	8	2	l'error de' ciechi che si fanno duci
18	4	8	4	ciechi che si fanno duci
18	8	8	8	duci
19	1	2	2	L'animo
20	2	3	3	ogne cosa
21	4	6	4	piacere in atto
21	4	4	4	piacere
21	6	6	6	atto
22	1	5	2	Vostra apprensiva da esser verace
22	1	2	2	Vostra apprensiva
22	4	5	4	esser verace
23	2	2	2	intenzione
23	6	6	6	voi
23	7	7	7	la
24	3	4	4	l'animo
24	6	6	6	essa
24	7	7	7	volger
25	6	6	6	lei
26	1	2	2	quel piegare
26	4	4	4	amor
26	5	5	5	quell'
26	7	7	7	natura
27	3	5	3	piacer di novo
27	3	3	3	piacer
27	5	5	5	novo
27	7	7	7	voi
28	3	4	4	'l foco
28	7	7	7	altura
29	2	9	4	la sua forma ch'è nata a salire
29	2	4	4	la sua forma
29	3	4	4	sua forma
30	5	6	6	sua matera
31	2	4	3	l'animo preso
31	7	7	7	disire
32	3	4	3	moto spiritale
33	3	5	4	la cosa amata
34	2	2	2	ti
34	5	5	5	quant'
35	1	2	2	la veritate
35	4	7	5	la gente ch'avvera
35	4	5	5	la gente
36	1	2	2	ciascun amore
36	4	4	4	sé
36	5	6	6	laudabil cosa
37	5	7	7	la sua matera
38	6	7	7	ciascun segno
39	7	8	8	la cera
40	1	8	3	Le tue parole e 'l mio seguace ingegno
40	1	3	3	Le tue parole
40	5	8	8	'l mio seguace ingegno
41	2	2	2	io
