line	start	end	head	text
1	3	5	4	li occhi miei
2	3	5	5	la decenne sete
3	2	4	4	li altri sensi
4	2	2	2	essi
4	7	7	7	parete
5	5	7	7	lo santo riso
6	2	2	2	sé
6	3	3	3	+li
6	5	7	7	l'antica rete
7	3	3	3	forza
7	7	8	8	il viso
8	2	4	3	la sinistra mia
8	6	7	7	quelle dee
9	2	2	2	io
9	5	5	5	loro
9	6	8	8	un «Troppo fiso
10	2	7	3	la disposizion ch'a veder èe
10	2	3	3	la disposizion
10	6	6	6	veder
11	2	3	3	li occhi
11	6	7	7	dal sol
11	7	7	7	sol
12	2	3	3	la vista
13	4	5	5	al poco
13	6	7	7	il viso
14	3	4	4	al poco
14	6	8	6	rispetto al molto
14	6	6	6	rispetto
14	7	8	8	al molto
15	1	2	2	sensibile onde
15	4	4	4	forza
16	4	5	4	braccio destro
17	1	3	3	lo glorïoso essercito
18	2	2	2	sole
18	5	7	7	le sette fiamme
18	9	9	9	volto
19	3	4	4	li scudi
20	2	2	2	schiera
20	4	4	4	sé
20	6	7	7	col segno
21	4	4	4	tutta
21	6	6	6	sé
22	1	5	2	quella milizia del celeste regno
22	1	2	2	quella milizia
22	4	5	5	celeste regno
23	1	1	1	che
24	4	5	5	il carro
24	6	8	8	il primo legno
25	3	4	4	le rote
25	7	8	8	le donne
26	2	3	3	'l grifon
26	5	7	7	il benedetto carco
27	4	5	5	nulla penna
28	1	8	3	La bella donna che mi trasse al varco
28	1	3	3	La bella donna
28	3	3	3	donna
28	8	8	8	varco
29	2	4	4	Stazio e io
29	2	2	2	Stazio
29	4	4	4	io
29	6	7	7	la rota
29	7	7	7	rota
30	3	5	4	l'orbita sua
30	4	4	4	orbita
30	7	8	8	minore arco
30	8	8	8	arco
31	3	6	5	l'alta selva vòta
32	1	7	1	colpa di quella ch'al serpente crese
32	3	7	3	quella ch'al serpente crese
32	3	3	3	quella
32	6	6	6	serpente
33	2	3	3	i passi
33	4	6	6	un'angelica nota
34	3	4	4	tre voli
34	5	6	6	tanto spazio
35	1	2	2	disfrenata saetta
36	3	3	3	Bëatrice
37	1	1	1	Io
37	5	5	5	tutti
37	6	6	6	Adamo
38	3	5	4	una pianta dispogliata
39	2	9	2	foglie e d'altra fronda in ciascun ramo
39	2	6	2	foglie e d'altra fronda
39	2	2	2	foglie
39	5	9	6	altra fronda in ciascun ramo
39	5	6	6	altra fronda
39	8	9	9	ciascun ramo
40	1	3	2	La coma sua
41	8	9	9	l'Indi
42	2	3	2	boschi lor
42	5	6	5	altezza ammirata
43	3	3	3	grifon
44	1	8	2	col becco d'esto legno dolce al gusto
44	1	2	2	col becco
44	2	8	2	becco d'esto legno dolce al gusto
44	4	8	5	esto legno dolce al gusto
44	4	5	5	esto legno
44	5	8	5	legno dolce al gusto
44	5	6	5	legno dolce
44	8	8	8	gusto
45	6	8	7	il ventre quindi
45	6	7	7	il ventre
45	7	8	7	ventre quindi
46	4	6	5	l'albero robusto
46	4	5	5	l'albero
46	5	6	5	albero robusto
46	5	5	5	albero
47	2	3	3	li altri
47	3	3	3	altri
47	5	7	6	l'animal binato
47	5	6	6	l'animal
47	6	7	6	animal binato
47	6	6	6	animal
48	4	8	5	il seme d'ogne giusto
48	4	5	5	il seme
48	5	8	5	seme d'ogne giusto
48	5	5	5	seme
48	7	8	8	ogne giusto
48	8	8	8	giusto
49	4	8	4	temo ch'elli avea tirato
49	4	4	4	temo
49	6	6	6	elli
50	1	1	1	+lo
50	3	7	3	piè de la vedova frasca
50	3	3	3	piè
50	5	7	7	la vedova frasca
50	6	7	7	vedova frasca
51	2	4	2	quel di lei
51	2	2	2	quel
51	4	4	4	lei
51	6	6	6	lei
52	2	4	4	le nostre piante
53	2	7	4	la gran luce mischiata con quella
53	2	4	4	la gran luce
53	7	7	7	quella
54	5	7	7	la celeste lasca
55	1	2	2	turgide fansi
56	1	4	4	di suo color ciascuna
56	2	3	3	suo color
56	4	4	4	ciascuna
56	7	8	8	'l sole
57	2	4	4	li suoi corsier
57	6	7	7	altra stella
58	1	9	1	men che di rose e più che di vïole
58	1	1	1	men
58	4	4	4	rose
58	9	9	9	vïole
59	1	1	1	colore
59	5	6	6	la pianta
59	6	6	6	pianta
60	4	7	5	le ramora sì sole
60	5	5	5	ramora
61	1	1	1	Io
61	3	3	3	lo
62	1	7	2	l'inno che quella gente allor cantaro
62	1	2	2	l'inno
62	4	5	5	quella gente
63	2	3	3	la nota
64	2	2	2	io
65	1	3	2	li occhi spietati
65	1	2	2	li occhi
65	2	3	2	occhi spietati
65	6	6	6	Siringa
66	1	9	2	li occhi a cui pur vegghiar costò sì caro
66	1	2	2	li occhi
66	2	9	2	occhi a cui pur vegghiar costò sì caro
66	4	4	4	cui
66	6	6	6	vegghiar
67	2	6	2	pintor che con essempro pinga
67	2	2	2	pintor
67	5	5	5	essempro
68	3	3	3	io
69	2	3	3	qual vuol
69	6	7	7	l'assonnar
70	0	0	0	
71	4	5	5	un splendor
71	8	9	9	'l velo
72	2	2	2	sonno
72	4	5	5	un chiamar
73	3	3	3	veder
73	5	7	5	fioretti del melo
73	5	5	5	fioretti
73	7	7	7	melo
74	3	4	4	suo pome
74	4	4	4	pome
74	5	6	6	li angeli
74	6	6	6	angeli
75	2	3	3	perpetüe nozze
75	3	3	3	nozze
75	6	6	6	cielo
76	1	6	1	Pietro e Giovanni e Iacopo condotti
76	1	5	1	Pietro e Giovanni e Iacopo
76	1	1	1	Pietro
76	3	3	3	Giovanni
76	5	5	5	Iacopo
77	5	6	6	la parola
78	2	3	3	la qual
78	5	7	6	maggior sonni rotti
78	5	6	6	maggior sonni
78	6	7	6	sonni rotti
78	6	6	6	sonni
79	3	5	5	scemata loro scuola
79	4	5	5	loro scuola
79	5	5	5	scuola
80	3	3	3	Moïsè
80	6	6	6	Elia
81	3	4	3	maestro suo
81	3	3	3	maestro
81	5	6	6	cangiata stola
81	6	6	6	stola
82	3	3	3	io
82	6	7	7	quella pia
83	2	2	2	me
83	5	5	5	conducitrice
84	2	4	4	de' miei passi
84	3	4	4	miei passi
84	6	7	7	'l fiume
85	4	4	4	dubbio
85	8	8	8	Beatrice
86	2	2	2	ella
86	4	4	4	lei
86	6	7	7	la fronda
87	5	7	7	la sua radice
88	2	6	3	la compagnia che la circonda
88	2	3	3	la compagnia
88	2	2	2	la
89	1	2	2	li altri
89	4	5	5	'l grifon
90	2	7	4	più dolce canzone e più profonda
90	2	4	4	più dolce canzone
90	4	4	4	canzone
90	6	7	7	più profonda
91	5	8	7	lo suo parlar diffuso
91	5	7	7	lo suo parlar
91	6	8	7	suo parlar diffuso
91	6	7	7	suo parlar
91	7	8	7	parlar diffuso
91	7	7	7	parlar
92	7	8	8	li occhi
92	8	8	8	occhi
93	1	8	1	quella ch'ad altro intender m'avea chiuso
93	1	1	1	quella
93	4	5	5	altro intender
93	4	4	4	altro
93	5	5	5	intender
94	5	7	6	la terra vera
94	6	7	6	terra vera
94	6	6	6	terra
95	2	6	2	guardia lasciata lì del plaustro
95	2	4	2	guardia lasciata lì
95	2	2	2	guardia
95	5	6	6	del plaustro
95	6	6	6	plaustro
96	5	7	7	la biforme fera
96	6	7	7	biforme fera
96	7	7	7	fera
97	2	2	2	cerchio
97	3	3	3	le
97	5	7	7	di sé claustro
97	6	6	6	sé
97	7	7	7	claustro
98	1	3	3	le sette ninfe
98	2	3	3	sette ninfe
98	3	3	3	ninfe
98	5	6	6	quei lumi
98	6	6	6	lumi
98	8	8	8	mano
99	1	1	1	che
99	5	5	5	Aquilone
99	8	8	8	Austro
100	3	3	3	tu
100	4	5	5	poco tempo
100	5	5	5	tempo
100	6	6	6	silvano
101	3	3	3	+me
101	4	6	6	sanza fine cive
101	5	5	5	fine
101	6	6	6	cive
102	2	7	3	quella Roma onde Cristo è romano
102	2	3	3	quella Roma
102	3	3	3	Roma
102	5	5	5	Cristo
102	7	7	7	romano
103	3	8	3	pro del mondo che mal vive
103	5	8	5	mondo che mal vive
103	5	5	5	mondo
104	2	2	2	carro
104	5	6	6	li occhi
104	8	10	8	quel che vedi
105	6	6	6	tu
106	2	2	2	Beatrice
106	4	4	4	io
106	8	8	8	piedi
107	2	4	4	i suoi comandamenti
107	4	4	4	comandamenti
108	1	2	2	la mente
108	2	2	2	mente
108	4	5	5	li occhi
108	5	5	5	occhi
108	7	7	7	ella
109	5	7	7	sì veloce moto
110	1	4	1	foco di spessa nube
110	3	4	4	spessa nube
111	2	7	3	quel confine che più va remoto
111	2	3	3	quel confine
112	2	2	2	io
112	5	8	6	l'uccel di Giove
112	8	8	8	Giove
