line	token	word	role	arg_line	arg_token
1	0			0	0
2	1	cominciò	subj	2	2
2	1	cominciò	obl:con	2	5
3	7	seppe	subj	3	5
3	7	seppe	obj	3	6
4	1	disse	subj	3	3
4	1	disse	ccomp	4	6
4	1	disse	obl	4	3
4	3	confortarmi	subj	0	0
4	6	noccia	subj	5	3
4	6	noccia	iobj	4	5
5	8	abbia	subj	5	7
5	8	abbia	obj	5	5
6	3	torrà	subj	6	5
6	3	torrà	iobj	6	2
6	3	torrà	obl	5	8
6	5	scender	subj	0	0
6	5	scender	obj	6	7
7	3	rivolse	subj	0	0
7	3	rivolse	obl:a	7	7
8	2	disse	subj	0	0
8	2	disse	ccomp	8	3
8	3	Taci	subj	0	0
9	1	consuma	subj	0	0
9	1	consuma	obl:dentro	9	3
9	1	consuma	obl:con	9	7
10	2	è	subj	10	6
10	2	è	obl:sanza	10	4
11	1	vuolsi	subj	10	6
11	1	vuolsi	obl:ne	11	4
11	1	vuolsi	obl	11	6
12	1	fé	subj	11	7
12	1	fé	obj	12	3
13	0			0	0
14	1	caggiono	subj	13	6
14	1	caggiono	obl:da	13	3
14	7	fiacca	subj	14	6
15	2	cadde	subj	15	6
15	2	cadde	obl:a	15	4
16	2	scendemmo	subj	0	0
16	2	scendemmo	obl:ne	16	6
17	1	pigliando	subj	0	0
17	1	pigliando	obj	17	6
17	1	pigliando	obl	17	2
18	8	insacca	subj	18	1
18	8	insacca	obj	18	3
19	7	stipa	subj	19	6
19	7	stipa	obj	20	2
20	7	viddi	subj	20	6
20	7	viddi	obj	20	5
21	7	scipa	subj	21	4
21	7	scipa	obl	21	6
22	2	fa	subj	22	4
22	2	fa	obl	22	5
22	2	fa	obl:sovra	22	7
23	3	frange	subj	23	1
23	3	frange	obl:con	23	5
23	9	intoppa	subj	0	0
23	9	intoppa	obl:in	23	7
24	2	convien	subj	0	0
24	2	convien	ccomp	24	7
24	2	convien	obl	24	1
24	7	riddi	subj	24	6
24	7	riddi	obl	24	4
25	2	vid'	subj	25	3
25	2	vid'	obj	25	4
25	2	vid'	obl:di	26	4
26	0			0	0
27	1	voltando	obl:per	27	4
28	1	Percotëansi	subj	0	0
28	1	Percotëansi	obl:in	28	2
29	2	rivolgea	subj	29	3
29	2	rivolgea	obj	29	1
29	2	rivolgea	obl:a	29	6
29	4	voltando	subj	29	3
29	4	voltando	obl:a	29	6
30	1	gridando	subj	29	3
30	1	gridando	ccomp	30	3
30	1	gridando	ccomp	30	6
30	3	tieni	subj	0	0
30	6	burli	subj	0	0
31	2	tornavan	subj	0	0
31	2	tornavan	obl:per	31	5
31	2	tornavan	obl:da	32	3
31	2	tornavan	obl:a	32	7
32	0			0	0
33	1	gridandosi	subj	0	0
33	1	gridandosi	obj	33	5
34	3	volgea	subj	34	4
34	3	volgea	obj	34	2
34	3	volgea	obl:per	35	5
34	3	volgea	obl:a	35	9
34	7	giunto	subj	34	4
35	0			0	0
36	8	compunto	subj	36	2
36	8	compunto	obj	36	6
37	1	dissi	subj	36	2
37	1	dissi	ccomp	37	6
37	6	dimostra	subj	0	0
37	6	dimostra	iobj	37	5
