line	token	word	role	arg_line	arg_token
1	6	pugna	subj	1	4
1	6	pugna	obl:contra	1	3
2	7	piacerli	subj	0	0
3	1	trassi	subj	0	0
3	1	trassi	obj	3	8
3	1	trassi	obl:contra	2	4
3	1	trassi	obl:de	3	4
4	1	Mossimi	subj	0	0
4	7	mosse	subj	4	4
4	7	mosse	obl:per	5	1
5	0			0	0
6	3	va	subj	0	0
6	3	va	obl:per	6	5
7	5	fonde	subj	7	4
7	5	fonde	obj	8	5
7	5	fonde	obl:a	7	7
7	5	fonde	obl:per	8	3
8	10	occupa	subj	8	6
8	10	occupa	obj	8	9
9	9	approccia	subj	7	3
9	9	approccia	obl:da	9	4
10	1	Maladetta	subj	10	3
11	8	hai	subj	11	1
11	8	hai	obj	11	9
11	8	hai	obl	11	7
11	8	hai	obl:per	12	4
12	0			0	0
13	6	par	subj	0	0
13	6	par	obl:in	13	5
13	9	creda	subj	0	0
14	6	trasmutarsi	subj	14	2
15	2	verrà	subj	0	0
15	6	disceda	subj	15	5
15	6	disceda	obl:per	15	4
16	2	andavam	subj	16	1
16	2	andavam	obl:con	16	4
17	3	attento	subj	17	2
17	3	attento	obl:a	17	6
17	9	sentia	subj	17	8
17	9	sentia	obj	17	7
17	9	sentia	xcomp	18	2
18	2	piangere	subj	17	7
18	4	lagnarsi	subj	17	7
19	4	udi'	subj	0	0
19	4	udi'	obj	19	6
19	4	udi'	xcomp	20	4
19	4	udi'	obl:per	19	3
20	4	chiamar	subj	0	0
20	4	chiamar	obl:a	20	3
20	4	chiamar	obl:in	20	7
21	2	fa	subj	21	3
21	7	sia	subj	21	4
21	7	sia	obl:in	21	6
22	2	seguitar	subj	0	0
22	2	seguitar	ccomp	22	4
22	4	fosti	subj	0	0
22	4	fosti	attr	22	3
23	2	veder	subj	0	0
23	2	veder	obl:per	23	7
23	4	può	subj	23	3
23	4	può	xcomp	23	2
24	2	sponesti	subj	0	0
24	2	sponesti	obj	24	5
25	2	intesi	subj	0	0
25	2	intesi	ccomp	26	3
26	3	volesti	subj	0	0
26	3	volesti	obj	26	5
26	3	volesti	obl:con	26	2
27	4	posseder	subj	0	0
27	4	posseder	obj	27	3
27	4	posseder	obl:con	27	6
28	6	piaciute	subj	28	2
28	6	piaciute	iobj	28	3
29	4	trassi	subj	29	2
29	4	trassi	obj	29	3
29	7	aver	subj	0	0
29	7	aver	obj	29	8
29	7	aver	obl:di	30	3
30	5	parean	subj	0	0
30	5	parean	xcomp	30	6
30	6	venute	subj	0	0
30	6	venute	obl:da	30	4
31	2	parlava	subj	31	1
31	2	parlava	obl:di	31	6
32	2	fece	subj	32	3
32	2	fece	obj	32	1
32	2	fece	obl:a	32	6
33	2	condurre	subj	0	0
33	2	condurre	obj	33	6
33	2	condurre	obl:a	33	4
34	6	favelle	subj	34	3
35	1	dimmi	subj	0	0
35	1	dimmi	ccomp	35	3
35	1	dimmi	ccomp	36	5
35	3	fosti	subj	0	0
35	3	fosti	attr	35	2
35	4	dissi	subj	0	0
35	4	dissi	ccomp	35	1
36	5	rinovelle	subj	36	1
36	5	rinovelle	obj	36	4
37	2	fia	subj	37	7
37	2	fia	obl:sanza	37	4
37	4	mercé	subj	37	7
38	3	ritorno	subj	38	2
38	3	ritorno	xcomp	38	5
38	5	compiér	subj	0	0
38	5	compiér	obj	38	7
39	7	vola	subj	39	4
39	7	vola	obl:a	39	6
40	5	dirò	subj	40	3
40	5	dirò	iobj	40	4
40	5	dirò	ccomp	42	4
40	5	dirò	obl:per	40	8
41	3	attenda	subj	41	2
41	3	attenda	obj	41	1
41	3	attenda	obl:di	41	5
42	4	luce	subj	42	1
42	4	luce	obl:in	42	3
42	8	morto	subj	0	0
43	3	radice	subj	43	1
43	3	radice	obl:di	43	7
44	6	aduggia	subj	44	3
44	6	aduggia	obj	44	1
45	8	schianta	subj	45	4
45	8	schianta	obj	45	6
45	8	schianta	obl:di	45	7
46	0			0	0
47	1	potesser	subj	46	7
47	4	saria	subj	47	5
47	4	saria	obl:di	47	3
47	5	vendetta	subj	0	0
