line	token	word	role	arg_line	arg_token
1	2	fummo	subj	0	0
1	2	fummo	obl:a	1	5
2	8	disusa	subj	2	4
2	8	disusa	obj	2	1
3	2	fa	subj	0	0
3	2	fa	xcomp	3	3
3	3	parer	subj	3	6
3	3	parer	attr	3	4
4	1	sonando	subj	0	0
4	3	senti'	subj	0	0
4	3	senti'	obj	4	2
4	3	senti'	xcomp	4	4
4	4	esser	subj	4	2
4	4	esser	attr	4	5
4	5	richiusa	subj	4	2
5	4	avesse	subj	5	3
5	4	avesse	obj	5	6
5	7	vòlti	subj	5	6
5	7	vòlti	obl:a	5	9
6	3	stata	subj	6	7
6	3	stata	attr	6	1
6	3	stata	obl:a	6	5
7	2	salavam	subj	7	1
7	2	salavam	obl:per	7	5
8	3	moveva	subj	8	1
8	3	moveva	obl:di	8	6
8	3	moveva	obl:di	8	10
9	2	come	subj	9	4
9	6	fugge	subj	9	5
9	9	appressa	subj	9	5
10	3	conviene	subj	0	0
10	3	conviene	xcomp	10	4
10	4	usare	subj	0	0
10	4	usare	obj	10	6
10	4	usare	obl:in	11	6
11	1	cominciò	subj	11	3
11	1	cominciò	ccomp	10	3
11	6	accostarsi	subj	0	0
11	6	accostarsi	obl:a	12	6
12	9	parte	subj	12	7
13	3	fece	subj	13	2
13	3	fece	obj	13	6
13	3	fece	attr	13	7
14	0			0	0
15	1	rigiunse	subj	14	5
15	1	rigiunse	obl:a	15	3
15	6	ricorcarsi	subj	0	0
16	3	fossimo	subj	16	2
16	3	fossimo	obl:di	16	7
17	4	liberi	subj	0	0
17	6	aperti	subj	0	0
18	8	rauna	subj	18	4
19	2	stancato	subj	19	1
19	5	incerti	subj	19	4
19	5	incerti	obl:di	20	3
20	4	restammo	subj	19	1
20	4	restammo	subj	19	4
20	4	restammo	obl:in	20	8
21	0			0	0
22	6	confina	subj	22	8
22	6	confina	obl	22	4
23	9	sale	subj	23	7
24	1	misurrebbe	subj	0	0
24	1	misurrebbe	obj	24	6
24	1	misurrebbe	obl:da	22	4
24	1	misurrebbe	obl:a	23	2
24	1	misurrebbe	obl:in	24	4
25	6	potea	subj	25	4
25	6	potea	xcomp	25	7
25	7	trar	subj	0	0
25	7	trar	obl:di	25	9
26	0			0	0
27	4	parea	subj	27	2
27	4	parea	iobj	27	3
27	4	parea	attr	27	5
27	4	parea	obl:da	26	3
27	4	parea	obl:da	26	8
27	5	cotale	subj	27	2
28	5	mossi	subj	28	7
29	3	conobbi	subj	29	2
29	3	conobbi	obj	29	5
29	3	conobbi	xcomp	31	1
30	5	aveva	subj	30	1
30	5	aveva	obj	30	6
30	5	aveva	obl:di	30	4
31	1	esser	subj	29	5
31	1	esser	attr	31	3
31	6	addorno	subj	29	5
31	6	addorno	obl:di	32	2
32	0			0	0
33	5	avrebbe	subj	32	7
33	5	avrebbe	subj	33	3
33	5	avrebbe	obj	33	6
34	4	venne	subj	34	3
34	4	venne	obl:in	34	6
34	4	venne	obl:con	34	8
35	0			0	0
36	2	aperse	subj	36	1
36	2	aperse	obj	36	4
37	4	pareva	subj	34	2
37	4	pareva	attr	37	6
37	4	pareva	obl:a	37	3
37	6	verace	subj	34	2
38	2	intagliato	subj	34	2
38	2	intagliato	obl:in	38	5
39	3	sembiava	subj	39	1
39	3	sembiava	attr	39	4
39	4	imagine	subj	39	1
39	6	tace	subj	39	5
40	1	Giurato	subj	0	0
40	1	Giurato	ccomp	40	6
40	6	dicesse	subj	40	5
40	6	dicesse	obj	40	7
41	4	imaginata	subj	41	5
41	4	imaginata	obl	41	2
42	3	aprir	subj	0	0
42	3	aprir	obj	42	6
42	7	volse	subj	42	1
42	7	volse	obj	42	9
42	7	volse	xcomp	42	3
43	2	avea	subj	0	0
43	2	avea	obj	43	7
43	2	avea	attr	43	5
43	2	avea	obl:in	43	4
43	5	impressa	subj	0	0
43	5	impressa	obj	43	7
43	5	impressa	obl:in	43	4
44	1	Ecce	obj	44	2
45	6	suggella	subj	0	0
45	6	suggella	obl	45	2
46	2	tener	subj	0	0
46	2	tener	obj	46	8
46	2	tener	obl:a	46	6
47	1	disse	subj	47	4
47	1	disse	ccomp	46	2
47	7	avea	subj	47	5
47	7	avea	obj	47	6
47	7	avea	obl:da	48	3
48	7	ha	subj	48	9
48	7	ha	obj	48	6
48	7	ha	obl	48	4
49	5	mossi	subj	49	3
49	5	mossi	obj	49	4
49	5	mossi	obl:con	49	7
49	9	vedea	subj	0	0
49	9	vedea	obj	52	3
49	9	vedea	obl:di	50	2
49	9	vedea	obl:da	50	4
49	9	vedea	obl:da	50	7
50	0			0	0
51	3	era	subj	51	4
51	3	era	obl:da	51	1
51	3	era	obl:a	51	2
51	7	movea	subj	51	5
51	7	movea	obj	51	6
52	0			0	0
53	4	varcai	subj	53	3
53	4	varcai	obj	53	5
53	7	fe'	subj	0	0
53	7	fe'	obj	53	8
54	8	disposta	subj	0	0
54	8	disposta	obl:a	54	6
55	2	intagliato	subj	56	2
55	2	intagliato	obl:in	55	5
56	5	traendo	subj	56	2
56	5	traendo	obj	56	7
57	4	teme	subj	0	0
57	4	teme	obj	57	5
58	2	parea	subj	58	3
59	1	partita	subj	58	6
59	1	partita	obl:in	59	4
60	1	faceva	subj	58	6
60	1	faceva	obj	60	4
60	1	faceva	obj	60	7
60	1	faceva	xcomp	60	2
60	1	faceva	obl:a	59	8
60	2	dir	subj	60	4
60	2	dir	subj	60	7
60	2	dir	obj	60	5
60	2	dir	ccomp	60	9
60	9	canta	subj	0	0
61	0			0	0
62	4	imaginato	subj	62	1
62	4	imaginato	obl	62	2
63	8	fensi	subj	0	0
63	8	fensi	obj	62	6
63	8	fensi	attr	63	7
63	8	fensi	obl:a	61	3
63	8	fensi	obl:a	63	3
63	8	fensi	obl:a	63	6
64	2	precedeva	subj	65	5
64	2	precedeva	obl:a	64	5
65	1	trescando	subj	65	5
66	6	re	subj	0	0
66	6	re	obl:in	66	10
66	7	era	subj	0	0
66	7	era	attr	66	6
66	7	era	obl:in	66	10
67	3	effigïata	subj	68	5
67	3	effigïata	obl:a	67	6
68	6	ammirava	subj	68	5
68	6	ammirava	attr	69	3
69	0			0	0
70	2	mossi	subj	70	1
70	2	mossi	obj	70	4
70	2	mossi	obl:di	70	6
70	9	stava	subj	70	8
71	2	avvisar	subj	0	0
71	2	avvisar	obj	71	7
72	7	biancheggiava	subj	72	1
72	7	biancheggiava	iobj	72	6
72	7	biancheggiava	obl:a	72	5
73	3	storïata	subj	73	6
74	0			0	0
75	1	mosse	subj	74	6
75	1	mosse	obj	75	2
75	1	mosse	obl:a	75	7
76	2	dico	subj	76	1
76	2	dico	obl:di	76	4
77	5	era	subj	77	3
77	5	era	obl	77	4
77	5	era	obl:a	77	7
78	3	atteggiata	subj	77	3
78	3	atteggiata	obl:di	78	2
78	3	atteggiata	obl:di	78	6
79	4	parea	subj	0	0
79	4	parea	attr	79	5
79	4	parea	attr	79	7
79	4	parea	obl:a	79	3
79	5	calcato	subj	0	0
79	7	pieno	subj	0	0
79	7	pieno	obl:di	80	2
80	0			0	0
81	8	movieno	subj	80	5
81	8	movieno	obl:su	81	2
81	8	movieno	obl:in	81	4
81	8	movieno	obl:a	81	6
82	0			0	0
