line	token	word	deprel	head_line	head_token
1	1	Già	advmod	1	3
1	2	si	expl	1	3
1	3	godeva	root	0	0
1	4	solo	advmod	1	3
1	5	del	case	1	7
1	6	suo	det:poss	1	7
1	7	verbo	obl	1	3
2	1	quello	det	2	2
2	2	specchio	nsubj	1	3
2	3	beato	amod	2	2
2	4	e	cc	2	6
2	5	io	nsubj	2	6
2	6	gustava	conj	1	3
3	1	lo	det	3	2
3	2	mio	obj	2	6
3	3	temprando	advcl	2	6
3	4	col	case	3	5
3	5	dolce	obl	3	3
3	6	l'	det	3	7
3	7	acerbo	obj	3	3
4	1	e	cc	5	1
4	2	quella	det	4	3
4	3	donna	nsubj	5	1
4	4	ch'	nsubj	4	8
4	5	a	case	4	6
4	6	Dio	obl	4	8
4	7	mi	obj	4	8
4	8	menava	acl:relcl	4	3
5	1	disse	conj	1	3
5	2	Muta	ccomp	5	1
5	3	pensier	obj	5	2
5	4	pensa	conj	5	2
5	5	ch'	mark	5	7
5	6	i'	nsubj	5	7
5	7	sono	ccomp	5	4
6	1	presso	case	6	3
6	2	a	case	6	3
6	3	colui	obl	5	7
6	4	ch'	nsubj	6	7
6	5	ogne	det	6	6
6	6	torto	obj	6	7
6	7	disgrava	acl:relcl	6	3
7	1	Io	nsubj	7	3
7	2	mi	expl	7	3
7	3	rivolsi	root	0	0
7	4	a	case	7	7
7	5	l'	det	7	7
7	6	amoroso	amod	7	7
7	7	suono	obl	7	3
8	1	del	case	8	3
8	2	mio	det:poss	8	3
8	3	conforto	nmod	7	7
8	4	e	cc	9	8
8	5	qual	obj	8	8
8	6	io	nsubj	8	8
8	7	allor	advmod	8	8
8	8	vidi	acl:relcl	9	5
9	1	ne	case	9	3
9	2	li	det	9	3
9	3	occhi	obl	8	8
9	4	santi	amod	9	3
9	5	amor	appos	9	7
9	6	qui	advmod	9	8
9	7	l'	obj	9	8
9	8	abbandono	conj	7	3
10	1	non	advmod	10	8
10	2	perch'	mark	10	8
10	3	io	nsubj	10	8
10	4	pur	advmod	10	8
10	5	del	case	10	7
10	6	mio	det:poss	10	7
10	7	parlar	obl	10	8
10	8	diffidi	advcl	9	8
11	1	ma	cc	11	4
11	2	per	case	11	4
11	3	la	det	11	4
11	4	mente	obl	9	8
11	5	che	nsubj	11	7
11	6	non	advmod	11	7
11	7	può	acl:relcl	11	4
11	8	redire	xcomp	11	7
12	1	sovra	case	12	2
12	2	sé	obl	11	8
12	3	tanto	advmod	11	8
12	4	s'	mark	12	8
12	5	altri	nsubj	12	8
12	6	non	advmod	12	8
12	7	la	obj	12	8
12	8	guidi	advcl	11	8
13	1	Tanto	obj	13	7
13	2	poss'	root	0	0
13	3	io	nsubj	13	2
13	4	di	case	13	6
13	5	quel	det	13	6
13	6	punto	obl	13	7
13	7	ridire	xcomp	13	2
14	1	che	mark	15	1
14	2	rimirando	advcl	15	1
14	3	lei	obj	14	2
14	4	lo	det	14	6
14	5	mio	det:poss	14	6
14	6	affetto	nsubj	15	1
15	1	libero	advcl	13	7
15	2	fu	cop	15	1
15	3	da	case	15	6
15	4	ogne	det	15	6
15	5	altro	amod	15	6
15	6	disire	obl	15	1
16	1	fin	advmod	16	2
16	2	che	mark	18	2
16	3	'l	det	16	4
16	4	piacere	nsubj	18	2
16	5	etterno	amod	16	4
16	6	che	nsubj	17	1
