line	token	word	deprel	head_line	head_token
1	1	Vergine	amod	1	2
1	2	Madre	vocative	4	3
1	3	figlia	appos	1	2
1	4	del	case	1	6
1	5	tuo	det:poss	1	6
1	6	figlio	nmod	1	3
2	1	umile	appos	4	1
2	2	e	cc	2	3
2	3	alta	appos	4	1
2	4	più	advmod	2	3
2	5	che	case	2	6
2	6	creatura	obl	2	3
3	1	termine	appos	4	1
3	2	fisso	amod	3	1
3	3	d'	case	3	5
3	4	etterno	amod	3	5
3	5	consiglio	nmod	3	1
4	1	tu	nsubj	4	3
4	2	se'	cop	4	3
4	3	colei	root	0	0
4	4	che	obj	5	1
4	5	l'	det	4	7
4	6	umana	amod	4	7
4	7	natura	nsubj	5	1
5	1	nobilitasti	acl:relcl	4	3
5	2	sì	advmod	5	1
5	3	che	mark	6	2
5	4	'l	det	5	6
5	5	suo	det:poss	5	6
5	6	fattore	nsubj	6	2
6	1	non	advmod	6	2
6	2	disdegnò	advcl	5	1
6	3	di	case	6	4
6	4	farsi	xcomp	6	2
6	5	sua	det:poss	6	6
6	6	fattura	obj	6	4
7	1	Nel	case	7	2
7	2	ventre	obl	7	5
7	3	tuo	det:poss	7	2
7	4	si	expl	7	5
7	5	raccese	root	0	0
7	6	l'	det	7	7
7	7	amore	nsubj	7	5
8	1	per	case	8	4
8	2	lo	det	8	4
8	3	cui	nmod	8	4
8	4	caldo	obl	9	3
8	5	ne	case	8	8
8	6	l'	det	8	8
8	7	etterna	amod	8	8
8	8	pace	obl	9	3
9	1	così	advmod	9	3
9	2	è	aux	9	3
9	3	germinato	advcl	7	5
9	4	questo	det	9	5
9	5	fiore	nsubj	9	3
10	1	Qui	advmod	10	6
10	2	se'	cop	10	6
10	3	a	case	10	4
10	4	noi	obl	10	6
10	5	meridïana	amod	10	6
10	6	face	root	0	0
11	1	di	case	11	2
11	2	caritate	nmod	10	6
11	3	e	cc	12	4
11	4	giuso	advmod	12	4
11	5	intra	case	11	6
11	6	mortali	obl	12	4
12	1	se'	cop	12	4
12	2	di	case	12	3
12	3	speranza	nmod	12	4
12	4	fontana	conj	10	6
12	5	vivace	amod	12	4
13	1	Donna	vocative	13	2
13	2	se'	root	0	0
13	3	tanto	advmod	13	4
13	4	grande	xcomp	13	2
13	5	e	cc	13	7
13	6	tanto	advmod	13	7
13	7	vali	conj	13	2
14	1	che	mark	15	3
14	2	qual	nsubj	14	3
14	3	vuol	acl:relcl	15	2
14	4	grazia	obj	14	3
14	5	e	cc	14	9
14	6	a	case	14	7
14	7	te	obl	14	9
14	8	non	advmod	14	9
14	9	ricorre	conj	14	3
15	1	sua	det	15	2
15	2	disïanza	nsubj	15	3
15	3	vuol	advcl	13	4
15	4	volar	xcomp	15	3
15	5	sanz'	case	15	6
15	6	ali	obl	15	4
16	1	La	det	16	3
16	2	tua	det:poss	16	3
16	3	benignità	nsubj	16	6
16	4	non	advmod	16	6
16	5	pur	advmod	16	6
16	6	soccorre	root	0	0
17	1	a	case	17	3
17	2	chi	nsubj	17	3
17	3	domanda	obl	16	6
17	4	ma	cc	18	4
17	5	molte	det	17	6
17	6	fïate	obl	18	4
18	1	liberamente	advmod	18	4
18	2	al	case	18	3
18	3	dimandar	obl	18	4
18	4	precorre	conj	16	6
19	1	In	case	19	2
19	2	te	obl	20	7
19	3	misericordia	nsubj	20	7
19	4	in	case	19	5
19	5	te	obl	20	7
19	6	pietate	conj	19	3
20	1	in	case	20	2
20	2	te	obl	20	7
20	3	magnificenza	conj	19	6
20	4	in	case	20	5
20	5	te	obl	20	7
20	6	s'	expl	20	7
20	7	aduna	root	0	0
21	1	quantunque	nsubj	21	4
21	2	in	case	21	3
21	3	creatura	obl	21	4
21	4	è	conj	20	3
21	5	di	case	21	6
21	6	bontate	obl	21	4
22	1	Or	advmod	25	1
22	2	questi	nsubj	25	1
22	3	che	nsubj	23	7
22	4	da	case	22	7
22	5	l'	det	22	7
22	6	infima	amod	22	7
22	7	lacuna	obl	23	7
23	1	de	case	23	3
23	2	l'	det	23	3
23	3	universo	nmod	22	7
23	4	infin	advmod	23	7
23	5	qui	advmod	23	7
23	6	ha	aux	23	7
23	7	vedute	acl:relcl	22	2
24	1	le	det	24	2
24	2	vite	obj	23	7
24	3	spiritali	amod	24	2
24	4	ad	case	24	5
24	5	una	obl	23	7
24	6	ad	case	24	7
24	7	una	conj	24	5
25	1	supplica	root	0	0
25	2	a	case	25	3
25	3	te	obl	25	1
25	4	per	case	25	5
25	5	grazia	obl	25	1
25	6	di	case	25	7
25	7	virtute	nmod	25	5
26	1	tanto	advmod	25	1
26	2	che	mark	26	7
26	3	possa	aux	26	7
26	4	con	case	26	6
26	5	li	det	26	6
26	6	occhi	obl	26	7
26	7	levarsi	advcl	25	1
27	1	più	advmod	27	2
27	2	alto	obl	26	7
27	3	verso	case	27	6
27	4	l'	det	27	6
27	5	ultima	amod	27	6
27	6	salute	obl	26	7
28	1	E	cc	30	2
28	2	io	nsubj	30	2
28	3	che	nsubj	28	9
28	4	mai	advmod	28	9
28	5	per	case	28	7
28	6	mio	det:poss	28	7
28	7	veder	obl	28	9
28	8	non	advmod	28	9
28	9	arsi	acl:relcl	28	2
29	1	più	advmod	28	9
29	2	ch'	mark	29	4
29	3	i'	nsubj	29	4
29	4	fo	advcl	28	9
29	5	per	case	29	7
29	6	lo	det	29	7
29	7	suo	obl	29	4
29	8	tutti	det	29	10
29	9	miei	det:poss	29	10
29	10	prieghi	obj	30	2
30	1	ti	iobj	30	2
30	2	porgo	root	0	0
30	3	e	cc	30	4
30	4	priego	conj	30	2
30	5	che	mark	30	8
30	6	non	advmod	30	8
30	7	sieno	cop	30	8
30	8	scarsi	ccomp	30	4
31	1	perché	mark	31	6
31	2	tu	nsubj	31	6
31	3	ogne	det	31	4
31	4	nube	obj	31	6
31	5	li	obj	31	6
31	6	disleghi	advcl	30	4
32	1	di	case	32	3
32	2	sua	det:poss	32	3
32	3	mortalità	obl	31	6
