line	token	word	deprel	head_line	head_token
1	1	Intra	case	1	3
1	2	due	det	1	3
1	3	cibi	obl	2	6
1	4	distanti	amod	1	3
1	5	e	cc	1	6
1	6	moventi	amod	1	3
2	1	d'	case	2	3
2	2	un	det	2	3
2	3	modo	obl	1	6
2	4	prima	advmod	2	6
2	5	si	expl	2	6
2	6	morria	advcl	7	9
2	7	di	case	2	8
2	8	fame	obl	2	6
3	1	che	mark	3	6
3	2	liber'	amod	3	3
3	3	omo	nsubj	3	6
3	4	l'	det	3	5
3	5	un	obj	3	6
3	6	recasse	advcl	2	6
3	7	ai	case	3	8
3	8	denti	obl	3	6
4	1	sì	advmod	4	3
4	2	si	expl	4	3
4	3	starebbe	conj	2	6
4	4	un	det	4	5
4	5	agno	nsubj	4	3
4	6	intra	case	4	8
4	7	due	det	4	8
4	8	brame	obl	4	3
5	1	di	case	5	3
5	2	fieri	amod	5	3
5	3	lupi	nmod	4	8
5	4	igualmente	advmod	5	5
5	5	temendo	advcl	4	3
6	1	sì	advmod	6	3
6	2	si	expl	6	3
6	3	starebbe	conj	4	3
6	4	un	det	6	5
6	5	cane	nsubj	6	3
6	6	intra	case	6	8
6	7	due	det	6	8
6	8	dame	obl	6	3
7	1	per	case	7	2
7	2	che	obl	7	9
7	3	s'	mark	7	6
7	4	i'	nsubj	7	6
7	5	mi	expl	7	6
7	6	tacea	advcl	7	9
7	7	me	obj	7	9
7	8	non	advmod	7	9
7	9	riprendo	root	0	0
8	1	da	case	8	4
8	2	li	det	8	4
8	3	miei	det:poss	8	4
8	4	dubbi	obl	8	8
8	5	d'	case	8	7
8	6	un	det	8	7
8	7	modo	obl	8	8
8	8	sospinto	advcl	7	9
9	1	poi	advmod	9	3
9	2	ch'	mark	9	3
9	3	era	cop	9	4
9	4	necessario	advcl	8	8
9	5	né	cc	9	6
9	6	commendo	conj	7	9
10	1	Io	nsubj	10	3
10	2	mi	expl	10	3
10	3	tacea	root	0	0
10	4	ma	cc	11	2
10	5	'l	det	10	7
10	6	mio	det:poss	10	7
10	7	disir	nsubj	11	2
10	8	dipinto	amod	10	7
11	1	m'	iobj	11	2
11	2	era	conj	10	3
11	3	nel	case	11	4
11	4	viso	obl	11	2
11	5	e	cc	12	2
11	6	'l	det	11	7
11	7	dimandar	nsubj	12	2
11	8	con	case	11	9
11	9	ello	obl	11	7
12	1	più	advmod	12	2
12	2	caldo	conj	11	2
12	3	assai	advmod	12	1
12	4	che	mark	12	6
12	5	per	case	12	6
12	6	parlar	obl	12	2
12	7	distinto	advmod	12	6
13	1	Fé	root	0	0
13	2	sì	advmod	13	1
13	3	Beatrice	nsubj	13	1
13	4	qual	mark	13	5
13	5	fé	advcl	13	1
13	6	Danïello	nsubj	13	5
14	1	Nabuccodonosor	obj	13	5
14	2	levando	acl	14	1
14	3	d'	case	14	4
14	4	ira	obl	14	2
15	1	che	nsubj	15	4
15	2	l'	obj	15	4
15	3	avea	aux	15	4
15	4	fatto	acl:relcl	14	1
15	5	ingiustamente	advmod	15	4
15	6	fello	xcomp	15	4
16	1	e	cc	16	2
16	2	disse	conj	13	1
16	3	Io	nsubj	16	4
16	4	veggio	ccomp	16	2
16	5	ben	advmod	16	4
16	6	come	mark	16	8
16	7	ti	obj	16	8
16	8	tira	obj	16	4
17	1	uno	det	17	4
17	2	e	cc	17	3
17	3	altro	det	17	4
17	4	disio	nsubj	16	8
17	5	sì	advmod	18	3
17	6	che	mark	18	3
17	7	tua	det:poss	17	8
17	8	cura	nsubj	18	3
18	1	sé	obj	18	3
18	2	stessa	amod	18	1
18	3	lega	advcl	16	8
18	4	sì	advmod	18	8
18	5	che	mark	18	8
18	6	fuor	advmod	18	8
18	7	non	advmod	18	8
18	8	spira	advcl	18	3
19	1	Tu	nsubj	19	2
19	2	argomenti	root	0	0
19	3	Se	mark	19	7
19	4	'l	det	19	6
19	5	buon	amod	19	6
19	6	voler	nsubj	19	7
19	7	dura	advcl	21	4
20	1	la	det	20	2
20	2	vïolenza	nsubj	21	4
20	3	altrui	amod	20	2
20	4	per	case	20	6
20	5	qual	amod	20	6
20	6	ragione	obl	21	4
21	1	di	case	21	2
21	2	meritar	nmod	21	6
21	3	mi	iobj	21	4
21	4	scema	ccomp	19	2
21	5	la	det	21	6
21	6	misura	obj	21	4
22	1	Ancor	advmod	22	5
22	2	di	case	22	3
22	3	dubitar	nmod	22	6
22	4	ti	iobj	22	5
22	5	dà	root	0	0
22	6	cagione	obj	22	5
23	1	parer	nsubj	22	5
23	2	tornarsi	xcomp	23	1
23	3	l'	det	23	4
23	4	anime	nsubj	23	2
23	5	a	case	23	7
23	6	le	det	23	7
23	7	stelle	obl	23	2
24	1	secondo	case	24	3
24	2	la	det	24	3
24	3	sentenza	obl	22	5
24	4	di	case	24	5
24	5	Platone	nmod	24	3
25	1	Queste	nsubj	25	2
25	2	son	root	0	0
25	3	le	det	25	4
25	4	question	attr	25	2
25	5	che	nsubj	26	1
25	6	nel	case	25	8
25	7	tuo	det:poss	25	8
25	8	velle	obl	26	1
26	1	pontano	acl:relcl	25	4
26	2	igualmente	advmod	26	1
26	3	e	cc	27	1
26	4	però	advmod	27	1
26	5	pria	advmod	27	1
27	1	tratterò	conj	25	2
27	2	quella	obj	27	1
27	3	che	nsubj	27	5
27	4	più	advmod	27	5
27	5	ha	acl:relcl	27	2
27	6	di	case	27	7
27	7	felle	obj	27	5
28	1	D'	case	28	3
28	2	i	det	28	3
28	3	Serafin	nmod	28	4
28	4	colui	nsubj	31	2
