line	token	word	deprel	head_line	head_token
1	1	Quel	det	1	2
1	2	sol	nsubj	2	6
1	3	che	nsubj	1	8
1	4	pria	advmod	1	8
1	5	d'	case	1	6
1	6	amor	obl	1	8
1	7	mi	iobj	1	8
1	8	scaldò	acl:relcl	1	2
1	9	'l	det	1	10
1	10	petto	obj	1	8
2	1	di	case	2	3
2	2	bella	amod	2	3
2	3	verità	obl	2	6
2	4	m'	iobj	2	6
2	5	avea	aux	2	6
2	6	scoverto	root	0	0
3	1	provando	advcl	2	6
3	2	e	cc	3	3
3	3	riprovando	conj	3	1
3	4	il	det	3	6
3	5	dolce	amod	3	6
3	6	aspetto	obj	2	6
4	1	e	cc	6	1
4	2	io	nsubj	6	1
4	3	per	case	4	4
4	4	confessar	advcl	6	1
4	5	corretto	xcomp	4	4
4	6	e	cc	4	7
4	7	certo	conj	4	5
5	1	me	obj	4	4
5	2	stesso	amod	5	1
5	3	tanto	advmod	4	4
5	4	quanto	mark	5	6
5	5	si	expl	5	6
5	6	convenne	advcl	4	4
6	1	leva'	conj	2	6
6	2	il	det	6	3
6	3	capo	obj	6	1
6	4	a	case	6	5
6	5	proferer	advcl	6	1
6	6	più	advmod	6	7
6	7	erto	xcomp	6	5
7	1	ma	cc	7	3
7	2	visïone	nsubj	7	3
7	3	apparve	conj	6	1
7	4	che	nsubj	7	5
7	5	ritenne	acl:relcl	7	2
8	1	a	case	8	2
8	2	sé	obl	7	5
8	3	me	obj	7	5
8	4	tanto	advmod	8	5
8	5	stretto	xcomp	7	5
8	6	per	case	8	7
8	7	vedersi	advcl	7	5
9	1	che	mark	9	7
9	2	di	case	9	4
9	3	mia	det:poss	9	4
9	4	confession	obl	9	7
9	5	non	advmod	9	7
9	6	mi	iobj	9	7
9	7	sovvenne	advcl	7	5
10	1	Quali	advmod	13	1
10	2	per	case	10	3
10	3	vetri	obl	13	1
10	4	trasparenti	amod	10	3
10	5	e	cc	10	6
10	6	tersi	conj	10	4
11	1	o	cc	11	3
11	2	ver	advmod	11	3
11	3	per	case	11	4
11	4	acque	obl	13	1
11	5	nitide	amod	11	4
11	6	e	cc	11	7
11	7	tranquille	conj	11	5
12	1	non	advmod	12	3
12	2	sì	advmod	12	3
12	3	profonde	amod	11	4
12	4	che	mark	12	8
12	5	i	det	12	6
12	6	fondi	nsubj	12	8
12	7	sien	aux	12	8
12	8	persi	advcl	12	3
13	1	tornan	advcl	16	2
