line	token	word	deprel	head_line	head_token
1	1	Guardando	advcl	5	4
1	2	nel	case	1	4
1	3	suo	det:poss	1	4
1	4	Figlio	obl	1	1
1	5	con	case	1	7
1	6	l'	det	1	7
1	7	Amore	obl	1	1
2	1	che	nsubj	2	8
2	2	l'	det	2	3
2	3	uno	obj	2	8
2	4	e	cc	2	6
2	5	l'	det	2	6
2	6	altro	conj	2	3
2	7	etternalmente	advmod	2	8
2	8	spira	acl:relcl	1	7
3	1	lo	det	3	5
3	2	primo	amod	3	5
3	3	e	cc	3	4
3	4	ineffabile	conj	3	2
3	5	Valore	nsubj	5	4
4	1	quanto	advmod	4	8
4	2	per	case	4	3
4	3	mente	obl	4	8
4	4	e	cc	4	6
4	5	per	case	4	6
4	6	loco	conj	4	3
4	7	si	expl	4	8
4	8	gira	acl:relcl	3	5
5	1	con	case	5	3
5	2	tant'	amod	5	3
5	3	ordine	obl	5	4
5	4	fé	root	0	0
5	5	ch'	mark	5	8
5	6	esser	xcomp	5	8
5	7	non	advmod	5	8
5	8	puote	advcl	5	4
6	1	sanza	case	6	2
6	2	gustar	obl	5	8
6	3	di	case	6	4
6	4	lui	obj	6	2
6	5	chi	nsubj	5	8
6	6	ciò	obj	6	7
6	7	rimira	acl:relcl	6	5
7	1	Leva	root	0	0
7	2	dunque	advmod	7	1
7	3	lettore	vocative	7	1
7	4	a	case	7	7
7	5	l'	det	7	7
7	6	alte	amod	7	7
7	7	rote	obl	7	1
8	1	meco	obl	7	1
8	2	la	det	8	3
8	3	vista	obj	7	1
8	4	dritto	advmod	7	1
8	5	a	case	8	7
8	6	quella	det	8	7
8	7	parte	obl	7	1
9	1	dove	obl	9	9
9	2	l'	det	9	4
9	3	un	det	9	4
9	4	moto	nsubj	9	9
9	5	e	cc	9	7
9	6	l'	det	9	7
9	7	altro	conj	9	4
9	8	si	aux	9	9
9	9	percuote	acl:relcl	8	7
10	1	e	cc	10	3
10	2	lì	advmod	10	3
10	3	comincia	conj	7	1
10	4	a	mark	10	5
10	5	vagheggiar	xcomp	10	3
10	6	ne	case	10	8
10	7	l'	det	10	8
10	8	arte	obl	10	5
11	1	di	case	11	3
11	2	quel	det	11	3
11	3	maestro	nmod	10	8
11	4	che	nsubj	11	9
11	5	dentro	advmod	11	9
11	6	a	case	11	7
11	7	sé	obl	11	9
11	8	l'	obj	11	9
11	9	ama	acl:relcl	11	3
12	1	tanto	advmod	11	9
12	2	che	mark	12	9
12	3	mai	advmod	12	9
12	4	da	case	12	5
12	5	lei	obl	12	9
12	6	l'	det	12	7
12	7	occhio	nsubj	12	9
12	8	non	advmod	12	9
12	9	parte	advcl	11	9
13	1	Vedi	root	0	0
13	2	come	mark	13	6
13	3	da	case	13	4
13	4	indi	obl	13	6
13	5	si	expl	13	6
13	6	dirama	ccomp	13	1
14	1	l'	det	14	3
14	2	oblico	amod	14	3
14	3	cerchio	nsubj	13	6
14	4	che	nsubj	14	7
14	5	i	det	14	6
14	6	pianeti	obj	14	7
14	7	porta	acl:relcl	14	3
15	1	per	mark	15	2
15	2	sodisfare	advcl	13	6
15	3	al	case	15	4
15	4	mondo	obl	15	2
15	5	che	nsubj	15	7
15	6	li	obj	15	7
15	7	chiama	acl:relcl	15	4
16	1	Che	mark	17	7
16	2	se	mark	16	8
16	3	la	det	16	4
16	4	strada	nsubj	16	8
16	5	lor	nmod	16	4
16	6	non	advmod	16	8
16	7	fosse	cop	16	8
16	8	torta	advcl	17	7
17	1	molta	amod	17	2
17	2	virtù	nsubj	17	7
17	3	nel	case	17	4
17	4	ciel	obl	17	7
17	5	sarebbe	cop	17	7
17	6	in	case	17	7
17	7	vano	root	0	0
18	1	e	cc	18	7
18	2	quasi	advmod	18	7
18	3	ogne	det	18	4
18	4	potenza	nsubj	18	7
18	5	qua	advmod	18	6
18	6	giù	advmod	18	7
18	7	morta	conj	17	7
19	1	e	cc	20	6
19	2	se	mark	19	8
19	3	dal	case	19	4
19	4	dritto	obl	19	8
19	5	più	advmod	19	8
19	6	o	cc	19	7
19	7	men	conj	19	5
19	8	lontano	advcl	20	6
20	1	fosse	cop	19	8
20	2	'l	det	20	3
20	3	partire	nsubj	19	8
20	4	assai	advmod	20	6
20	5	sarebbe	cop	20	6
20	6	manco	conj	17	7
21	1	e	cc	21	2
21	2	giù	conj	20	6
21	3	e	cc	21	4
21	4	sù	conj	21	2
21	5	de	case	21	7
21	6	l'	det	21	7
21	7	ordine	obl	20	6
21	8	mondano	amod	21	7
22	1	Or	advmod	22	3
22	2	ti	nsubj	22	3
22	3	riman	root	0	0
22	4	lettor	vocative	22	3
22	5	sovra	case	22	8
22	6	'l	det	22	8
22	7	tuo	det:poss	22	8
22	8	banco	obl	22	3
23	1	dietro	advmod	23	2
23	2	pensando	advcl	22	3
23	3	a	case	23	4
23	4	ciò	obl	23	2
23	5	che	nsubj	23	7
23	6	si	expl	23	7
23	7	preliba	acl:relcl	23	4
24	1	s'	mark	24	3
24	2	esser	xcomp	24	3
24	3	vuoi	advcl	22	3
24	4	lieto	xcomp	24	2
24	5	assai	advmod	24	6
24	6	prima	advmod	24	4
24	7	che	case	24	8
24	8	stanco	conj	24	4
25	1	Messo	root	0	0
25	2	t'	obj	25	1
25	3	ho	aux	25	1
25	4	innanzi	advmod	25	1
25	5	omai	advmod	25	9
25	6	per	case	25	7
25	7	te	obl	25	9
25	8	ti	obj	25	9
25	9	ciba	conj	25	1
26	1	ché	mark	26	4
26	2	a	case	26	3
26	3	sé	obl	26	4
26	4	torce	advcl	25	9
26	5	tutta	det	26	8
26	6	la	det	26	8
26	7	mia	det:poss	26	8
26	8	cura	obj	26	4
27	1	quella	det	27	2
27	2	materia	nsubj	26	4
27	3	ond'	obl	27	6
27	4	io	nsubj	27	6
27	5	son	aux	27	6
27	6	fatto	acl:relcl	27	2
27	7	scriba	obj	27	6
28	1	Lo	det	28	2
28	2	ministro	nsubj	32	3
28	3	maggior	amod	28	2
28	4	de	case	28	6
28	5	la	det	28	6
28	6	natura	nmod	28	2
29	1	che	nsubj	29	8
29	2	del	case	29	3
29	3	valor	obl	29	8
29	4	del	case	29	5
29	5	ciel	nmod	29	3
29	6	lo	det	29	7
29	7	mondo	obj	29	8
29	8	imprenta	acl:relcl	28	2
30	1	e	cc	30	8
30	2	col	case	30	4
30	3	suo	det:poss	30	4
30	4	lume	obl	30	8
30	5	il	det	30	6
30	6	tempo	obj	30	8
30	7	ne	obl	30	8
30	8	misura	conj	29	8
31	1	con	case	31	3
31	2	quella	det	31	3
31	3	parte	obl	32	3
31	4	che	nsubj	31	7
31	5	sù	advmod	31	7
31	6	si	expl	31	7
31	7	rammenta	acl:relcl	31	3
32	1	congiunto	amod	28	2
32	2	si	expl	32	3
32	3	girava	root	0	0
32	4	per	case	32	6
32	5	le	det	32	6
32	6	spire	obl	32	3
33	1	in	case	33	2
33	2	che	obl	33	7
33	3	più	advmod	33	4
33	4	tosto	advmod	33	7
33	5	ognora	advmod	33	7
33	6	s'	expl	33	7
33	7	appresenta	acl:relcl	32	6
34	1	e	cc	34	3
34	2	io	nsubj	34	3
34	3	era	conj	32	3
34	4	con	case	34	5
34	5	lui	obl	34	3
34	6	ma	cc	35	3
34	7	del	case	34	8
34	8	salire	obl	35	3
35	1	non	advmod	35	3
35	2	m'	expl	35	3
35	3	accors'	conj	34	3
35	4	io	nsubj	35	3
35	5	se	mark	35	10
35	6	non	advmod	35	10
35	7	com'	advmod	35	10
35	8	uom	nsubj	35	10
35	9	s'	expl	35	10
35	10	accorge	advcl	35	3
36	1	anzi	advmod	36	4
36	2	'l	det	36	4
36	3	primo	amod	36	4
36	4	pensier	conj	34	8
36	5	del	case	36	7
36	6	suo	det:poss	36	7
36	7	venire	nmod	36	4
37	1	È	cop	37	2
37	2	Bëatrice	root	0	0
37	3	quella	nsubj	37	2
37	4	che	nsubj	37	6
37	5	sì	advmod	37	6
37	6	scorge	acl:relcl	37	3
38	1	di	case	38	2
38	2	bene	obl	37	6
38	3	in	case	38	4
38	4	meglio	obl	37	6
38	5	sì	advmod	38	6
38	6	subitamente	advmod	37	6
39	1	che	mark	39	9
39	2	l'	det	39	3
39	3	atto	nsubj	39	9
39	4	suo	det:poss	39	3
39	5	per	case	39	6
39	6	tempo	obl	39	9
39	7	non	advmod	39	9
39	8	si	expl	39	9
39	9	sporge	advcl	38	6
40	1	Quant'	advmod	40	3
40	2	esser	cop	40	6
40	3	convenia	root	0	0
40	4	da	case	40	5
40	5	sé	obl	40	6
40	6	lucente	xcomp	40	3
41	1	quel	nsubj	40	3
41	2	ch'	nsubj	41	3
41	3	era	acl:relcl	41	1
41	4	dentro	advmod	41	3
41	5	al	case	41	6
41	6	sol	obl	41	3
41	7	dov'	obl	41	9
41	8	io	nsubj	41	9
41	9	entra'	acl:relcl	41	6
41	10	mi	expl	41	9
42	1	non	advmod	42	3
42	2	per	case	42	3
42	3	color	obl	40	6
42	4	ma	cc	42	6
42	5	per	case	42	6
42	6	lume	obl	40	6
42	7	parvente	amod	42	6
43	1	Perch'	mark	43	11
43	2	io	nsubj	43	11
43	3	lo	det	43	4
43	4	'ngegno	obj	43	11
43	5	e	cc	43	7
43	6	l'	det	43	7
43	7	arte	conj	43	4
43	8	e	cc	43	10
43	9	l'	det	43	10
43	10	uso	conj	43	4
43	11	chiami	advcl	44	3
44	1	sì	advmod	44	3
44	2	nol	obj	44	3
44	3	direi	root	0	0
44	4	che	mark	44	7
44	5	mai	advmod	44	7
44	6	s'	expl	44	7
44	7	imaginasse	ccomp	44	3
45	1	ma	cc	45	3
45	2	creder	xcomp	45	3
45	3	puossi	conj	44	3
45	4	e	cc	45	8
45	5	di	mark	45	6
45	6	veder	xcomp	45	8
45	7	si	expl	45	8
45	8	brami	conj	45	3
46	1	E	cc	47	5
46	2	se	mark	46	7
46	3	le	det	46	4
46	4	fantasie	nsubj	46	7
46	5	nostre	det:poss	46	4
46	6	son	cop	46	7
46	7	basse	advcl	47	5
47	1	a	case	47	3
47	2	tanta	amod	47	3
47	3	altezza	obl	46	7
47	4	non	advmod	47	5
47	5	è	root	0	0
47	6	maraviglia	nsubj	47	5
48	1	ché	mark	48	6
48	2	sopra	case	48	4
48	3	'l	det	48	4
48	4	sol	obl	48	6
48	5	non	advmod	48	6
48	6	fu	advcl	47	5
48	7	occhio	nsubj	48	6
48	8	ch'	nsubj	48	9
48	9	andasse	acl:relcl	48	7
49	1	Tal	attr	49	2
49	2	era	root	0	0
49	3	quivi	advmod	49	2
49	4	la	det	49	6
49	5	quarta	amod	49	6
49	6	famiglia	nsubj	49	2
50	1	de	case	50	4
50	2	l'	det	50	4
50	3	alto	amod	50	4
50	4	Padre	nmod	49	6
50	5	che	nsubj	50	8
50	6	sempre	advmod	50	8
50	7	la	obj	50	8
50	8	sazia	acl:relcl	49	6
51	1	mostrando	advcl	50	8
51	2	come	advmod	51	3
51	3	spira	ccomp	51	1
51	4	e	cc	51	6
51	5	come	advmod	51	6
51	6	figlia	conj	51	3
52	1	E	cc	52	3
52	2	Bëatrice	nsubj	52	3
52	3	cominciò	root	0	0
52	4	Ringrazia	ccomp	52	3
53	1	ringrazia	conj	52	4
53	2	il	det	53	3
53	3	Sol	obj	53	1
53	4	de	case	53	6
53	5	li	det	53	6
53	6	angeli	nmod	53	3
53	7	ch'	nsubj	54	4
53	8	a	case	54	1
53	9	questo	det	54	1
54	1	sensibil	obl	54	4
54	2	t'	obj	54	4
54	3	ha	aux	54	4
54	4	levato	acl:relcl	53	3
54	5	per	case	54	7
54	6	sua	det:poss	54	7
54	7	grazia	obl	54	4
55	1	Cor	nsubj	55	8
55	2	di	case	55	3
55	3	mortal	nmod	55	1
55	4	non	advmod	55	8
55	5	fu	cop	55	8
55	6	mai	advmod	55	8
55	7	sì	advmod	55	8
55	8	digesto	root	0	0
56	1	a	case	56	2
56	2	divozione	obl	55	8
56	3	e	cc	56	5
56	4	a	case	56	5
56	5	rendersi	conj	56	2
56	6	a	case	56	7
56	7	Dio	obl	56	5
57	1	con	case	57	5
57	2	tutto	det	57	5
57	3	'l	det	57	5
57	4	suo	det:poss	57	5
57	5	gradir	obl	55	8
57	6	cotanto	advmod	57	7
57	7	presto	advmod	55	8
58	1	come	mark	58	6
58	2	a	case	58	4
58	3	quelle	det	58	4
58	4	parole	obl	58	6
58	5	mi	obj	58	6
58	6	fec'	advcl	55	8
58	7	io	nsubj	58	6
59	1	e	cc	59	10
59	2	sì	advmod	59	10
59	3	tutto	det	59	6
59	4	'l	det	59	6
59	5	mio	det:poss	59	6
59	6	amore	nsubj	59	10
59	7	in	case	59	8
59	8	lui	obl	59	10
59	9	si	expl	59	10
59	10	mise	conj	55	8
60	1	che	mark	60	3
60	2	Bëatrice	obj	60	3
60	3	eclissò	advcl	59	10
60	4	ne	case	60	6
60	5	l'	det	60	6
60	6	oblio	obl	60	3
61	1	Non	advmod	61	3
61	2	le	iobj	61	3
61	3	dispiacque	root	0	0
61	4	ma	cc	61	8
61	5	sì	advmod	61	8
61	6	se	expl	61	8
61	7	ne	obl	61	8
61	8	rise	conj	61	3
62	1	che	mark	63	7
62	2	lo	det	62	3
62	3	splendor	nsubj	63	7
62	4	de	case	62	6
62	5	li	det	62	6
62	6	occhi	nmod	62	3
62	7	suoi	det:poss	62	6
62	8	ridenti	amod	62	6
63	1	mia	det:poss	63	2
63	2	mente	obj	63	7
63	3	unita	amod	63	2
63	4	in	case	63	6
63	5	più	amod	63	6
63	6	cose	obl	63	7
63	7	divise	advcl	61	8
64	1	Io	nsubj	64	2
64	2	vidi	root	0	0
64	3	più	det	64	4
64	4	folgór	obj	64	2
64	5	vivi	amod	64	4
64	6	e	cc	64	7
64	7	vincenti	amod	64	4
65	1	far	xcomp	64	2
