line	token	word	deprel	head_line	head_token
1	1	Se	mark	1	3
1	2	mai	advmod	1	3
1	3	continga	advcl	8	1
1	4	che	mark	4	1
1	5	'l	det	1	6
1	6	poema	nsubj	4	1
1	7	sacro	amod	1	6
2	1	al	case	2	2
2	2	quale	obj	2	4
2	3	ha	aux	2	4
2	4	posto	acl:relcl	1	6
2	5	mano	obj	2	4
2	6	e	cc	2	9
2	7	cielo	nsubj	2	4
2	8	e	cc	2	9
2	9	terra	conj	2	7
3	1	sì	advmod	3	2
3	2	che	mark	3	5
3	3	m'	obj	3	5
3	4	ha	aux	3	5
3	5	fatto	advcl	2	4
3	6	per	case	3	8
3	7	molti	amod	3	8
3	8	anni	obl	3	5
3	9	macro	xcomp	3	5
4	1	vinca	ccomp	1	3
4	2	la	det	4	3
4	3	crudeltà	obj	4	1
4	4	che	nsubj	4	7
4	5	fuor	advmod	4	7
4	6	mi	obj	4	7
4	7	serra	acl:relcl	4	3
5	1	del	case	5	3
5	2	bello	amod	5	3
5	3	ovile	obl	4	7
5	4	ov'	mark	5	6
5	5	io	nsubj	5	6
5	6	dormi'	acl:relcl	5	3
5	7	agnello	advmod	5	6
6	1	nimico	appos	5	5
6	2	ai	case	6	3
6	3	lupi	obl	6	1
6	4	che	nsubj	6	6
6	5	li	obj	6	6
6	6	danno	acl:relcl	6	3
6	7	guerra	obj	6	6
7	1	con	case	7	3
7	2	altra	amod	7	3
7	3	voce	obl	8	1
7	4	omai	advmod	8	1
7	5	con	case	7	7
7	6	altro	amod	7	7
7	7	vello	obl	8	1
8	1	ritornerò	root	0	0
8	2	poeta	xcomp	8	1
8	3	e	cc	9	4
8	4	in	case	8	5
8	5	sul	case	8	6
8	6	fonte	obl	9	4
9	1	del	case	9	3
9	2	mio	det:poss	9	3
9	3	battesmo	nmod	8	6
9	4	prenderò	conj	8	1
9	5	'l	det	9	6
9	6	cappello	obj	9	4
10	1	però	mark	10	2
10	2	che	mark	11	6
10	3	ne	case	10	5
10	4	la	det	10	5
10	5	fede	obl	11	6
10	6	che	nsubj	10	7
10	7	fa	acl:relcl	10	5
