line	token	word	deprel	head_line	head_token
1	1	Parea	root	0	0
1	2	dinanzi	advmod	1	1
1	3	a	case	1	4
1	4	me	obl	1	1
1	5	con	case	1	7
1	6	l'	det	1	7
1	7	ali	obl	1	1
1	8	aperte	amod	1	7
2	1	la	det	2	3
2	2	bella	amod	2	3
2	3	image	nsubj	1	1
2	4	che	nsubj	3	2
2	5	nel	case	2	7
2	6	dolce	amod	2	7
2	7	frui	obl	3	2
3	1	liete	xcomp	3	2
3	2	facevan	acl:relcl	2	3
3	3	l'	det	3	4
3	4	anime	obj	3	2
3	5	conserte	amod	3	4
4	1	parea	conj	1	1
4	2	ciascuna	nsubj	4	1
4	3	rubinetto	obj	4	1
4	4	in	case	4	5
4	5	cui	obl	5	4
5	1	raggio	nsubj	5	4
5	2	di	case	5	3
5	3	sole	nmod	5	1
5	4	ardesse	acl:relcl	4	3
5	5	sì	advmod	5	6
5	6	acceso	xcomp	5	4
6	1	che	mark	6	5
6	2	ne'	case	6	4
6	3	miei	det:poss	6	4
6	4	occhi	obl	6	5
6	5	rifrangesse	advcl	5	4
6	6	lui	nsubj	6	5
7	1	E	cc	8	2
7	2	quel	nsubj	8	2
7	3	che	nsubj	7	5
7	4	mi	iobj	7	5
7	5	convien	acl:relcl	7	2
7	6	ritrar	xcomp	7	5
7	7	testeso	amod	7	2
8	1	non	advmod	8	2
8	2	portò	root	0	0
8	3	voce	obj	8	2
8	4	mai	advmod	8	2
8	5	né	cc	8	6
8	6	scrisse	conj	8	2
8	7	incostro	obl	8	6
9	1	né	cc	9	7
9	2	fu	aux	9	7
9	3	per	case	9	4
9	4	fantasia	obl	9	7
9	5	già	advmod	9	7
9	6	mai	advmod	9	7
9	7	compreso	conj	8	6
10	1	ch'	mark	10	3
10	2	io	nsubj	10	3
10	3	vidi	advcl	8	2
10	4	e	cc	10	6
10	5	anche	advmod	10	6
10	6	udi'	conj	10	3
10	7	parlar	xcomp	10	3
10	8	lo	det	10	9
10	9	rostro	nsubj	10	7
11	1	e	cc	11	2
11	2	sonar	conj	10	7
11	3	ne	case	11	5
11	4	la	det	11	5
11	5	voce	obl	11	2
11	6	e	cc	11	7
11	7	io	obj	11	2
11	8	e	cc	11	9
11	9	mio	conj	11	7
12	1	quand'	mark	12	2
12	2	era	advcl	10	3
12	3	nel	case	12	4
12	4	concetto	obl	12	2
12	5	e	cc	12	6
12	6	noi	nsubj	12	2
12	7	e	cc	12	8
12	8	nostro	conj	12	6
13	1	E	cc	13	2
13	2	cominciò	root	0	0
13	3	Per	mark	13	4
13	4	esser	advcl	14	4
13	5	giusto	xcomp	13	4
13	6	e	cc	13	7
13	7	pio	conj	13	5
14	1	son	aux	14	4
14	2	io	nsubj	14	4
14	3	qui	advmod	14	4
14	4	essaltato	ccomp	13	2
14	5	a	case	14	7
14	6	quella	det	14	7
