line	word	lemma	pos	gender	number	person	tense	mood	note
1	Io	io	pronoun		sg.	1			
1	vidi	vedere	verb		sg.	1	remote past	indicative	
1	già	già	adverb						
1	cavalier	cavaliere	noun	m.	pl.				apocope
1	muover	muovere	verb						apocope
1	campo	campo	noun	m.	sg.				
2	e	e	conjunction						
2	cominciare	cominciare	verb						
2	stormo	stormo	noun	m.	sg.				
2	e	e	conjunction						
2	far	fare	verb						apocope
2	lor	loro	pronoun						apocope
2	mostra	mostra	noun	f.	sg.				
3	e	e	conjunction						
3	talvolta	talvolta	adverb						
3	partir	partire	verb						apocope
3	per	per	preposition						
3	loro	loro	pronoun						
3	scampo	scampo	noun	m.	sg.				
4	corridor	corridore	noun	m.	pl.				apocope
4	vidi	vedere	verb		sg.	1	remote past	indicative	
4	per	per	preposition						
4	la	il	article	f.	sg.				
4	terra	terra	noun	f.	sg.				
4	vostra	vostro	adjective	f.	sg.				
5	o	o	interjection						
5	Aretini	Aretino	noun	m.	pl.				
5	e	e	conjunction						
5	vidi	vedere	verb		sg.	1	remote past	indicative	
5	gir	girare	verb						apocope
5	gualdane	gualdana	noun	f.	pl.				
6	fedir	fedire	verb						apocope
6	torneamenti	torneamento	noun	m.	pl.				
6	e	e	conjunction						
6	correr	correre	verb						apocope
6	giostra	giostra	noun	f.	sg.				
7	quando	quando	conjunction						
7	con	con	preposition						
7	trombe	tromba	noun	f.	pl.				
7	e	e	conjunction						
7	quando	quando	conjunction						
7	con	con	preposition						
7	campane	campana	noun	f.	pl.				
8	con	con	preposition						
8	tamburi	tamburo	noun	m.	pl.				
8	e	e	conjunction						
8	con	con	preposition						
8	cenni	cenno	noun	m.	pl.				
8	di	di	preposition						
8	castella	castello	noun	m.	pl.				archaic
9	e	e	conjunction						
9	con	con	preposition						
9	cose	cosa	noun	f.	pl.				
9	nostrali	nostrale	adjective	f.	pl.				archaic
9	e	e	conjunction						
9	con	con	preposition						
9	istrane	istrano	adjective	f.	pl.				archaic
10	né	né	conjunction						
10	già	già	adverb						
10	con	con	preposition						
10	sì	sì	adverb						
10	diversa	diverso	adjective	f.	sg.				
10	cennamella	cennamella	noun	f.	sg.				
11	cavalier	cavaliere	noun	m.	pl.				apocope
11	vidi	vedere	verb		sg.	1	remote past	indicative	
11	muover	muovere	verb						apocope
11	né	né	conjunction						
11	pedoni	pedone	noun	m.	pl.				
12	né	né	conjunction						
12	nave	nave	noun	f.	sg.				
12	a	a	preposition						
12	segno	segno	noun	m.	sg.				
12	di	di	preposition						
12	terra	terra	noun	f.	sg.				
12	o	o	conjunction						
12	di	di	preposition						
12	stella	stella	noun	f.	sg.				
13	Noi	noi	pronoun		pl.	1			
13	andavam	andare	verb		pl.	1	imperfect	indicative	apocope
13	con	con	preposition						
13	li	i	article	m.	pl.				archaic
13	diece	dieci	numeral	m.	pl.				archaic
13	demoni	demonio	noun	m.	pl.				
14	Ahi	ahi	interjection						
14	fiera	fiero	adjective	f.	sg.				
14	compagnia	compagnia	noun	f.	sg.				
14	ma	ma	conjunction						
14	ne	in	preposition						archaic
14	la	la	article	f.	sg.				
14	chiesa	chiesa	noun	f.	sg.				
15	coi	con+i	preposition+article	m.	pl.				contraction
15	santi	santo	noun	m.	pl.				
15	e	e	conjunction						
15	in	in	preposition						
15	taverna	taverna	noun	f.	sg.				
15	coi	con+i	preposition+article	m.	pl.				contraction
15	ghiottoni	ghiottone	noun	m.	pl.				
16	Pur	pure	adverb						apocope
16	a	a	preposition						
16	la	la	article	f.	sg.				
16	pegola	pegola	noun	f.	sg.				
16	era	essere	verb		sg.	3	imperfect	indicative	
16	la	la	article	f.	sg.				
16	mia	mio	adjective	f.	sg.				
16	'ntesa	intesa	noun	f.	sg.				elision
17	per	per	preposition						
17	veder	vedere	verb					infinitive	apocope
17	de	di	preposition						archaic
17	la	la	article	f.	sg.				
17	bolgia	bolgia	noun	f.	sg.				
17	ogne	ogni	adjective		sg.				
17	contegno	contegno	noun	m.	sg.				
18	e	e	conjunction						
18	de	di	preposition						archaic
18	la	la	article	f.	sg.				
18	gente	gente	noun	f.	sg.				
18	ch'	che	pronoun		sg.				elision
18	entro	entro	preposition						
18	v'	vi	pronoun						elision
18	era	essere	verb		sg.	3	imperfect	indicative	
18	incesa	incendere	verb	f.	sg.		past participle		
19	Come	come	conjunction						
19	i	il	article	m.	pl.				
19	dalfini	delfino	noun	m.	pl.				archaic
19	quando	quando	conjunction						
19	fanno	fare	verb		pl.	3	present	indicative	
19	segno	segno	noun	m.	sg.				
20	a'	a+i	preposition+article	m.	pl.				contraction
20	marinar	marinaio	noun	m.	pl.				apocope
20	con	con	preposition						
20	l'	lo	article	m.	sg.				elision
20	arco	arco	noun	m.	sg.				
20	de	di	preposition						archaic
20	la	la	article	f.	sg.				
20	schiena	schiena	noun	f.	sg.				
21	che	che	conjunction						
21	s'	si	pronoun		pl.	3			elision
21	argomentin	argomentare	verb		pl.	3	present	subjunctive	apocope
21	di	di	preposition						
21	campar	campare	verb						apocope
21	lor	loro	adjective		pl.				
21	legno	legno	noun	m.	sg.				
22	talor	talora	adverb						apocope
22	così	così	adverb						
22	ad	a	preposition						
22	alleggiar	alleggiare	verb						apocope
22	la	lo	article	f.	sg.				
22	pena	pena	noun	f.	sg.				
23	mostrav'	mostrare	verb		sg.	3	imperfect	indicative	elision
23	alcun	alcuno	pronoun	m.	sg.				apocope
23	de'	di+i	preposition+article	m.	pl.				contraction
23	peccatori	peccatore	noun	m.	pl.				
23	'l	il	article	m.	sg.				elision
23	dosso	dosso	noun	m.	sg.				
24	e	e	conjunction						
24	nascondea	nascondere	verb		sg.	3	imperfect	indicative	archaic
24	in	in	preposition						
24	men	meno	adverb						apocope
24	che	che	conjunction						
24	non	non	adverb						
24	balena	balenare	verb		sg.	3	present	indicative	
25	E	e	conjunction						
25	come	come	conjunction						
25	a	a	preposition						
25	l'	lo	article	m.	sg.				elision
25	orlo	orlo	noun	m.	sg.				
25	de	di	preposition						archaic
25	l'	la	article	f.	sg.				elision
25	acqua	acqua	noun	f.	sg.				
25	d'	di	preposition						elision
25	un	uno	article	m.	sg.				indefinite
25	fosso	fosso	noun	m.	sg.				
