line	word	lemma	pos	gender	number	person	tense	mood	note
1	Ruppemi	rompere+mi	verb+pronoun		sg.	3	remote past	indicative	enclitic
1	l'	lo	article	m.	sg.				elision
1	alto	alto	adjective	m.	sg.				
1	sonno	sonno	noun	m.	sg.				
1	ne	in	preposition						archaic
1	la	la	article	f.	sg.				
1	testa	testa	noun	f.	sg.				
2	un	uno	article	m.	sg.				indefinite
2	greve	greve	adjective	m.	sg.				
2	truono	truono	noun	m.	sg.				
2	sì	sì	adverb						
2	ch'	che	conjunction						elision
2	io	io	pronoun		sg.	1			
2	mi	mi	pronoun		sg.	1			reflexive
2	riscossi	riscuotere	verb		sg.	1	remote past	indicative	
3	come	come	conjunction						
3	persona	persona	noun	f.	sg.				
3	ch'	che	pronoun		sg.	3			elision
3	è	essere	verb		sg.	3	present	indicative	
3	per	per	preposition						
3	forza	forza	noun	f.	sg.				
3	desta	desto	adjective	f.	sg.				
4	e	e	conjunction						
4	l'	lo	article	m.	sg.				elision
4	occhio	occhio	noun	m.	sg.				
4	riposato	riposato	adjective	m.	sg.				
4	intorno	intorno	adverb						
4	mossi	muovere	verb		sg.	1	remote past	indicative	
5	dritto	dritto	adjective	m.	sg.				
5	levato	levato	adjective	m.	sg.				
5	e	e	conjunction						
5	fiso	fisso	adjective	m.	sg.				archaic
5	riguardai	riguardare	verb		sg.	1	remote past	indicative	
6	per	per	preposition						
6	conoscer	conoscere	verb						apocope
6	lo	lo	article	m.	sg.				
6	loco	luogo	noun	m.	sg.				archaic
6	dov'	dove	adverb						elision
6	io	io	pronoun		sg.	1			
6	fossi	essere	verb		sg.	1	imperfect	subjunctive	
7	Vero	vero	adjective	m.	sg.				
7	è	essere	verb		sg.	3	present	indicative	
7	che	che	conjunction						
7	'n	in	preposition						elision
7	su	su	preposition						
7	la	il	article	f.	sg.				
7	proda	proda	noun	f.	sg.				
7	mi	mi	pronoun		sg.	1			reflexive
7	trovai	trovare	verb		sg.	1	remote past	indicative	
8	de	di	preposition						archaic
8	la	il	article	f.	sg.				
8	valle	valle	noun	f.	sg.				
8	d'	di	preposition						elision
8	abisso	abisso	noun	m.	sg.				
8	dolorosa	doloroso	adjective	f.	sg.				
9	che	che	pronoun	f.	sg.				relative
9	'ntrono	entro	preposition						elision
9	accoglie	accogliere	verb		sg.	3	present	indicative	
9	d'	di	preposition						elision
9	infiniti	infinito	adjective	m.	pl.				
9	guai	guai	noun	m.	pl.				
10	Oscura	oscuro	adjective	f.	sg.				
10	e	e	conjunction						
10	profonda	profondo	adjective	f.	sg.				
10	era	essere	verb		sg.	3	imperfect	indicative	
10	e	e	conjunction						
