line	word	lemma	pos	gender	number	person	tense	mood	note
1	In	in	preposition						
1	quella	quello	adjective	f.	sg.				
1	parte	parte	noun	f.	sg.				
1	del	di+il	preposition+article	m.	sg.				contraction
1	giovanetto	giovanetto	adjective	m.	sg.				
1	anno	anno	noun	m.	sg.				
2	che	che	conjunction						
2	'l	lo	article	m.	sg.				elision
2	sole	sole	noun	m.	sg.				
2	i	i	article	m.	pl.				
2	crin	crine	noun	m.	pl.				apocope
2	sotto	sotto	preposition						
2	l'	lo	article	m.	sg.				elision
2	Aquario	Aquario	noun	m.	sg.				
2	tempra	temperare	verb		sg.	3	present	indicative	
3	e	e	conjunction						
3	già	già	adverb						
3	le	le	article	f.	pl.				
3	notti	notte	noun	f.	pl.				
3	al	a+il	preposition+article	m.	sg.				contraction
3	mezzo	mezzo	noun	m.	sg.				
3	dì	dì	noun	m.	sg.				archaic
3	sen	se+ne	pronoun						contraction
3	vanno	andare	verb		pl.	3	present	indicative	
4	quando	quando	conjunction						
4	la	il	article	f.	sg.				
4	brina	brina	noun	f.	sg.				
4	in	in	preposition						
4	su	su	preposition						
4	la	il	article	f.	sg.				
4	terra	terra	noun	f.	sg.				
4	assempra	assemperare	verb		sg.	3	present	indicative	archaic
5	l'	il	article	f.	sg.				elision
5	imagine	imagine	noun	f.	sg.				archaic
5	di	di	preposition						
5	sua	suo	adjective	f.	sg.				
5	sorella	sorella	noun	f.	sg.				
5	bianca	bianco	adjective	f.	sg.				
6	ma	ma	conjunction						
6	poco	poco	adverb						
6	dura	durare	verb		sg.	3	present	indicative	
6	a	a	preposition						
6	la	il	article	f.	sg.				
6	sua	suo	adjective	f.	sg.				
6	penna	penna	noun	f.	sg.				
6	tempra	temprare	verb		sg.	3	present	indicative	
7	lo	lo	article	m.	sg.				
7	villanello	villanello	noun	m.	sg.				
7	a	a	preposition						
7	cui	cui	pronoun		sg.				
7	la	la	article	f.	sg.				
7	roba	roba	noun	f.	sg.				
7	manca	mancare	verb		sg.	3	present	indicative	
8	si	si	pronoun		sg.	3			reflexive
8	leva	levarsi	verb		sg.	3	present	indicative	
8	e	e	conjunction						
8	guarda	guardare	verb		sg.	3	present	indicative	
8	e	e	conjunction						
8	vede	vedere	verb		sg.	3	present	indicative	
8	la	la	article	f.	sg.				
8	campagna	campagna	noun	f.	sg.				
9	biancheggiar	biancheggiare	verb					infinitive	apocope
9	tutta	tutto	adjective	f.	sg.				
