line	word	lemma	pos	gender	number	person	tense	mood	note
1	Già	già	adverb						
1	era	essere	verb		sg.	3	imperfect	indicative	
1	in	in	preposition						
1	loco	luogo	noun	m.	sg.				archaic
1	onde	onde	pronoun						
1	s'	si	pronoun		sg.	3			elision
1	udia	udire	verb		sg.	3	imperfect	subjunctive	
1	'l	il	article	m.	sg.				elision
1	rimbombo	rimbombo	noun	m.	sg.				
2	de	di	preposition						archaic
2	l'	la	article	f.	sg.				elision
2	acqua	acqua	noun	f.	sg.				
2	che	che	pronoun						
2	cadea	cadere	verb		sg.	3	imperfect	indicative	archaic
2	ne	in	preposition						archaic
2	l'	lo	article	m.	sg.				elision
2	altro	altro	adjective	m.	sg.				
2	giro	giro	noun	m.	sg.				
3	simile	simile	adjective	m.	sg.				
3	a	a	preposition						
3	quel	quello	pronoun	m.	sg.				
3	che	che	pronoun						
3	l'	le	article	f.	pl.				elision
3	arnie	arnia	noun	f.	pl.				
3	fanno	fare	verb		pl.	3	present	indicative	
3	rombo	rombo	noun	m.	sg.				
4	quando	quando	conjunction						
4	tre	tre	numeral		pl.				
4	ombre	ombra	noun	f.	pl.				
4	insieme	insieme	adverb						
4	si	si	pronoun		pl.	3			reflexive
4	partiro	partire	verb		pl.	3	remote past	indicative	archaic
5	correndo	correre	verb				present	gerund	
5	d'	di	preposition						elision
5	una	uno	article	f.	sg.				indefinite
5	torma	torma	noun	f.	sg.				
5	che	che	pronoun						relative
5	passava	passare	verb		sg.	3	imperfect	indicative	
6	sotto	sotto	preposition						
6	la	il	article	f.	sg.				
6	pioggia	pioggia	noun	f.	sg.				
6	de	di	preposition						archaic
6	l'	il	article	m.	sg.				elision
6	aspro	aspro	adjective	m.	sg.				
6	martiro	martirio	noun	m.	sg.				apocope
7	Venian	venire	verb		pl.	3	imperfect	indicative	apocope
7	ver'	verso	preposition						apocope
7	noi	noi	pronoun		pl.	1			
7	e	e	conjunction						
7	ciascuna	ciascuno	pronoun	f.	sg.				
7	gridava	gridare	verb		sg.	3	imperfect	indicative	
8	Sòstati	sostare	verb		sg.	2	present	imperative	reflexive
8	tu	tu	pronoun		sg.	2			
8	ch'	che	conjunction						elision
8	a	a	preposition						
8	l'	il	article	m.	sg.				elision
8	abito	abito	noun	m.	sg.				
8	ne	ne	pronoun						
8	sembri	sembrare	verb		sg.	2	present	subjunctive	
9	esser	essere	verb				infinitive		apocope
9	alcun	alcuno	pronoun	m.	sg.				apocope
9	di	di	preposition						
9	nostra	nostro	adjective	f.	sg.				
9	terra	terra	noun	f.	sg.				
9	prava	pravo	adjective	f.	sg.				
10	Ahimè	ahimè	interjection						
10	che	che	pronoun		pl.				exclamative
10	piaghe	piaga	noun	f.	pl.				
10	vidi	vedere	verb		sg.	1	remote past	indicative	
10	ne'	in+i	preposition+article	m.	pl.				contraction
10	lor	loro	adjective		pl.				apocope
10	membri	membro	noun	m.	pl.				
11	ricenti	recente	adjective		pl.				
11	e	e	conjunction						
11	vecchie	vecchio	adjective	f.	pl.				
11	da	da	preposition						
11	le	le	article	f.	pl.				
11	fiamme	fiamma	noun	f.	pl.				
11	incese	incesare	adjective	f.	pl.				participle
12	Ancor	ancora	adverb						apocope
12	men	me+ne	pronoun		sg.	1			contraction
12	duol	dolere	verb		sg.	3	present	indicative	apocope
12	pur	pure	adverb						apocope
12	ch'	che	conjunction						elision
12	i'	io	pronoun		sg.	1			elision
12	me	me	pronoun		sg.	1			reflexive
12	ne	ne	pronoun		sg.				
12	rimembri	rimembrare	verb		sg.	1	present	subjunctive	
13	A	a	preposition						
13	le	lo	article	f.	pl.				
13	lor	loro	adjective		pl.				
13	grida	grida	noun	f.	pl.				
13	il	il	article	m.	sg.				
13	mio	mio	adjective	m.	sg.				
13	dottor	dottore	noun	m.	sg.				apocope
13	s'	si	pronoun		sg.	3			elision
13	attese	attendere	verb		sg.	3	remote past	indicative	
14	volse	volgere	verb		sg.	3	remote past	indicative	
14	'l	il	article	m.	sg.				elision
14	viso	viso	noun	m.	sg.				
14	ver'	verso	preposition						apocope
14	me	me	pronoun		sg.	1			
14	e	e	conjunction						
14	Or	ora	adverb						apocope
14	aspetta	aspettare	verb		sg.	2	present	imperative	
15	disse	dire	verb		sg.	3	remote past	indicative	
15	a	a	preposition						
15	costor	costoro	pronoun		pl.				apocope
15	si	si	pronoun		sg.	3			impersonal
15	vuole	volere	verb		sg.	3	present	indicative	
15	esser	essere	verb					infinitive	apocope
15	cortese	cortese	adjective		sg.				
16	E	e	conjunction						
16	se	se	conjunction						
16	non	non	adverb						
16	fosse	essere	verb		sg.	3	imperfect	subjunctive	
16	il	il	article	m.	sg.				
16	foco	fuoco	noun	m.	sg.				archaic
16	che	che	relative pronoun		sg.				
16	saetta	saettare	verb		sg.	3	present	indicative	
17	la	la	article	f.	sg.				
17	natura	natura	noun	f.	sg.				
17	del	di+il	preposition+article	m.	sg.				contraction
17	loco	luogo	noun	m.	sg.				archaic
17	i'	io	pronoun		sg.	1			elision
17	dicerei	dire	verb		sg.	1	present	conditional	
18	che	che	conjunction						
18	meglio	meglio	adverb						
18	stesse	stare	verb		sg.	3	imperfect	subjunctive	
18	a	a	preposition						
18	te	tu	pronoun		sg.	2			
18	che	che	conjunction						comparative
18	a	a	preposition						
18	lor	loro	pronoun		pl.	3			apocope
18	la	la	article	f.	sg.				
18	fretta	fretta	noun	f.	sg.				
19	Ricominciar	ricominciare	verb				infinitive		apocope
19	come	come	conjunction						
19	noi	noi	pronoun		pl.	1			
19	restammo	restare	verb		pl.	1	remote past	indicative	
19	ei	essi	pronoun	m.	pl.	3			archaic
20	l'	lo	article	m.	sg.				elision
20	antico	antico	adjective	m.	sg.				
20	verso	verso	noun	m.	sg.				
20	e	e	conjunction						
20	quando	quando	conjunction						
20	a	a	preposition						
20	noi	noi	pronoun		pl.	1			
20	fuor	essere	verb		pl.	3	remote past	indicative	apocope
20	giunti	giungere	verb	m.	pl.		past participle		
21	fenno	fare	verb		pl.	3	remote past	indicative	archaic
21	una	uno	article	f.	sg.				indefinite
21	rota	ruota	noun	f.	sg.				archaic
21	di	di	preposition						
21	sé	sé	pronoun		sg.	3			reflexive
21	tutti	tutto	adjective	m.	pl.				
21	e	e	conjunction						
21	trei	tre	numeral	m.	pl.				archaic
22	Qual	quale	adjective	m.	sg.				
22	sogliono	sogliare	verb		pl.	3	present	indicative	
22	i	il	article	m.	pl.				
22	campion	campione	noun	m.	pl.				apocope
22	far	fare	verb						apocope
22	nudi	nudo	adjective	m.	pl.				
22	e	e	conjunction						
22	unti	unto	adjective	m.	pl.				
23	avvisando	avvisare	verb						gerund
23	lor	loro	adjective		pl.				possessive
23	presa	presa	noun	f.	sg.				
23	e	e	conjunction						
23	lor	loro	adjective		pl.				possessive
23	vantaggio	vantaggio	noun	m.	sg.				
24	prima	prima	adverb						
24	che	che	conjunction						
24	sien	essere	verb		pl.	3	present	subjunctive	apocope
24	tra	tra	preposition						
24	lor	loro	pronoun		pl.				
24	battuti	battere	verb	m.	pl.		past participle		
24	e	e	conjunction						
24	punti	pungere	verb	m.	pl.		past participle		
25	così	così	adverb						
25	rotando	rotare	verb					gerund	
25	ciascuno	ciascuno	pronoun	m.	sg.				
25	il	il	article	m.	sg.				
25	visaggio	visaggio	noun	m.	sg.				
26	drizzava	drizzare	verb		sg.	3	imperfect	indicative	
26	a	a	preposition						
26	me	me	pronoun		sg.	1			
26	sì	sì	adverb						
26	che	che	conjunction						
26	'n	in	preposition						elision
26	contraro	contrario	adjective	m.	sg.				apocope
26	il	il	article	m.	sg.				
26	collo	collo	noun	m.	sg.				
27	faceva	fare	verb		sg.	3	imperfect	indicative	
27	ai	a+i	preposition+article	m.	pl.				contraction
27	piè	piede	noun	m.	pl.				apocope
27	continüo	continuo	adjective	m.	sg.				
27	vïaggio	viaggio	noun	m.	sg.				
28	E	e	conjunction						
28	Se	se	conjunction						
28	miseria	miseria	noun	f.	sg.				
28	d'	di	preposition						elision
28	esto	questo	adjective	m.	sg.				archaic
28	loco	luogo	noun	m.	sg.				archaic
28	sollo	solo	adjective	m.	sg.				
29	rende	rendere	verb		sg.	3	present	indicative	
29	in	in	preposition						
29	dispetto	dispetto	noun	m.	sg.				
29	noi	noi	pronoun		pl.	1			
29	e	e	conjunction						
29	nostri	nostro	adjective	m.	pl.				
29	prieghi	preghiera	noun	m.	pl.				archaic
30	cominciò	cominciare	verb		sg.	3	remote past	indicative	
30	l'	il	article	m.	sg.				elision
30	uno	uno	pronoun	m.	sg.				
30	e	e	conjunction						
30	'l	il	article	m.	sg.				elision
30	tinto	tinto	adjective	m.	sg.				
30	aspetto	aspetto	noun	m.	sg.				
30	e	e	conjunction						
30	brollo	brollo	adjective	m.	sg.				archaic
31	la	la	article	f.	sg.				
31	fama	fama	noun	f.	sg.				
31	nostra	nostro	adjective	f.	sg.				
31	il	il	article	m.	sg.				
31	tuo	tuo	adjective	m.	sg.				
31	animo	animo	noun	m.	sg.				
31	pieghi	piegare	verb		sg.	3	present	subjunctive	
32	a	a	preposition						
32	dirne	dire+ne	verb+pronoun		sg.				contraction
32	chi	chi	pronoun		sg.				
32	tu	tu	pronoun		sg.	2			
32	se'	essere	verb		sg.	2	present	indicative	apocope
32	che	che	conjunction						
32	i	il	article	m.	pl.				
32	vivi	vivo	adjective	m.	pl.				
32	piedi	piede	noun	m.	pl.				
33	così	così	adverb						
33	sicuro	sicuro	adjective	m.	sg.				
33	per	per	preposition						
33	lo	lo	article	m.	sg.				
33	'nferno	inferno	noun	m.	sg.				apocope
33	freghi	fregare	verb		sg.	2	present	subjunctive	
34	Questi	questo	pronoun	m.	sg.				
34	l'	le	article	f.	pl.				elision
34	orme	orma	noun	f.	pl.				
34	di	di	preposition						
34	cui	cui	pronoun						
34	pestar	pestare	verb		sg.				apocope
34	mi	mi	pronoun		sg.	1			
34	vedi	vedere	verb		sg.	2	present	indicative	
35	tutto	tutto	adjective	m.	sg.				
35	che	che	conjunction						
35	nudo	nudo	adjective	m.	sg.				
35	e	e	conjunction						
35	dipelato	dipelato	adjective	m.	sg.				
