line	word	lemma	pos	gender	number	person	tense	mood	note
1	Vexilla	vexillum	noun	n.	pl.				Latin
1	regis	rex	noun	m.	sg.				Latin
1	prodeunt	prodeire	verb		pl.	3	present	indicative	Latin
1	inferni	infernus	adjective	m.	sg.				Latin
2	verso	verso	preposition						
2	di	di	preposition						
2	noi	noi	pronoun		pl.	1			
2	però	però	conjunction						
2	dinanzi	dinanzi	adverb						
2	mira	mirare	verb		sg.	2	present	imperative	
3	disse	dire	verb		sg.	3	remote past	indicative	
3	'l	il	article	m.	sg.				elision
3	maestro	maestro	noun	m.	sg.				
3	mio	mio	adjective	m.	sg.				
3	se	se	conjunction						
3	tu	tu	pronoun		sg.	2			
3	'l	lo	pronoun	m.	sg.				elision
3	discerni	discernere	verb		sg.	2	present	indicative	
4	Come	come	adverb						
4	quando	quando	conjunction						
4	una	uno	article	f.	sg.				indefinite
4	grossa	grosso	adjective	f.	sg.				
4	nebbia	nebbia	noun	f.	sg.				
4	spira	spirare	verb		sg.	3	present	indicative	
5	o	o	conjunction						
5	quando	quando	conjunction						
5	l'	lo	article	m.	sg.				elision
5	emisperio	emisferio	noun	m.	sg.				archaic
5	nostro	nostro	adjective	m.	sg.				
5	annotta	annottare	verb		sg.	3	present	indicative	
6	par	parere	verb		sg.	3	present	indicative	apocope
6	di	di	preposition						
6	lungi	lungi	adverb						
6	un	uno	article	m.	sg.				indefinite
6	molin	mulino	noun	m.	sg.				apocope
6	che	che	pronoun		sg.				relative
6	'l	lo	article	m.	sg.				elision
6	vento	vento	noun	m.	sg.				
6	gira	girare	verb		sg.	3	present	indicative	
7	veder	vedere	verb						apocope
7	mi	mi	pronoun		sg.	1			
7	parve	parere	verb		sg.	3	remote past	indicative	
7	un	uno	article	m.	sg.				indefinite
7	tal	tale	adjective	m.	sg.				apocope
7	dificio	edificio	noun	m.	sg.				archaic
7	allotta	allottare	verb		sg.	3	present	indicative	
8	poi	poi	adverb						
8	per	per	preposition						
8	lo	lo	article	m.	sg.				
8	vento	vento	noun	m.	sg.				
8	mi	mi	pronoun		sg.	1			reflexive
8	ristrinsi	ristringere	verb		sg.	1	remote past	indicative	
8	retro	retro	adverb						archaic
9	al	a+il	preposition+article	m.	sg.				contraction
9	duca	duca	noun	m.	sg.				
9	mio	mio	adjective	m.	sg.				
9	ché	ché	conjunction						contraction
9	non	non	adverb						
9	lì	lì	adverb						
9	era	essere	verb		sg.	3	imperfect	indicative	
9	altra	altro	adjective	f.	sg.				
9	grotta	grotta	noun	f.	sg.				
10	Già	già	adverb						
10	era	essere	verb		sg.	3	imperfect	indicative	
10	e	e	conjunction						
10	con	con	preposition						
10	paura	paura	noun	f.	sg.				
10	il	lo	pronoun	m.	sg.	3			
10	metto	mettere	verb		sg.	1	present	indicative	
10	in	in	preposition						
10	metro	metro	noun	m.	sg.				
11	là	là	adverb						
11	dove	dove	adverb						
11	l'	le	article	f.	pl.				elision
11	ombre	ombra	noun	f.	pl.				
11	tutte	tutto	adjective	f.	pl.				
11	eran	essere	verb		pl.	3	imperfect	indicative	apocope
11	coperte	coperto	adjective	f.	pl.				
12	e	e	conjunction						
12	trasparien	trasparente	adjective	f.	pl.				apocope
12	come	come	adverb						
12	festuca	festuca	noun	f.	sg.				
12	in	in	preposition						
12	vetro	vetro	noun	m.	sg.				
13	Altre	altro	adjective	f.	pl.				
13	sono	essere	verb		pl.	3	present	indicative	
13	a	a	preposition						
13	giacere	giacere	verb				infinitive		
13	altre	altro	adjective	f.	pl.				
13	stanno	stare	verb		pl.	3	present	indicative	
13	erte	eretto	adjective	f.	pl.				
14	quella	quello	pronoun	f.	sg.				
14	col	con+il	preposition+article	m.	sg.				contraction
14	capo	capo	noun	m.	sg.				
14	e	e	conjunction						
14	quella	quello	pronoun	f.	sg.				
14	con	con	preposition						
14	le	lo	article	f.	pl.				
14	piante	pianta	noun	f.	pl.				
15	altra	altro	adjective	f.	sg.				
15	com'	come	adverb						elision
15	arco	arco	noun	m.	sg.				
15	il	il	article	m.	sg.				
15	volto	volto	noun	m.	sg.				
15	a'	a+i	preposition+article	m.	pl.				contraction
15	piè	piede	noun	m.	pl.				apocope
15	rinverte	rinvertire	verb		sg.	3	present	indicative	
16	Quando	quando	conjunction						
16	noi	noi	pronoun		pl.	1			
16	fummo	essere	verb		pl.	1	remote past	indicative	
16	fatti	fare	participle	m.	pl.				
16	tanto	tanto	adverb						
16	avante	avante	adverb						
17	ch'	che	conjunction						elision
17	al	a+il	preposition+article	m.	sg.				contraction
17	mio	mio	adjective	m.	sg.				
17	maestro	maestro	noun	m.	sg.				
17	piacque	piacere	verb		sg.	3	remote past	indicative	
17	di	di	preposition						
17	mostrarmi	mostrare+me	verb+pronoun		sg.	1			enclitic
18	la	la	article	f.	sg.				
18	creatura	creatura	noun	f.	sg.				
