line	word	lemma	pos	gender	number	person	tense	mood	note
1	Ora	ora	adverb						
1	cen	ci+ne	pronoun						contraction
1	porta	portare	verb		sg.	3	present	indicative	
1	l'	il	article	m.	sg.				elision
1	un	uno	numeral	m.	sg.				
1	de'	di+i	preposition+article	m.	pl.				contraction
1	duri	duro	adjective	m.	pl.				
1	margini	margine	noun	m.	pl.				
2	e	e	conjunction						
2	'l	il	article	m.	sg.				elision
2	fummo	fumo	noun	m.	sg.				archaic
2	del	di+il	preposition+article	m.	sg.				contraction
2	ruscel	ruscello	noun	m.	sg.				apocope
2	di	di	preposition						
2	sopra	sopra	adverb						
2	aduggia	aduggiare	verb		sg.	3	present	indicative	
3	sì	sì	adverb						
3	che	che	conjunction						
3	dal	da+il	preposition+article	m.	sg.				contraction
3	foco	fuoco	noun	m.	sg.				archaic
3	salva	salvare	verb		sg.	3	present	indicative	
3	l'	la	article	f.	sg.				elision
3	acqua	acqua	noun	f.	sg.				
3	e	e	conjunction						
3	li	i	article	m.	pl.				archaic
3	argini	argine	noun	m.	pl.				
4	Quali	quale	adjective	m.	pl.				
4	Fiamminghi	fiammingo	noun	m.	pl.				
4	tra	tra	preposition						
4	Guizzante	Guizzante	proper noun	f.	sg.				
4	e	e	conjunction						
4	Bruggia	Bruggia	proper noun	f.	sg.				
5	temendo	temere	verb		sg.		present	gerund	
5	'l	il	article	m.	sg.				elision
5	fiotto	fiotto	noun	m.	sg.				
5	che	che	relative pronoun						
5	'nver'	in+verso	preposition+noun	m.	sg.				contraction, NO_NP
5	lor	loro	pronoun		pl.	3			
5	s'	si	pronoun		sg.	3			elision
5	avventa	avventarsi	verb		sg.	3	present	indicative	
6	fanno	fare	verb		pl.	3	present	indicative	
6	lo	lo	article	m.	sg.				
6	schermo	schermo	noun	m.	sg.				
6	perché	perché	conjunction						
6	'l	il	article	m.	sg.				elision
6	mar	mare	noun	m.	sg.				apocope
6	si	si	pronoun		sg.	3			
6	fuggia	fuggire	verb		sg.	3	present	subjunctive	
7	e	e	conjunction						
7	quali	quale	adjective	m.	pl.				
7	Padoan	Padovano	noun	m.	pl.				archaic
7	lungo	lungo	preposition						
7	la	la	article	f.	sg.				
7	Brenta	Brenta	noun	f.	sg.				
8	per	per	preposition						
8	difender	difendere	verb						apocope
8	lor	loro	possessive adjective		pl.				archaic
8	ville	villa	noun	f.	pl.				
8	e	e	conjunction						
8	lor	loro	possessive adjective		pl.				archaic
8	castelli	castello	noun	m.	pl.				
9	anzi	anzi	adverb						
9	che	che	conjunction						
9	Carentana	Carentana	noun	f.	sg.				
9	il	il	article	m.	sg.				
9	caldo	caldo	noun	m.	sg.				
9	senta	sentire	verb		sg.	3	present	subjunctive	
10	a	a	preposition						
10	tale	tale	adjective		sg.				
10	imagine	immagine	noun	f.	sg.				archaic
10	eran	essere	verb		pl.	3	imperfect	indicative	apocope
10	fatti	fare	verb	m.	pl.				participle
10	quelli	quello	pronoun	m.	pl.				
11	tutto	tutto	adverb						
11	che	che	conjunction						
11	né	né	conjunction						
11	sì	sì	adverb						
11	alti	alto	adjective	m.	pl.				
11	né	né	conjunction						
11	sì	sì	adverb						
11	grossi	grosso	adjective	m.	pl.				
12	qual	quale	adjective		sg.				apocope
12	che	che	conjunction						
12	si	si	pronoun		sg.	3			reflexive
12	fosse	essere	verb		sg.	3	imperfect	subjunctive	
12	lo	lo	article	m.	sg.				
12	maestro	maestro	noun	m.	sg.				
12	félli	fare+li	verb		sg.	3	remote past	indicative	enclitic pronoun
13	Già	già	adverb						
13	eravam	essere	verb		pl.	1	imperfect	indicative	apocope
13	da	da	preposition						
13	la	lo	article	f.	sg.				
13	selva	selva	noun	f.	sg.				
13	rimossi	rimuovere	adjective	m.	pl.				
14	tanto	tanto	adverb						
14	ch'	che	conjunction						elision
14	i'	io	pronoun		sg.	1			elision
14	non	non	adverb						
14	avrei	avere	verb		sg.	1	conditional	indicative	
14	visto	vedere	verb	m.	sg.		past participle		
14	dov'	dove	adverb						apocope
14	era	essere	verb		sg.	3	imperfect	indicative	
15	perch'	perché	conjunction						elision
15	io	io	pronoun		sg.	1			
15	in	in	preposition						
15	dietro	dietro	adverb						
15	rivolto	rivolgere	adjective	m.	sg.				
15	mi	mi	pronoun		sg.	1			reflexive
15	fossi	essere	verb		sg.	1	imperfect	subjunctive	
16	quando	quando	conjunction						
16	incontrammo	incontrare	verb		pl.	1	remote past	indicative	
16	d'	di	preposition						elision
16	anime	anima	noun	f.	pl.				
16	una	uno	article	f.	sg.				indefinite
16	schiera	schiera	noun	f.	sg.				
17	che	che	pronoun		pl.				
17	venian	venire	verb		pl.	3	imperfect	indicative	apocope
17	lungo	lungo	preposition						
17	l'	lo	article	m.	sg.				elision
17	argine	argine	noun	m.	sg.				
17	e	e	conjunction						
17	ciascuna	ciascuno	pronoun	f.	sg.				
18	ci	ci	pronoun		pl.	1			
18	riguardava	riguardare	verb		sg.	3	imperfect	indicative	
18	come	come	conjunction						
18	suol	solere	verb		sg.	3	present	indicative	apocope
18	da	da	preposition						
18	sera	sera	noun	f.	sg.				
19	guardare	guardare	verb					infinitive	
19	uno	uno	article	m.	sg.				indefinite
19	altro	altro	adjective	m.	sg.				
19	sotto	sotto	preposition						
19	nuova	nuovo	adjective	f.	sg.				
19	luna	luna	noun	f.	sg.				
20	e	e	conjunction						
20	sì	sì	adverb						
20	ver'	verso	preposition						apocope
20	noi	noi	pronoun		pl.	1			
20	aguzzavan	aguzzare	verb		pl.	3	imperfect	indicative	apocope
20	le	il	article	f.	pl.				
20	ciglia	ciglia	noun	f.	pl.				
21	come	come	conjunction						
21	'l	il	article	m.	sg.				elision
21	vecchio	vecchio	adjective	m.	sg.				
21	sartor	sartore	noun	m.	sg.				apocope
21	fa	fare	verb		sg.	3	present	indicative	
21	ne	in	preposition						archaic
21	la	la	article	f.	sg.				
21	cruna	cruna	noun	f.	sg.				
22	Così	così	adverb						
22	adocchiato	adocchiare	verb	m.	sg.				past participle
22	da	da	preposition						
22	cotal	cotale	adjective	f.	sg.				apocope
22	famiglia	famiglia	noun	f.	sg.				
