line	word	lemma	pos	gender	number	person	tense	mood	note
1	Così	così	adverb						
1	di	di	preposition						
1	ponte	ponte	noun	m.	sg.				
1	in	in	preposition						
1	ponte	ponte	noun	m.	sg.				
1	altro	altro	adjective	m.	sg.				
1	parlando	parlare	verb		sg.		present	gerund	
2	che	che	conjunction						
2	la	la	article	f.	sg.				
2	mia	mio	adjective	f.	sg.				
2	comedìa	commedia	noun	f.	sg.				archaic
2	cantar	cantare	verb		sg.		present	infinitive	apocope
2	non	non	adverb						
2	cura	curare	verb		sg.	3	present	indicative	
3	venimmo	venire	verb		pl.	1	remote past	indicative	
3	e	e	conjunction						
3	tenavamo	tenere	verb		pl.	1	imperfect	indicative	
3	'l	il	article	m.	sg.				elision
3	colmo	colmo	noun	m.	sg.				
3	quando	quando	conjunction						
4	restammo	restare	verb		pl.	1	remote past	indicative	
4	per	per	preposition						
4	veder	vedere	verb					infinitive	apocope
4	l'	la	article	f.	sg.				elision
4	altra	altro	adjective	f.	sg.				
4	fessura	fessura	noun	f.	sg.				
5	di	di	preposition						
5	Malebolge	Malebolge	noun	f.	sg.				proper noun
5	e	e	conjunction						
5	li	lo	article	m.	pl.				archaic
5	altri	altro	adjective	m.	pl.				
5	pianti	pianto	noun	m.	pl.				
5	vani	vano	adjective	m.	pl.				
6	e	e	conjunction						
6	vidila	vedere+la	verb+pronoun	f.	sg.	1	remote past	indicative	enclitic
6	mirabilmente	mirabilmente	adverb						
6	oscura	oscuro	adjective	f.	sg.				
7	Quale	quale	adjective		sg.				
7	ne	in	preposition						elision
7	l'	lo	article	m.	sg.				elision
7	arzanà	arzanà	noun	m.	sg.				
7	de'	di+i	preposition+article	m.	pl.				contraction
7	Viniziani	Viniziano	noun	m.	pl.				
8	bolle	bollire	verb		sg.	3	present	indicative	
8	l'	lo	article	m.	sg.				elision
8	inverno	inverno	noun	m.	sg.				
8	la	la	article	f.	sg.				
8	tenace	tenace	adjective	f.	sg.				
8	pece	pece	noun	f.	sg.				
9	a	a	preposition						
9	rimpalmare	rimpalmare	verb				present	infinitive	
9	i	i	article	m.	pl.				
9	legni	legno	noun	m.	pl.				
9	lor	loro	pronoun		pl.				apocope
9	non	non	adverb						
9	sani	sano	adjective	m.	pl.				
10	ché	perché	conjunction						contraction
10	navicar	navigare	verb						apocope
10	non	non	adverb						
10	ponno	porre	verb		pl.	3	present	indicative	
10	in	in	preposition						
10	quella	quello	adjective	f.	sg.				
10	vece	vece	noun	f.	sg.				
11	chi	chi	pronoun		sg.				
