line	word	lemma	pos	gender	number	person	tense	mood	note
1	La	la	article	f.	sg.				
1	gloria	gloria	noun	f.	sg.				
1	di	di	preposition						
1	colui	colui	pronoun	m.	sg.				
1	che	che	pronoun						relative
1	tutto	tutto	pronoun	m.	sg.				
1	move	muovere	verb		sg.	3	present	indicative	archaic
2	per	per	preposition						
2	l'	lo	article	m.	sg.				elision
2	universo	universo	noun	m.	sg.				
2	penetra	penetrare	verb		sg.	3	present	indicative	
2	e	e	conjunction						
2	risplende	risplendere	verb		sg.	3	present	indicative	
3	in	in	preposition						
3	una	uno	article	f.	sg.				indefinite
3	parte	parte	noun	f.	sg.				
3	più	più	adverb						
3	e	e	conjunction						
3	meno	meno	adverb						
3	altrove	altrove	adverb						
4	Nel	in+il	preposition+article	m.	sg.				contraction
4	ciel	cielo	noun	m.	sg.				apocope
4	che	che	pronoun		sg.				relative
4	più	più	adverb						
4	de	di	preposition						archaic
4	la	la	article	f.	sg.				
4	sua	suo	adjective	f.	sg.				
4	luce	luce	noun	f.	sg.				
4	prende	prendere	verb		sg.	3	present	indicative	
5	fu'	fui	verb		sg.	1	remote past	indicative	apocope
5	io	io	pronoun		sg.	1			
5	e	e	conjunction						
5	vidi	vedere	verb		sg.	1	remote past	indicative	
5	cose	cosa	noun	f.	pl.				
5	che	che	pronoun		sg.				relative
5	ridire	ridire	verb					infinitive	
6	né	né	conjunction						
6	sa	sapere	verb		sg.	3	present	indicative	
6	né	né	conjunction						
6	può	potere	verb		sg.	3	present	indicative	
6	chi	chi	pronoun		sg.				relative
6	di	di	preposition						
6	là	là	adverb						
6	sù	su	adverb						
6	discende	discendere	verb		sg.	3	present	indicative	
7	perché	perché	conjunction						
7	appressando	appressare	verb				gerund		
7	sé	sé	pronoun		sg.	3			reflexive
7	al	a+il	preposition+article	m.	sg.				contraction
7	suo	suo	adjective	m.	sg.				possessive
7	disire	desiderio	noun	m.	sg.				archaic
8	nostro	nostro	adjective	m.	sg.				possessive
8	intelletto	intelletto	noun	m.	sg.				
8	si	si	pronoun		sg.	3			reflexive
8	profonda	profondare	verb		sg.	3	present	subjunctive	
8	tanto	tanto	adverb						
9	che	che	conjunction						
9	dietro	dietro	preposition						
9	la	la	article	f.	sg.				
9	memoria	memoria	noun	f.	sg.				
9	non	non	adverb						
9	può	potere	verb		sg.	3	present	indicative	
9	ire	ire	verb				infinitive		archaic
10	Veramente	veramente	adverb						
10	quant'	quanto	pronoun		sg.				elision
10	io	io	pronoun		sg.	1			
10	del	di+il	preposition+article	m.	sg.				contraction
10	regno	regno	noun	m.	sg.				
10	santo	santo	adjective	m.	sg.				
11	ne	in	preposition						archaic
11	la	la	article	f.	sg.				
11	mia	mio	adjective	f.	sg.				
11	mente	mente	noun	f.	sg.				
11	potei	potere	verb		sg.	1	remote past	indicative	
11	far	fare	verb						apocope
11	tesoro	tesoro	noun	m.	sg.				
12	sarà	essere	verb		sg.	3	future	indicative	
12	ora	ora	adverb						
12	materia	materia	noun	f.	sg.				
12	del	di+il	preposition+article	m.	sg.				contraction
12	mio	mio	adjective	m.	sg.				
12	canto	canto	noun	m.	sg.				
13	O	O	interjection						
13	buono	buono	adjective	m.	sg.				
13	Appollo	Apollo	proper noun	m.	sg.				
13	a	a	preposition						
13	l'	lo	article	m.	sg.				elision
13	ultimo	ultimo	adjective	m.	sg.				
13	lavoro	lavoro	noun	m.	sg.				
14	fammi	fare+mi	verb+pronoun		sg.	2	present	imperative	contraction
14	del	di+il	preposition+article	m.	sg.				contraction
14	tuo	tuo	adjective	m.	sg.				
14	valor	valore	noun	m.	sg.				apocope
14	sì	sì	adverb						
