line	word	lemma	pos	gender	number	person	tense	mood	note
1	Già	già	adverb						
1	eran	essere	verb		pl.	3	imperfect	indicative	apocope
1	li	lo	article	m.	pl.				
1	occhi	occhio	noun	m.	pl.				
1	miei	mio	adjective	m.	pl.				
1	rifissi	rifissare	adjective	m.	pl.				
1	al	a+il	preposition+article	m.	sg.				contraction
1	volto	volto	noun	m.	sg.				
2	de	di	preposition						archaic
2	la	la	article	f.	sg.				
2	mia	mio	adjective	f.	sg.				
2	donna	donna	noun	f.	sg.				
2	e	e	conjunction						
2	l'	lo	article	m.	sg.				elision
2	animo	animo	noun	m.	sg.				
2	con	con	preposition						
2	essi	esso	pronoun	m.	pl.				
3	e	e	conjunction						
3	da	da	preposition						
3	ogne	ogni	adjective		sg.				archaic
3	altro	altro	adjective	m.	sg.				
3	intento	intento	noun	m.	sg.				
3	s'	si	pronoun		sg.	3			elision
3	era	essere	verb		sg.	3	imperfect	indicative	
3	tolto	togliere	verb	m.	sg.		past participle		
4	E	e	conjunction						
4	quella	quello	pronoun	f.	sg.				
4	non	non	adverb						
4	ridea	ridere	verb		sg.	3	imperfect	indicative	archaic
4	ma	ma	conjunction						
4	S'	se	conjunction						elision
4	io	io	pronoun		sg.	1			
4	ridessi	ridere	verb		sg.	1	imperfect	subjunctive	
5	mi	mi	pronoun		sg.	1			
5	cominciò	cominciare	verb		sg.	3	remote past	indicative	
5	tu	tu	pronoun		sg.	2			
5	ti	ti	pronoun		sg.	2			reflexive
5	faresti	fare	verb		sg.	2	present	conditional	
5	quale	quale	adjective		sg.				
6	fu	essere	verb		sg.	3	remote past	indicative	
6	Semelè	Semele	noun	f.	sg.				
6	quando	quando	conjunction						
6	di	di	preposition						
6	cener	cenere	noun	f.	sg.				apocope
6	fessi	fare	verb		sg.	1	imperfect	subjunctive	archaic
7	ché	perché	conjunction						contraction
7	la	il	article	f.	sg.				
7	bellezza	bellezza	noun	f.	sg.				
7	mia	mio	adjective	f.	sg.				
