line	word	lemma	pos	gender	number	person	tense	mood	note
1	Quando	quando	adverb						
1	colui	colui	pronoun	m.	sg.				
1	che	che	pronoun						
1	tutto	tutto	adjective	m.	sg.				
1	'l	lo	article	m.	sg.				elision
1	mondo	mondo	noun	m.	sg.				
1	alluma	allumare	verb		sg.	3	present	indicative	
2	de	di	preposition						archaic
2	l'	lo	article	m.	sg.				elision
2	emisperio	emisfero	noun	m.	sg.				archaic
2	nostro	nostro	adjective	m.	sg.				
2	sì	sì	adverb						
2	discende	discendere	verb		sg.	3	present	indicative	
3	che	che	conjunction						
3	'l	lo	article	m.	sg.				elision
3	giorno	giorno	noun	m.	sg.				
3	d'	di	preposition						elision
3	ogne	ogni	adjective		sg.				archaic
3	parte	parte	noun	f.	sg.				
3	si	si	pronoun		sg.	3			reflexive
3	consuma	consumare	verb		sg.	3	present	indicative	
4	lo	lo	article	m.	sg.				
4	ciel	cielo	noun	m.	sg.				apocope
4	che	che	pronoun		sg.				
4	sol	solo	adjective	m.	sg.				apocope
4	di	di	preposition						
4	lui	lui	pronoun	m.	sg.	3			
4	prima	prima	adverb						
4	s'	si	pronoun		sg.	3			elision
4	accende	accendere	verb		sg.	3	present	indicative	
5	subitamente	subitamente	adverb						
5	si	si	pronoun		sg.	3			reflexive
5	rifà	rifare	verb		sg.	3	present	indicative	
5	parvente	parvente	adjective	m.	sg.				
6	per	per	preposition						
6	molte	molto	adjective	f.	pl.				
6	luci	luce	noun	f.	pl.				
6	in	in	preposition						
6	che	che	pronoun		sg.				
6	una	uno	pronoun	f.	sg.				
6	risplende	risplendere	verb		sg.	3	present	indicative	
7	e	e	conjunction						
7	questo	questo	adjective	m.	sg.				
7	atto	atto	noun	m.	sg.				
7	del	di+il	preposition+article	m.	sg.				contraction
7	ciel	cielo	noun	m.	sg.				apocope
7	mi	mi	pronoun		sg.	1			
7	venne	venire	verb		sg.	3	remote past	indicative	
7	a	a	preposition						
7	mente	mente	noun	f.	sg.				
8	come	come	conjunction						
8	'l	il	article	m.	sg.				elision
8	segno	segno	noun	m.	sg.				
8	del	di+il	preposition+article	m.	sg.				contraction
8	mondo	mondo	noun	m.	sg.				
8	e	e	conjunction						
8	de'	di+i	preposition+article	m.	pl.				contraction
8	suoi	suo	adjective	m.	pl.				
8	duci	duce	noun	m.	pl.				
9	nel	in+il	preposition+article	m.	sg.				contraction
9	benedetto	benedetto	adjective	m.	sg.				
9	rostro	rostro	noun	m.	sg.				
9	fu	essere	verb		sg.	3	remote past	indicative	
9	tacente	tacente	adjective	m.	sg.				
10	però	però	conjunction						
10	che	che	conjunction						
10	tutte	tutto	adjective	f.	pl.				
10	quelle	quello	adjective	f.	pl.				
10	vive	vivo	adjective	f.	pl.				
10	luci	luce	noun	f.	pl.				
11	vie	via	adverb						archaic
11	più	più	adverb						
