line	word	lemma	pos	gender	number	person	tense	mood	note
1	Imagini	immagine	noun	f.	pl.				
1	chi	chi	pronoun		sg.				
1	bene	bene	adverb						
1	intender	intendere	verb				infinitive		apocope
1	cupe	cupire	verb		sg.	3	present	indicative	archaic
2	quel	quello	pronoun	m.	sg.				
2	ch'	che	pronoun		sg.				elision
2	i'	io	pronoun		sg.	1			elision
2	or	ora	adverb						apocope
2	vidi	vedere	verb		sg.	1	remote past	indicative	
2	e	e	conjunction						
2	ritegna	ritenere	verb		sg.	3	present	subjunctive	
2	l'	la	article	f.	sg.				elision
2	image	immagine	noun	f.	sg.				apocope
3	mentre	mentre	conjunction						
3	ch'	che	conjunction						elision
3	io	io	pronoun		sg.	1			
3	dico	dire	verb		sg.	1	present	indicative	
3	come	come	conjunction						
3	ferma	fermo	adjective	f.	sg.				
3	rupe	rupe	noun	f.	sg.				
4	quindici	quindici	numeral		pl.				
4	stelle	stella	noun	f.	pl.				
4	che	che	pronoun		pl.				
4	'n	in	preposition						elision
4	diverse	diverso	adjective	f.	pl.				
4	plage	piaggia	noun	f.	pl.				archaic
5	lo	lo	article	m.	sg.				
5	ciel	cielo	noun	m.	sg.				apocope
5	avvivan	avvivare	verb		pl.	3	present	indicative	apocope
5	di	di	preposition						
5	tanto	tanto	adjective	m.	sg.				
5	sereno	sereno	noun	m.	sg.				
6	che	che	conjunction						
6	soperchia	soperchiare	verb		sg.	3	present	indicative	
6	de	di	preposition						archaic
6	l'	lo	article	m.	sg.				elision
6	aere	aere	noun	m.	sg.				
6	ogne	ogni	adjective		sg.				archaic
6	compage	compage	noun	f.	sg.				
7	imagini	immaginare	verb		sg.	3	present	subjunctive	
7	quel	quello	adjective	m.	sg.				
7	carro	carro	noun	m.	sg.				
7	a	a	preposition						
7	cu'	cui	pronoun	m.	sg.				elision
7	il	il	article	m.	sg.				
7	seno	seno	noun	m.	sg.				
8	basta	bastare	verb		sg.	3	present	indicative	
8	del	di+il	preposition+article	m.	sg.				contraction
8	nostro	nostro	adjective	m.	sg.				
8	cielo	cielo	noun	m.	sg.				
8	e	e	conjunction						
8	notte	notte	noun	f.	sg.				
8	e	e	conjunction						
8	giorno	giorno	noun	m.	sg.				
9	sì	sì	adverb						
9	ch'	che	conjunction						elision
9	al	a+il	preposition+article	m.	sg.				contraction
9	volger	volgere	noun	m.	sg.				apocope
9	del	di+il	preposition+article	m.	sg.				contraction
9	temo	tempo	noun	m.	sg.				apocope
9	non	non	adverb						
9	vien	venire	verb		sg.	3	present	indicative	apocope
9	meno	meno	adverb						
10	imagini	immaginare	verb		sg.	2	present	imperative	archaic spelling
10	la	lo/la	article	f.	sg.				
10	bocca	bocca	noun	f.	sg.				
10	di	di	preposition						
10	quel	quello	adjective	m.	sg.				
10	corno	corno	noun	m.	sg.				
11	che	che	pronoun		sg.				
11	si	si	pronoun		sg.	3			reflexive
11	comincia	cominciare	verb		sg.	3	present	indicative	
11	in	in	preposition						
11	punta	punta	noun	f.	sg.				
11	de	di	preposition						archaic
11	lo	lo	article	m.	sg.				
