line	word	lemma	pos	gender	number	person	tense	mood	note
1	Vergine	vergine	adjective	f.	sg.				
1	Madre	madre	noun	f.	sg.				
1	figlia	figlia	noun	f.	sg.				
1	del	di+il	preposition+article	m.	sg.				contraction
1	tuo	tuo	adjective	m.	sg.				
1	figlio	figlio	noun	m.	sg.				
2	umile	umile	adjective	f.	sg.				
2	e	e	conjunction						
2	alta	alto	adjective	f.	sg.				
2	più	più	adverb						
2	che	che	conjunction						comparative
2	creatura	creatura	noun	f.	sg.				
3	termine	termine	noun	m.	sg.				
3	fisso	fisso	adjective	m.	sg.				
3	d'	di	preposition						elision
3	etterno	eterno	adjective	m.	sg.				archaic
3	consiglio	consiglio	noun	m.	sg.				
4	tu	tu	pronoun		sg.	2			
4	se'	essere	verb		sg.	2	present	indicative	apocope
4	colei	colui	pronoun	f.	sg.				
4	che	che	pronoun						relative
4	l'	la	article	f.	sg.				elision
4	umana	umano	adjective	f.	sg.				
4	natura	natura	noun	f.	sg.				
5	nobilitasti	nobilitare	verb		sg.	2	remote past	indicative	
5	sì	sì	adverb						
5	che	che	conjunction						
5	'l	lo	article	m.	sg.				elision
5	suo	suo	adjective	m.	sg.				possessive
5	fattore	fattore	noun	m.	sg.				
6	non	non	adverb						
6	disdegnò	disdegnare	verb		sg.	3	remote past	indicative	
6	di	di	preposition						
6	farsi	fare+si	verb					infinitive	reflexive
6	sua	suo	adjective	f.	sg.				possessive
6	fattura	fattura	noun	f.	sg.				
7	Nel	in+il	preposition+article	m.	sg.				contraction
7	ventre	ventre	noun	m.	sg.				
7	tuo	tuo	adjective	m.	sg.				
7	si	si	pronoun		sg.	3			reflexive
7	raccese	riaccendere	verb		sg.	3	remote past	indicative	
7	l'	lo	article	m.	sg.				elision
7	amore	amore	noun	m.	sg.				
8	per	per	preposition						
8	lo	lo	article	m.	sg.				
8	cui	cui	pronoun	m.	sg.				relative
8	caldo	caldo	noun	m.	sg.				
8	ne	in	preposition						archaic
8	l'	la	article	f.	sg.				elision
8	etterna	eterna	adjective	f.	sg.				archaic
8	pace	pace	noun	f.	sg.				
9	così	così	adverb						
9	è	essere	verb		sg.	3	present	indicative	
9	germinato	germinare	verb	m.	sg.		past participle		
9	questo	questo	adjective	m.	sg.				
9	fiore	fiore	noun	m.	sg.				
10	Qui	qui	adverb						
10	se'	essere	verb		sg.	2	present	indicative	archaic
10	a	a	preposition						
10	noi	noi	pronoun		pl.	1			
10	meridïana	meridiana	adjective	f.	sg.				
10	face	face	noun	f.	sg.				
11	di	di	preposition						
11	caritate	carità	noun	f.	sg.				archaic
11	e	e	conjunction						
11	giuso	giù	adverb						archaic
11	intra	intra	preposition						
11	mortali	mortale	noun	m.	pl.				
12	se'	essere	verb		sg.	2	present	indicative	archaic
12	di	di	preposition						
12	speranza	speranza	noun	f.	sg.				
12	fontana	fontana	noun	f.	sg.				
12	vivace	vivace	adjective	f.	sg.				
13	Donna	donna	noun	f.	sg.				
13	se'	essere	verb		sg.	2	present	indicative	archaic
13	tanto	tanto	adverb						
13	grande	grande	adjective	f.	sg.				
13	e	e	conjunction						
13	tanto	tanto	adverb						
13	vali	valere	verb		sg.	2	present	indicative	
14	che	che	conjunction						
14	qual	quale	pronoun		sg.				apocope
14	vuol	volere	verb		sg.	3	present	indicative	apocope
14	grazia	grazia	noun	f.	sg.				
14	e	e	conjunction						
14	a	a	preposition						
14	te	tu	pronoun		sg.				
14	non	non	adverb						
14	ricorre	ricorrere	verb		sg.	3	present	indicative	
15	sua	suo	adjective	f.	sg.				
15	disïanza	distanza	noun	f.	sg.				archaic
15	vuol	volere	verb		sg.	3	present	indicative	apocope
15	volar	volare	verb				infinitive		apocope
15	sanz'	senza	preposition						elision
15	ali	ala	noun	f.	pl.				
16	La	lo	article	f.	sg.				
16	tua	tuo	adjective	f.	sg.				
16	benignità	benignità	noun	f.	sg.				
16	non	non	adverb						
16	pur	pure	adverb						apocope
16	soccorre	soccorrere	verb		sg.	3	present	indicative	
17	a	a	preposition						
17	chi	chi	pronoun		sg.				
17	domanda	domandare	verb		sg.	3	present	indicative	
17	ma	ma	conjunction						
17	molte	molto	adjective	f.	pl.				
17	fïate	fiata	noun	f.	pl.				
18	liberamente	liberamente	adverb						
18	al	a+il	preposition+article	m.	sg.				contraction
18	dimandar	domandare	noun	m.	sg.				apocope
18	precorre	precorrere	verb		sg.	3	present	indicative	
19	In	in	preposition						
19	te	tu	pronoun		sg.	2			
19	misericordia	misericordia	noun	f.	sg.				
19	in	in	preposition						
19	te	tu	pronoun		sg.	2			
19	pietate	pietà	noun	f.	sg.				archaic
20	in	in	preposition						
20	te	tu	pronoun		sg.	2			
20	magnificenza	magnificenza	noun	f.	sg.				
20	in	in	preposition						
20	te	tu	pronoun		sg.	2			
20	s'	si	pronoun		sg.	3			elision
20	aduna	adunare	verb		sg.	3	present	indicative	
21	quantunque	quantunque	pronoun		sg.				
21	in	in	preposition						
21	creatura	creatura	noun	f.	sg.				
21	è	essere	verb		sg.	3	present	indicative	
21	di	di	preposition						
21	bontate	bontà	noun	f.	sg.				archaic
22	Or	ora	adverb						
22	questi	questo	pronoun	m.	sg.				
22	che	che	pronoun		sg.				
22	da	da	preposition						
22	l'	lo	article	m.	sg.				elision
22	infima	infimo	adjective	f.	sg.				
22	lacuna	lacuna	noun	f.	sg.				
23	de	di	preposition						archaic
23	l'	lo	article	m.	sg.				elision
23	universo	universo	noun	m.	sg.				
23	infin	infine	adverb						apocope
23	qui	qui	adverb						
23	ha	avere	verb		sg.	3	present	indicative	
23	vedute	vedere	verb	f.	pl.		past participle		
24	le	lo	article	f.	pl.				
24	vite	vita	noun	f.	pl.				
24	spiritali	spirituale	adjective	f.	pl.				
24	ad	a	preposition						
24	una	uno	numeral	f.	sg.				
24	ad	a	preposition						
24	una	uno	numeral	f.	sg.				
25	supplica	supplicare	verb		sg.	3	present	indicative	
25	a	a	preposition						
25	te	te	pronoun		sg.	2			
