line	word	lemma	pos	gender	number	person	tense	mood	note
1	Al	a+il	preposition+article	m.	sg.				contraction
1	Padre	padre	noun	m.	sg.				
1	al	a+il	preposition+article	m.	sg.				contraction
1	Figlio	figlio	noun	m.	sg.				
1	a	a	preposition						
1	lo	lo	article	m.	sg.				
1	Spirito	spirito	noun	m.	sg.				
1	Santo	santo	adjective	m.	sg.				
2	cominciò	cominciare	verb		sg.	3	remote past	indicative	
2	gloria	gloria	noun	f.	sg.				
2	tutto	tutto	adjective	m.	sg.				
2	'l	il	article	m.	sg.				elision
2	paradiso	paradiso	noun	m.	sg.				
3	sì	sì	adverb						
3	che	che	conjunction						
3	m'	mi	pronoun		sg.	1			elision
3	inebrïava	inebriare	verb		sg.	3	imperfect	indicative	
3	il	il	article	m.	sg.				
3	dolce	dolce	adjective	m.	sg.				
3	canto	canto	noun	m.	sg.				
4	Ciò	ciò	pronoun		sg.				
4	ch'	che	relative pronoun						elision
4	io	io	pronoun		sg.	1			
4	vedeva	vedere	verb		sg.	1	imperfect	indicative	
4	mi	mi	pronoun		sg.	1			
4	sembiava	sembrare	verb		sg.	3	imperfect	indicative	
4	un	uno	article	m.	sg.				indefinite
4	riso	riso	noun	m.	sg.				
5	de	di	preposition						archaic
5	l'	lo	article	m.	sg.				elision
5	universo	universo	noun	m.	sg.				
5	per	per	preposition						
5	che	che	conjunction						
5	mia	mio	adjective	f.	sg.				
5	ebbrezza	ebbrezza	noun	f.	sg.				
6	intrava	intrare	verb		sg.	3	imperfect	indicative	
6	per	per	preposition						
6	l'	lo	article	m.	sg.				elision
6	udire	udire	noun	m.	sg.				substantivized infinitive
6	e	e	conjunction						
6	per	per	preposition						
6	lo	lo	article	m.	sg.				
6	viso	viso	noun	m.	sg.				
7	Oh	oh	interjection						
7	gioia	gioia	noun	f.	sg.				
7	oh	oh	interjection						
7	ineffabile	ineffabile	adjective	f.	sg.				
7	allegrezza	allegrezza	noun	f.	sg.				
8	oh	oh	interjection						
8	vita	vita	noun	f.	sg.				
8	intègra	integro	adjective	f.	sg.				
8	d'	di	preposition						elision
8	amore	amore	noun	m.	sg.				
8	e	e	conjunction						
8	di	di	preposition						
8	pace	pace	noun	f.	sg.				
9	oh	oh	interjection						
9	sanza	senza	preposition						archaic
9	brama	brama	noun	f.	sg.				
9	sicura	sicuro	adjective	f.	sg.				
9	ricchezza	ricchezza	noun	f.	sg.				
10	Dinanzi	dinanzi	adverb						
10	a	a	preposition						
10	li	lo	article	m.	pl.				archaic
10	occhi	occhio	noun	m.	pl.				
10	miei	mio	adjective	m.	pl.				
10	le	lo	article	f.	pl.				
10	quattro	quattro	numeral		pl.				
10	face	faccia	noun	f.	pl.				archaic
11	stavano	stare	verb		pl.	3	imperfect	indicative	
11	accese	acceso	adjective	f.	pl.				
11	e	e	conjunction						
11	quella	quello	pronoun	f.	sg.				
11	che	che	pronoun		sg.				relative
11	pria	prima	adverb						apocope
11	venne	venire	verb		sg.	3	remote past	indicative	
12	incominciò	incominciare	verb		sg.	3	remote past	indicative	
12	a	a	preposition						
12	farsi	fare+si	verb+pronoun		sg.				reflexive
12	più	più	adverb						
12	vivace	vivace	adjective		sg.				
13	e	e	conjunction						
13	tal	tale	adjective		sg.				apocope
13	ne	in	preposition						archaic
13	la	la	article	f.	sg.				
13	sembianza	sembianza	noun	f.	sg.				
13	sua	suo	adjective	f.	sg.				
13	divenne	divenire	verb		sg.	3	remote past	indicative	
14	qual	quale	adjective		sg.				apocope
14	diverrebbe	divenire	verb		sg.	3	present	conditional	
14	Iove	Giove	noun	m.	sg.				
14	s'	se	conjunction						elision
14	elli	egli	pronoun	m.	sg.	3			
14	e	e	conjunction						
14	Marte	Marte	noun	m.	sg.				
15	fossero	essere	verb		pl.	3	imperfect	subjunctive	
15	augelli	augello	noun	m.	pl.				
15	e	e	conjunction						
15	cambiassersi	cambiare+si	verb		pl.	3	imperfect	subjunctive	contraction
15	penne	penna	noun	f.	pl.				
16	La	lo	article	f.	sg.				
16	provedenza	provvidenza	noun	f.	sg.				archaic
16	che	che	pronoun		sg.				
16	quivi	quivi	adverb						
16	comparte	comparte	verb		sg.	3	present	indicative	
17	vice	vice	noun	m.	sg.				
17	e	e	conjunction						
17	officio	ufficio	noun	m.	sg.				archaic
17	nel	in+il	preposition+article	m.	sg.				contraction
17	beato	beato	adjective	m.	sg.				
17	coro	coro	noun	m.	sg.				
18	silenzio	silenzio	noun	m.	sg.				
18	posto	porre	verb	m.	sg.		past participle		
18	avea	avere	verb		sg.	3	imperfect	indicative	apocope
18	da	da	preposition						
18	ogne	ogni	adjective		sg.				archaic
18	parte	parte	noun	f.	sg.				
19	quand'	quando	conjunction						elision
19	ïo	io	pronoun		sg.	1			
19	udi'	udire	verb		sg.	1	remote past	indicative	apocope
19	Se	se	conjunction						
19	io	io	pronoun		sg.	1			
19	mi	mi	pronoun		sg.	1			reflexive
19	trascoloro	trascolorare	verb		sg.	1	present	indicative	
20	non	non	adverb						
20	ti	ti	pronoun		sg.	2			
20	maravigliar	meravigliare	verb		sg.	2		imperative	apocope
20	ché	perché	conjunction						contraction
20	dicend'	dicendo	verb						elision
20	io	io	pronoun		sg.	1			
21	vedrai	vedere	verb		sg.	2	future	indicative	
21	trascolorar	trascolorare	verb						apocope
21	tutti	tutto	adjective	m.	pl.				
21	costoro	costoro	pronoun	m.	pl.				archaic
22	Quelli	quello	pronoun	m.	pl.				
22	ch'	che	pronoun		sg.				elision
22	usurpa	usurpare	verb		sg.	3	present	indicative	
22	in	in	preposition						
22	terra	terra	noun	f.	sg.				
22	il	il	article	m.	sg.				
22	luogo	luogo	noun	m.	sg.				
22	mio	mio	adjective	m.	sg.				
23	il	il	article	m.	sg.				
23	luogo	luogo	noun	m.	sg.				
23	mio	mio	adjective	m.	sg.				
23	il	il	article	m.	sg.				
23	luogo	luogo	noun	m.	sg.				
23	mio	mio	adjective	m.	sg.				
23	che	che	pronoun		sg.				
23	vaca	vacare	verb		sg.	3	present	indicative	archaic
24	ne	in	preposition						archaic
24	la	la	article	f.	sg.				
24	presenza	presenza	noun	f.	sg.				
24	del	di+il	preposition+article	m.	sg.				contraction
24	Figliuol	figliuolo	noun	m.	sg.				apocope
24	di	di	preposition						
24	Dio	Dio	noun	m.	sg.				
25	fatt'	fare	verb	f.	sg.		past participle		apocope
25	ha	avere	verb		sg.	3	present	indicative	
25	del	di+il	preposition+article	m.	sg.				contraction
25	cimitero	cimitero	noun	m.	sg.				
25	mio	mio	adjective	m.	sg.				
25	cloaca	cloaca	noun	f.	sg.				
26	del	di+il	preposition+article	m.	sg.				contraction
26	sangue	sangue	noun	m.	sg.				
26	e	e	conjunction						
26	de	di	preposition						archaic
26	la	la	article	f.	sg.				
26	puzza	puzza	noun	f.	sg.				
26	onde	onde	adverb						
26	'l	il	article	m.	sg.				elision
26	perverso	perverso	noun	m.	sg.				
27	che	che	pronoun		sg.				
27	cadde	cadere	verb		sg.	3	remote past	indicative	
27	di	di	preposition						
27	qua	qua	adverb						
27	sù	su	adverb						
27	là	là	adverb						
27	giù	giù	adverb						
27	si	si	pronoun		sg.	3			reflexive
27	placa	placare	verb		sg.	3	present	indicative	
28	Di	di	preposition						
28	quel	quello	adjective	m.	sg.				
28	color	colore	noun	m.	sg.				apocope
28	che	che	pronoun						
28	per	per	preposition						
28	lo	lo	article	m.	sg.				
28	sole	sole	noun	m.	sg.				
28	avverso	avverso	adjective	m.	sg.				
29	nube	nube	noun	f.	sg.				
29	dipigne	dipingere	verb		sg.	3	present	indicative	
29	da	da	preposition						
29	sera	sera	noun	f.	sg.				
29	e	e	conjunction						
29	da	da	preposition						
29	mane	mane	noun	f.	sg.				archaic
30	vid'	vedere	verb		sg.	1	remote past	indicative	elision
30	ïo	io	pronoun		sg.	1			
30	allora	allora	adverb						
30	tutto	tutto	adjective	m.	sg.				
30	'l	il	article	m.	sg.				elision
30	ciel	cielo	noun	m.	sg.				apocope
30	cosperso	cosperso	adjective	m.	sg.				
31	E	e	conjunction						
31	come	come	conjunction						
31	donna	donna	noun	f.	sg.				
31	onesta	onesto	adjective	f.	sg.				
31	che	che	pronoun						
31	permane	permanere	verb		sg.	3	present	indicative	
32	di	di	preposition						
32	sé	sé	pronoun		sg.	3			
32	sicura	sicuro	adjective	f.	sg.				
32	e	e	conjunction						
32	per	per	preposition						
32	l'	la	article	f.	sg.				elision
32	altrui	altrui	adjective		sg.				
32	fallanza	fallanza	noun	f.	sg.				
33	pur	pure	adverb						apocope
33	ascoltando	ascoltare	verb				gerund		
