line	word	lemma	pos	gender	number	person	tense	mood	note
1	O	o	interjection						
1	sodalizio	sodalizio	noun	m.	sg.				
1	eletto	eletto	adjective	m.	sg.				
1	a	a	preposition						
1	la	la	article	f.	sg.				
1	gran	grande	adjective	f.	sg.				apocope
1	cena	cena	noun	f.	sg.				
2	del	di+il	preposition+article	m.	sg.				contraction
2	benedetto	benedetto	adjective	m.	sg.				
2	Agnello	agnello	noun	m.	sg.				
2	il	il	article	m.	sg.				
2	qual	quale	pronoun	m.	sg.				apocope
2	vi	vi	pronoun		pl.	2			
2	ciba	cibare	verb		sg.	3	present	subjunctive	
3	sì	sì	adverb						
3	che	che	conjunction						
3	la	la	article	f.	sg.				
3	vostra	vostro	adjective	f.	sg.				
3	voglia	voglia	noun	f.	sg.				
3	è	essere	verb		sg.	3	present	indicative	
3	sempre	sempre	adverb						
3	piena	pieno	adjective	f.	sg.				
4	se	se	conjunction						
4	per	per	preposition						
4	grazia	grazia	noun	f.	sg.				
4	di	di	preposition						
4	Dio	Dio	noun	m.	sg.				
4	questi	questo	pronoun	m.	sg.				
4	preliba	prelibare	verb		sg.	3	present	indicative	
5	di	di	preposition						
5	quel	quello	pronoun	m.	sg.				
5	che	che	pronoun		sg.				
5	cade	cadere	verb		sg.	3	present	indicative	
5	de	di	preposition						archaic
5	la	la	article	f.	sg.				
5	vostra	vostro	adjective	f.	sg.				
5	mensa	mensa	noun	f.	sg.				
6	prima	prima	adverb						
6	che	che	conjunction						
6	morte	morte	noun	f.	sg.				
6	tempo	tempo	noun	m.	sg.				
6	li	lo	pronoun	m.	sg.				archaic
6	prescriba	prescrivere	verb		sg.	3	present	subjunctive	
7	ponete	porre	verb		pl.	2	present	imperative	
7	mente	mente	noun	f.	sg.				
7	a	a	preposition						
7	l'	la	article	f.	sg.				elision
7	affezione	affezione	noun	f.	sg.				
7	immensa	immenso	adjective	f.	sg.				
8	e	e	conjunction						
8	roratelo	rorare+lo	verb+pronoun		pl.	2	present	imperative	contraction
8	alquanto	alquanto	adverb						
8	voi	voi	pronoun		pl.	2			
8	bevete	bere	verb		pl.	2	present	indicative	
9	sempre	sempre	adverb						
9	del	di+il	preposition+article	m.	sg.				contraction
9	fonte	fonte	noun	m.	sg.				
9	onde	onde	conjunction						
9	vien	venire	verb		sg.	3	present	indicative	apocope
9	quel	quello	pronoun	m.	sg.				
9	ch'	che	conjunction						elision
9	ei	egli	pronoun		sg.	3			archaic
9	pensa	pensare	verb		sg.	3	present	indicative	
10	Così	così	adverb						
10	Beatrice	Beatrice	proper noun	f.	sg.				
10	e	e	conjunction						
10	quelle	quello	adjective	f.	pl.				
10	anime	anima	noun	f.	pl.				
10	liete	lieto	adjective	f.	pl.				
11	si	si	pronoun		pl.	3			reflexive
11	fero	fare	verb		pl.	3	remote past	indicative	archaic
11	spere	sfera	noun	f.	pl.				archaic
11	sopra	sopra	preposition						
11	fissi	fisso	adjective	m.	pl.				
11	poli	polo	noun	m.	pl.				
12	fiammando	fiammare	verb				gerund		
12	a	a	preposition						
12	volte	volta	noun	f.	pl.				
12	a	a	preposition						
12	guisa	guisa	noun	f.	sg.				
12	di	di	preposition						
12	comete	cometa	noun	f.	pl.				
13	E	e	conjunction						
13	come	come	adverb						
13	cerchi	cerchio	noun	m.	pl.				
13	in	in	preposition						
13	tempra	tempra	noun	f.	sg.				
13	d'	di	preposition						elision
13	orïuoli	oriuolo	noun	m.	pl.				
14	si	si	pronoun		pl.	3			reflexive
14	giran	girare	verb		pl.	3	present	indicative	apocope
14	sì	sì	adverb						
14	che	che	conjunction						
