line	word	lemma	pos	gender	number	person	tense	mood	note
1	Solea	solere	verb		sg.	1	imperfect	indicative	apocope
1	creder	credere	verb				infinitive		apocope
1	lo	lo	article	m.	sg.				
1	mondo	mondo	noun	m.	sg.				
1	in	in	preposition						
1	suo	suo	adjective	m.	sg.				
1	periclo	pericolo	noun	m.	sg.				apocope
2	che	che	conjunction						
2	la	la	article	f.	sg.				
2	bella	bello	adjective	f.	sg.				
2	Ciprigna	Ciprigna	proper noun	f.	sg.				
2	il	il	article	m.	sg.				
2	folle	folle	adjective	m.	sg.				
2	amore	amore	noun	m.	sg.				
3	raggiasse	raggiare	verb		sg.	3	imperfect	subjunctive	
3	volta	volto	adjective	f.	sg.				
3	nel	in+il	preposition+article	m.	sg.				contraction
3	terzo	terzo	adjective	m.	sg.				
3	epiciclo	epiciclo	noun	m.	sg.				
4	per	per	preposition						
4	che	che	conjunction						
4	non	non	adverb						
4	pur	pure	adverb						apocope
4	a	a	preposition						
4	lei	lei	pronoun	f.	sg.	3			
4	faceano	fare	verb		pl.	3	imperfect	indicative	archaic
4	onore	onore	noun	m.	sg.				
5	di	di	preposition						
5	sacrificio	sacrificio	noun	m.	sg.				
5	e	e	conjunction						
5	di	di	preposition						
5	votivo	votivo	adjective	m.	sg.				
5	grido	grido	noun	m.	sg.				
6	le	lo	article	f.	pl.				
6	genti	gente	noun	f.	pl.				
6	antiche	antico	adjective	f.	pl.				
6	ne	in	preposition						archaic
6	l'	lo	article	m.	sg.				elision
6	antico	antico	adjective	m.	sg.				
6	errore	errore	noun	m.	sg.				
7	ma	ma	conjunction						
7	Dïone	Dïone	noun	f.	sg.				proper noun
7	onoravano	onorare	verb		pl.	3	imperfect	indicative	
7	e	e	conjunction						
7	Cupido	Cupido	noun	m.	sg.				proper noun
8	quella	quello	pronoun	f.	sg.				demonstrative
8	per	per	preposition						
8	madre	madre	noun	f.	sg.				
8	sua	suo	adjective	f.	sg.				possessive
8	questo	questo	pronoun	m.	sg.				demonstrative
8	per	per	preposition						
8	figlio	figlio	noun	m.	sg.				
9	e	e	conjunction						
9	dicean	dire	verb		pl.	3	imperfect	indicative	apocope
9	ch'	che	conjunction						elision
9	el	egli	pronoun	m.	sg.	3			archaic
9	sedette	sedere	verb		sg.	3	remote past	indicative	
9	in	in	preposition						
9	grembo	grembo	noun	m.	sg.				
9	a	a	preposition						
9	Dido	Dido	noun	f.	sg.				proper noun
10	e	e	conjunction						
10	da	da	preposition						
10	costei	costui	pronoun	f.	sg.				
10	ond'	onde	pronoun		sg.				elision
10	io	io	pronoun		sg.	1			
10	principio	principio	noun	m.	sg.				
10	piglio	pigliare	verb		sg.	1	present	indicative	
11	pigliavano	pigliare	verb		pl.	3	imperfect	indicative	
11	il	il	article	m.	sg.				
11	vocabol	vocabolo	noun	m.	sg.				apocope
11	de	di	preposition						archaic
11	la	la	article	f.	sg.				
11	stella	stella	noun	f.	sg.				
12	che	che	pronoun						
12	'l	il	article	m.	sg.				elision
12	sol	sole	noun	m.	sg.				apocope
12	vagheggia	vagheggiare	verb		sg.	3	present	indicative	
12	or	ora	adverb						apocope
12	da	da	preposition						
12	coppa	coppa	noun	f.	sg.				
12	or	ora	adverb						apocope
12	da	da	preposition						
12	ciglio	ciglio	noun	m.	sg.				
13	Io	io	pronoun		sg.	1			
13	non	non	adverb						
13	m'	mi	pronoun		sg.	1			elision
13	accorsi	accorgersi	verb		sg.	1	remote past	indicative	
13	del	di+il	preposition+article	m.	sg.				contraction
13	salire	salire	noun	m.	sg.				
13	in	in	preposition						
13	ella	ella	pronoun	f.	sg.				
14	ma	ma	conjunction						
14	d'	di	preposition						elision
14	esservi	essere+vi	verb+pronoun						contraction
14	entro	entro	adverb						
14	mi	mi	pronoun		sg.	1			
14	fé	fare	verb		sg.	3	remote past	indicative	archaic
14	assai	assai	adverb						
14	fede	fede	noun	f.	sg.				
15	la	il	article	f.	sg.				
15	donna	donna	noun	f.	sg.				
15	mia	mio	adjective	f.	sg.				
15	ch'	che	pronoun						elision
15	i'	io	pronoun		sg.	1			elision
15	vidi	vedere	verb		sg.	1	remote past	indicative	
15	far	fare	verb						apocope
15	più	più	adverb						
15	bella	bello	adjective	f.	sg.				
16	E	e	conjunction						
16	come	come	conjunction						
16	in	in	preposition						
16	fiamma	fiamma	noun	f.	sg.				
16	favilla	favilla	noun	f.	sg.				
16	si	si	pronoun		sg.	3			passive
16	vede	vedere	verb		sg.	3	present	indicative	
17	e	e	conjunction						
17	come	come	conjunction						
17	in	in	preposition						
17	voce	voce	noun	f.	sg.				
17	voce	voce	noun	f.	sg.				
17	si	si	pronoun		sg.	3			passive
17	discerne	discernere	verb		sg.	3	present	indicative	
18	quand'	quando	conjunction						elision
18	una	uno	pronoun	f.	sg.				
18	è	essere	verb		sg.	3	present	indicative	
18	ferma	fermo	adjective	f.	sg.				
18	e	e	conjunction						
18	altra	altro	pronoun	f.	sg.				
18	va	andare	verb		sg.	3	present	indicative	
18	e	e	conjunction						
18	riede	riedere	verb		sg.	3	present	indicative	
19	vid'	vedere	verb		sg.	1	remote past	indicative	apocope
19	io	io	pronoun		sg.	1			
19	in	in	preposition						
19	essa	esso	pronoun	f.	sg.				
19	luce	luce	noun	f.	sg.				
19	altre	altro	adjective	f.	pl.				
19	lucerne	lucerna	noun	f.	pl.				
20	muoversi	muovere+si	verb+pronoun				infinitive		reflexive
20	in	in	preposition						
20	giro	giro	noun	m.	sg.				
20	più	più	adverb						
20	e	e	conjunction						
20	men	meno	adverb						apocope
20	correnti	corrente	adjective	f.	pl.				
21	al	a+il	preposition+article	m.	sg.				contraction
21	modo	modo	noun	m.	sg.				
21	credo	credere	verb		sg.	1	present	indicative	
21	di	di	preposition						
21	lor	loro	pronoun		pl.				apocope
21	viste	vista	noun	f.	pl.				
21	interne	interno	adjective	f.	pl.				
22	Di	di	preposition						
22	fredda	freddo	adjective	f.	sg.				
22	nube	nube	noun	f.	sg.				
22	non	non	adverb						
22	disceser	discendere	verb		pl.	3	remote past	indicative	apocope
22	venti	vento	noun	m.	pl.				
23	o	o	conjunction						
