line	word	lemma	pos	gender	number	person	tense	mood	note
1	Qual	quale	pronoun	m.	sg.				
1	venne	venire	verb		sg.	3	remote past	indicative	
1	a	a	preposition						
1	Climenè	Climenè	noun	m.	sg.				proper noun
1	per	per	preposition						
1	accertarsi	accertare+si	verb				infinitive		reflexive
2	di	di	preposition						
2	ciò	ciò	pronoun		sg.				
2	ch'	che	pronoun		sg.				elision
2	avëa	avere	verb		sg.	3	imperfect	subjunctive	
2	incontro	incontro	noun	m.	sg.				
2	a	a	preposition						
2	sé	sé	pronoun		sg.	3			
2	udito	udire	verb	m.	sg.		past participle		
3	quei	quello	pronoun	m.	pl.				
3	ch'	che	pronoun		sg.				elision
3	ancor	ancora	adverb						apocope
3	fa	fare	verb		sg.	3	present	indicative	
3	li	lo	article	m.	pl.				archaic
3	padri	padre	noun	m.	pl.				
3	ai	a+i	preposition+article	m.	pl.				contraction
3	figli	figlio	noun	m.	pl.				
3	scarsi	scarso	adjective	m.	pl.				
4	tal	tale	adjective		sg.				
4	era	essere	verb		sg.	3	imperfect	indicative	
4	io	io	pronoun		sg.	1			
4	e	e	conjunction						
4	tal	tale	adjective		sg.				
4	era	essere	verb		sg.	3	imperfect	indicative	
4	sentito	sentire	adjective	m.	sg.				
5	e	e	conjunction						
5	da	da	preposition						
5	Beatrice	Beatrice	proper noun	f.	sg.				
5	e	e	conjunction						
5	da	da	preposition						
5	la	lo	article	f.	sg.				
5	santa	santo	adjective	f.	sg.				
5	lampa	lampada	noun	f.	sg.				apocope
6	che	che	conjunction						
6	pria	prima	adverb						apocope
6	per	per	preposition						
6	me	me	pronoun		sg.	1			
6	avea	avere	verb		sg.	3	imperfect	indicative	apocope
6	mutato	mutare	verb	m.	sg.		past participle		
6	sito	sito	noun	m.	sg.				
7	Per	per	preposition						
7	che	che	conjunction						
7	mia	mio	adjective	f.	sg.				
7	donna	donna	noun	f.	sg.				
7	Manda	mandare	verb		sg.	2	present	imperative	
7	fuor	fuori	adverb						apocope
7	la	il	article	f.	sg.				
7	vampa	vampa	noun	f.	sg.				
8	del	di+il	preposition+article	m.	sg.				contraction
8	tuo	tuo	adjective	m.	sg.				
8	disio	desiderio	noun	m.	sg.				apocope
8	mi	mi	pronoun		sg.	1			
8	disse	dire	verb		sg.	3	remote past	indicative	
8	sì	sì	adverb						
8	ch'	che	conjunction						elision
8	ella	ella	pronoun	f.	sg.	3			
8	esca	uscire	verb		sg.	3	present	subjunctive	
9	segnata	segnare	adjective	f.	sg.				
9	bene	bene	adverb						
9	de	di	preposition						archaic
9	la	il	article	f.	sg.				
9	interna	interno	adjective	f.	sg.				
9	stampa	stampa	noun	f.	sg.				
10	non	non	adverb						
10	perché	perché	conjunction						
10	nostra	nostro	adjective	f.	sg.				
10	conoscenza	conoscenza	noun	f.	sg.				
10	cresca	crescere	verb		sg.	3	present	subjunctive	
11	per	per	preposition						
11	tuo	tuo	adjective	m.	sg.				
11	parlare	parlare	noun	m.	sg.				
11	ma	ma	conjunction						
11	perché	perché	conjunction						
11	t'	ti	pronoun		sg.	2			elision
11	ausi	osare	verb		sg.	2	present	subjunctive	archaic
12	a	a	preposition						
12	dir	dire	verb				infinitive		apocope
12	la	lo	article	f.	sg.				
12	sete	sete	noun	f.	sg.				
12	sì	sì	adverb						
12	che	che	conjunction						
12	l'	lo	article	m.	sg.				elision
12	uom	uomo	noun	m.	sg.				apocope
12	ti	ti	pronoun		sg.	2			
12	mesca	mescolare	verb		sg.	3	present	subjunctive	
13	O	o	interjection						
13	cara	caro	adjective	f.	sg.				
13	piota	pietà	noun	f.	sg.				archaic
13	mia	mio	adjective	f.	sg.				
13	che	che	pronoun		sg.				relative
13	sì	sì	adverb						
13	t'	ti	pronoun		sg.	2			elision
13	insusi	insusare	verb		sg.	2	present	indicative	
14	che	che	conjunction						
14	come	come	adverb						
14	veggion	vedere	verb		pl.	3	present	indicative	apocope
14	le	il	article	f.	pl.				
14	terrene	terreno	adjective	f.	pl.				
14	menti	mente	noun	f.	pl.				
15	non	non	adverb						
15	capere	capere	verb				infinitive		
15	in	in	preposition						
15	trïangol	triangolo	noun	m.	sg.				apocope
15	due	due	numeral		pl.				
15	ottusi	ottuso	adjective	m.	pl.				
16	così	così	adverb						
16	vedi	vedere	verb		sg.	2	present	indicative	
16	le	lo	article	f.	pl.				
16	cose	cosa	noun	f.	pl.				
16	contingenti	contingente	adjective	f.	pl.				
17	anzi	anzi	adverb						
17	che	che	conjunction						
17	sieno	essere	verb		pl.	3	present	subjunctive	
17	in	in	preposition						
17	sé	sé	pronoun		sg.	3			
17	mirando	mirare	verb				gerund		
17	il	il	article	m.	sg.				
17	punto	punto	noun	m.	sg.				
18	a	a	preposition						
18	cui	cui	pronoun		sg.				relative
18	tutti	tutto	adjective	m.	pl.				
18	li	lo	article	m.	pl.				archaic
18	tempi	tempo	noun	m.	pl.				
18	son	essere	verb		pl.	3	present	indicative	apocope
18	presenti	presente	adjective	m.	pl.				
19	mentre	mentre	conjunction						
19	ch'	che	conjunction						elision
19	io	io	pronoun		sg.	1			
19	era	essere	verb		sg.	1	imperfect	indicative	
19	a	a	preposition						
19	Virgilio	Virgilio	noun	m.	sg.				
19	congiunto	congiunto	adjective	m.	sg.				
20	su	su	preposition						
20	per	per	preposition						
