line	word	lemma	pos	gender	number	person	tense	mood	note
1	Tant'	tanto	adverb						elision
1	eran	essere	verb		pl.	3	imperfect	indicative	apocope
1	li	lo	article	m.	pl.				archaic
1	occhi	occhio	noun	m.	pl.				
1	miei	mio	adjective	m.	pl.				
1	fissi	fisso	adjective	m.	pl.				
1	e	e	conjunction						
1	attenti	attento	adjective	m.	pl.				
2	a	a	preposition						
2	disbramarsi	disbramare+si	verb		sg.				reflexive
2	la	lo	article	f.	sg.				
2	decenne	decenne	adjective	f.	sg.				
2	sete	sete	noun	f.	sg.				
3	che	che	conjunction						
3	li	lo	article	m.	pl.				archaic
3	altri	altro	adjective	m.	pl.				
3	sensi	senso	noun	m.	pl.				
3	m'	mi	pronoun		sg.	1			elision
3	eran	essere	verb		pl.	3	imperfect	indicative	apocope
3	tutti	tutto	adjective	m.	pl.				
3	spenti	spento	adjective	m.	pl.				
4	Ed	e	conjunction						euphonic
4	essi	esso	pronoun	m.	pl.				
4	quinci	quinci	adverb						
4	e	e	conjunction						
4	quindi	quindi	adverb						
4	avien	avere	verb		pl.	3	present	indicative	apocope
4	parete	parete	noun	f.	sg.				
5	di	di	preposition						
5	non	non	adverb						
5	caler	calare	verb					infinitive	apocope
5	così	così	adverb						
5	lo	lo	article	m.	sg.				
5	santo	santo	adjective	m.	sg.				
5	riso	riso	noun	m.	sg.				
6	a	a	preposition						
6	sé	sé	pronoun		sg.				
6	traéli	trare+li	verb+pronoun		sg.	3	remote past	indicative	contraction
6	con	con	preposition						
6	l'	la	article	f.	sg.				elision
6	antica	antico	adjective	f.	sg.				
6	rete	rete	noun	f.	sg.				
7	quando	quando	conjunction						
7	per	per	preposition						
7	forza	forza	noun	f.	sg.				
7	mi	mi	pronoun		sg.	1			reflexive
7	fu	essere	verb		sg.	3	remote past	indicative	
7	vòlto	volgere	verb	m.	sg.				past participle
7	il	il	article	m.	sg.				
7	viso	viso	noun	m.	sg.				
8	ver'	verso	preposition						elision
8	la	la	article	f.	sg.				
8	sinistra	sinistra	noun	f.	sg.				
8	mia	mio	adjective	f.	sg.				
8	da	da	preposition						
8	quelle	quello	adjective	f.	pl.				
8	dee	dea	noun	f.	pl.				
9	perch'	perché	conjunction						elision
9	io	io	pronoun		sg.	1			
9	udi'	udire	verb		sg.	1	remote past	indicative	archaic
9	da	da	preposition						
9	loro	loro	pronoun		pl.	3			
9	un	uno	article	m.	sg.				indefinite
9	Troppo	troppo	adverb						
9	fiso	fisso	adjective	m.	sg.				archaic
10	e	e	conjunction						
10	la	lo	article	f.	sg.				
10	disposizion	disposizione	noun	f.	sg.				apocope
10	ch'	che	pronoun						elision
10	a	a	preposition						
10	veder	vedere	verb						apocope
10	èe	essere	verb		sg.	3	present	indicative	archaic
11	ne	in	preposition						archaic
11	li	lo	article	m.	pl.				
11	occhi	occhio	noun	m.	pl.				
11	pur	pure	adverb						apocope
11	testé	testé	adverb						archaic
11	dal	da+il	preposition+article	m.	sg.				contraction
11	sol	sole	noun	m.	sg.				apocope
11	percossi	percuotere	verb	m.	pl.		past participle		
12	sanza	senza	preposition						archaic
12	la	lo	article	f.	sg.				
12	vista	vista	noun	f.	sg.				
12	alquanto	alquanto	adverb						
12	esser	essere	verb						apocope
12	mi	mi	pronoun		sg.	1			
12	fée	fare	verb		sg.	3	remote past	indicative	archaic
13	Ma	ma	conjunction						
13	poi	poi	adverb						
13	ch'	che	conjunction						elision
13	al	a+il	preposition+article	m.	sg.				contraction
13	poco	poco	noun	m.	sg.				
13	il	il	article	m.	sg.				
13	viso	viso	noun	m.	sg.				
13	riformossi	riformare	verb		sg.	1	remote past	indicative	
14	e	e	conjunction						
14	dico	dire	verb		sg.	1	present	indicative	
14	al	a+il	preposition+article	m.	sg.				contraction
