line	word	lemma	pos	gender	number	person	tense	mood	note
1	Mentre	mentre	conjunction						
1	che	che	conjunction						
1	li	lo	article	m.	pl.				archaic
1	occhi	occhio	noun	m.	pl.				
1	per	per	preposition						
1	la	la	article	f.	sg.				
1	fronda	fronda	noun	f.	sg.				
1	verde	verde	adjective	f.	sg.				
2	ficcava	ficcare	verb		sg.	1	imperfect	indicative	
2	ïo	io	pronoun		sg.	1			archaic spelling
2	sì	sì	adverb						
2	come	come	conjunction						
2	far	falco	noun	m.	sg.				apocope
2	suole	solere	verb		sg.	3	present	indicative	
3	chi	chi	pronoun						
3	dietro	dietro	preposition						
3	a	a	preposition						
3	li	lo	article	m.	pl.				archaic
3	uccellin	uccellino	noun	m.	pl.				apocope
3	sua	suo	adjective	f.	sg.				
3	vita	vita	noun	f.	sg.				
3	perde	perdere	verb		sg.	3	present	indicative	
4	lo	lo	article	m.	sg.				
4	più	più	adverb						
4	che	che	conjunction						
4	padre	padre	noun	m.	sg.				
4	mi	mi	pronoun		sg.	1			
4	dicea	dire	verb		sg.	3	imperfect	indicative	archaic
4	Figliuole	figliuola	noun	f.	pl.				vocative
5	vienne	venire	verb		sg.	2	present	imperative	archaic
5	oramai	oramai	adverb						
5	ché	perché	conjunction						contraction
5	'l	il	article	m.	sg.				elision
5	tempo	tempo	noun	m.	sg.				
5	che	che	pronoun	m.	sg.				
5	n'	ne	pronoun						elision
5	è	essere	verb		sg.	3	present	indicative	
5	imposto	imporre	verb	m.	sg.		past participle		
6	più	più	adverb						
6	utilmente	utilmente	adverb						
6	compartir	compartire	verb				present	infinitive	apocope
6	si	si	pronoun						impersonal
6	vuole	volere	verb		sg.	3	present	indicative	
7	Io	io	pronoun		sg.	1			
7	volsi	volgere	verb		sg.	1	remote past	indicative	
7	'l	il	article	m.	sg.				elision
7	viso	viso	noun	m.	sg.				
7	e	e	conjunction						
7	'l	il	article	m.	sg.				elision
7	passo	passo	noun	m.	sg.				
7	non	non	adverb						
7	men	meno	adverb						apocope
7	tosto	tosto	adverb						
8	appresso	appresso	preposition						
8	i	il	article	m.	pl.				
8	savi	saggio	noun	m.	pl.				
8	che	che	pronoun		pl.	3			relative
8	parlavan	parlare	verb		pl.	3	imperfect	indicative	apocope
8	sìe	sì	adverb						archaic
9	che	che	conjunction						
9	l'	il	article	m.	sg.				elision
9	andar	andare	noun	m.	sg.				
9	mi	mi	pronoun		sg.	1			
9	facean	fare	verb		pl.	3	imperfect	indicative	apocope
9	di	di	preposition						
9	nullo	nullo	adjective	m.	sg.				
9	costo	costo	noun	m.	sg.				
10	Ed	e	conjunction						additive form
10	ecco	ecco	adverb						
10	piangere	piangere	verb				present	infinitive	
10	e	e	conjunction						
10	cantar	cantare	verb				present	infinitive	apocope
10	s'	si	pronoun		sg.	3			elision
10	udìe	udire	verb		sg.	3	remote past	indicative	archaic
11	Labïa	labia	noun	f.	pl.				Latin
11	mëa	meus	adjective	f.	pl.				Latin
11	Domine	dominus	noun	m.	sg.				Latin vocative
11	per	per	preposition						
11	modo	modo	noun	m.	sg.				
12	tal	tale	adjective	m.	sg.				apocope
12	che	che	conjunction						
12	diletto	diletto	noun	m.	sg.				
12	e	e	conjunction						
12	doglia	doglia	noun	f.	sg.				
12	parturìe	partorire	verb		sg.	3	remote past	indicative	archaic
13	O	O	interjection						
13	dolce	dolce	adjective	m.	sg.				
13	padre	padre	noun	m.	sg.				
13	che	che	pronoun		sg.				
13	è	essere	verb		sg.	3	present	indicative	
13	quel	quello	pronoun	m.	sg.				
13	ch'	che	pronoun		sg.				elision
13	i'	io	pronoun		sg.	1			apocope
13	odo	udire	verb		sg.	1	present	indicative	
14	comincia'	cominciare	verb		sg.	1	present	indicative	apocope
14	io	io	pronoun		sg.	1			
14	ed	e	conjunction						euphonic
14	elli	elli	pronoun	m.	pl.				
14	Ombre	ombra	noun	f.	pl.				
14	che	che	pronoun		pl.				
14	vanno	andare	verb		pl.	3	present	indicative	
15	forse	forse	adverb						
15	di	di	preposition						
15	lor	loro	pronoun		pl.				apocope
15	dover	dovere	noun	m.	sg.				apocope
15	solvendo	solvere	verb		sg.		present	gerund	
15	il	il	article	m.	sg.				
15	nodo	nodo	noun	m.	sg.				
16	Sì	sì	adverb						
16	come	come	conjunction						
16	i	il	article	m.	pl.				
16	peregrin	pellegrino	noun	m.	pl.				apocope
16	pensosi	pensoso	adjective	m.	pl.				
16	fanno	fare	verb		pl.	3	present	indicative	
17	giugnendo	giungere	verb				gerund		
17	per	per	preposition						
17	cammin	cammino	noun	m.	sg.				apocope
17	gente	gente	noun	f.	sg.				
17	non	non	adverb						
17	nota	noto	adjective	f.	sg.				
18	che	che	pronoun		pl.				
18	si	si	pronoun		pl.				reflexive
18	volgono	volgere	verb		pl.	3	present	indicative	
18	ad	a	preposition						euphonic
18	essa	esso	pronoun	f.	sg.				
18	e	e	conjunction						
18	non	non	adverb						
18	restanno	restare	verb		pl.	3	present	indicative	archaic
19	così	così	adverb						
19	di	di	preposition						
19	retro	retro	adverb						
19	a	a	preposition						
19	noi	noi	pronoun		pl.	1			
19	più	più	adverb						
19	tosto	tosto	adverb						
19	mota	moto	adjective	f.	sg.				
20	venendo	venire	verb				present	gerund	
20	e	e	conjunction						
20	trapassando	trapassare	verb				present	gerund	
20	ci	ci	pronoun		pl.	1			
20	ammirava	ammirare	verb		sg.	3	imperfect	indicative	
21	d'	di	preposition						elision
21	anime	anima	noun	f.	pl.				
21	turba	turba	noun	f.	sg.				
21	tacita	tacito	adjective	f.	sg.				
21	e	e	conjunction						
21	devota	devoto	adjective	f.	sg.				
22	Ne	in	preposition						archaic
22	li	lo	article	m.	pl.				
22	occhi	occhio	noun	m.	pl.				
22	era	essere	verb		sg.	3	imperfect	indicative	
22	ciascuna	ciascuno	pronoun	f.	sg.				
22	oscura	oscuro	adjective	f.	sg.				
22	e	e	conjunction						
22	cava	cavo	adjective	f.	sg.				
23	palida	pallido	adjective	f.	sg.				
23	ne	in	preposition						archaic
23	la	la	article	f.	sg.				
23	faccia	faccia	noun	f.	sg.				
23	e	e	conjunction						
23	tanto	tanto	adverb						
23	scema	scemo	adjective	f.	sg.				
24	che	che	conjunction						
24	da	da	preposition						
24	l'	le	article	f.	pl.				elision
24	ossa	osso	noun	f.	pl.				
24	la	la	article	f.	sg.				
24	pelle	pelle	noun	f.	sg.				
24	s'	si	pronoun		sg.	3			elision
24	informava	informare	verb		sg.	3	imperfect	indicative	
25	Non	non	adverb						
25	credo	credere	verb		sg.	1	present	indicative	
25	che	che	conjunction						
25	così	così	adverb						
25	a	a	preposition						
25	buccia	buccia	noun	f.	sg.				
25	strema	stremo	adjective	f.	sg.				
26	Erisittone	Erisittone	noun	m.	sg.				proper noun
26	fosse	essere	verb		sg.	3	imperfect	subjunctive	
26	fatto	fare	verb	m.	sg.		past participle		
26	secco	secco	adjective	m.	sg.				
27	per	per	preposition						
27	digiunar	digiunare	verb						apocope
27	quando	quando	conjunction						
27	più	più	adverb						
27	n'	ne	pronoun		sg.	3			elision
27	ebbe	avere	verb		sg.	3	remote past	indicative	
27	tema	tema	noun	m.	sg.				
28	Io	io	pronoun		sg.	1			
28	dicea	dire	verb		sg.	1	imperfect	indicative	archaic
28	fra	fra	preposition						
28	me	me	pronoun		sg.	1			
28	stesso	stesso	adjective	m.	sg.				
28	pensando	pensare	verb				gerund		
28	Ecco	ecco	adverb						
29	la	lo	article	f.	sg.				
29	gente	gente	noun	f.	sg.				
29	che	che	pronoun		sg.				relative
29	perdé	perdere	verb		sg.	3	remote past	indicative	archaic
29	Ierusalemme	Gerusalemme	noun	f.	sg.				
30	quando	quando	conjunction						
30	Maria	Maria	noun	f.	sg.				
30	nel	in+il	preposition+article	m.	sg.				contraction
30	figlio	figlio	noun	m.	sg.				
30	diè	dare	verb		sg.	3	remote past	indicative	archaic
30	di	di	preposition						
30	becco	becco	noun	m.	sg.				
31	Parean	parere	verb		pl.	3	present	indicative	archaic
31	l'	le	article	f.	pl.				elision
31	occhiaie	occhiaia	noun	f.	pl.				
31	anella	anello	noun	f.	sg.				
31	sanza	senza	preposition						archaic
31	gemme	gemma	noun	f.	pl.				
32	chi	chi	pronoun		sg.				
32	nel	in+il	preposition+article	m.	sg.				contraction
32	viso	viso	noun	m.	sg.				
32	de	di	preposition						archaic
32	li	lo	article	m.	pl.				
32	uomini	uomo	noun	m.	pl.				
32	legge	leggere	verb		sg.	3	present	indicative	
32	omo	uomo	noun	m.	sg.				apocope
33	ben	bene	adverb						apocope
33	avria	avere	verb		sg.	3	conditional	indicative	archaic
33	quivi	quivi	adverb						
33	conosciuta	conoscere	verb	f.	sg.		past participle		
33	l'	la	article	f.	sg.				elision
33	emme	emme	noun	f.	sg.				
34	Chi	chi	pronoun		sg.				
34	crederebbe	credere	verb		sg.	3	present	conditional	
34	che	che	conjunction						
34	l'	lo	article	m.	sg.				elision
34	odor	odore	noun	m.	sg.				apocope
34	d'	di	preposition						elision
34	un	uno	article	m.	sg.				indefinite
34	pomo	pomo	noun	m.	sg.				
35	sì	sì	adverb						
35	governasse	governare	verb		sg.	3	imperfect	subjunctive	
35	generando	generare	verb		sg.		present	gerund	
35	brama	brama	noun	f.	sg.				
36	e	e	conjunction						
36	quel	quello	pronoun	m.	sg.				
36	d'	di	preposition						elision
36	un'	uno	article	f.	sg.				indefinite, elision
36	acqua	acqua	noun	f.	sg.				
36	non	non	adverb						
36	sappiendo	sapere	verb		sg.		present	gerund	archaic
36	como	come	adverb						archaic
37	Già	già	adverb						
37	era	essere	verb		sg.	3	imperfect	indicative	
37	in	in	preposition						
37	ammirar	ammirare	verb						apocope
37	che	che	conjunction						
