line	word	lemma	pos	gender	number	person	tense	mood	note
1	Buio	buio	noun	m.	sg.				
1	d'	di	preposition						elision
1	inferno	inferno	noun	m.	sg.				
1	e	e	conjunction						
1	di	di	preposition						
1	notte	notte	noun	f.	sg.				
1	privata	privato	adjective	f.	sg.				
2	d'	di	preposition						elision
2	ogne	ogni	adjective		sg.				archaic
2	pianeto	pianeta	noun	m.	sg.				archaic
2	sotto	sotto	preposition						
2	pover	povero	adjective	m.	sg.				apocope
2	cielo	cielo	noun	m.	sg.				
3	quant'	quanto	adverb						elision
3	esser	essere	verb				infinitive		apocope
3	può	potere	verb		sg.	3	present	indicative	
3	di	di	preposition						
3	nuvol	nuvola	noun	f.	sg.				apocope
3	tenebrata	tenebrato	adjective	f.	sg.				
4	non	non	adverb						
4	fece	fare	verb		sg.	3	remote past	indicative	
4	al	a+il	preposition+article	m.	sg.				contraction
4	viso	viso	noun	m.	sg.				
4	mio	mio	adjective	m.	sg.				
4	sì	sì	adverb						
4	grosso	grosso	adjective	m.	sg.				
4	velo	velo	noun	m.	sg.				
5	come	come	conjunction						
5	quel	quello	adjective	m.	sg.				
5	fummo	fumo	noun	m.	sg.				archaic
5	ch'	che	pronoun						elision
5	ivi	ivi	adverb						
5	ci	ci	pronoun		pl.	1			
5	coperse	coprire	verb		sg.	3	remote past	indicative	
6	né	né	conjunction						
6	a	a	preposition						
6	sentir	sentire	verb						apocope
6	di	di	preposition						
6	così	così	adverb						
6	aspro	aspro	adjective	m.	sg.				
6	pelo	pelo	noun	m.	sg.				
7	che	che	conjunction						
7	l'	lo	article	m.	sg.				elision
7	occhio	occhio	noun	m.	sg.				
7	stare	stare	verb					infinitive	
7	aperto	aperto	adjective	m.	sg.				
7	non	non	adverb						
7	sofferse	soffrire	verb		sg.	3	remote past	indicative	
8	onde	onde	conjunction						
8	la	la	article	f.	sg.				
8	scorta	scorta	noun	f.	sg.				
8	mia	mio	adjective	f.	sg.				
8	saputa	saputo	adjective	f.	sg.				
8	e	e	conjunction						
8	fida	fido	adjective	f.	sg.				
9	mi	mi	pronoun		sg.	1			
9	s'	si	pronoun		sg.	3			elision
9	accostò	accostare	verb		sg.	3	remote past	indicative	
9	e	e	conjunction						
9	l'	lo	article	m.	sg.				elision
9	omero	omero	noun	m.	sg.				
