line	word	lemma	pos	gender	number	person	tense	mood	note
1	La	lo	article	f.	sg.				
1	sete	sete	noun	f.	sg.				
1	natural	naturale	adjective	f.	sg.				apocope
1	che	che	pronoun	f.	sg.				relative
1	mai	mai	adverb						
1	non	non	adverb						
1	sazia	saziare	verb		sg.	3	present	indicative	
2	se	se	conjunction						
2	non	non	adverb						
2	con	con	preposition						
2	l'	lo	article	f.	sg.				elision
2	acqua	acqua	noun	f.	sg.				
2	onde	onde	pronoun		sg.				relative
2	la	lo	article	f.	sg.				
2	femminetta	femminetta	noun	f.	sg.				
3	samaritana	samaritano	adjective	f.	sg.				
3	domandò	domandare	verb		sg.	3	remote past	indicative	
3	la	lo	article	f.	sg.				
3	grazia	grazia	noun	f.	sg.				
4	mi	mi	pronoun		sg.	1			reflexive
4	travagliava	travagliare	verb		sg.	3	imperfect	indicative	
4	e	e	conjunction						
4	pungeami	pungere+mi	verb+pronoun		sg.	3	imperfect	indicative	enclitic, apocope
4	la	lo	article	f.	sg.				
4	fretta	fretta	noun	f.	sg.				
5	per	per	preposition						
5	la	lo	article	f.	sg.				
5	'mpacciata	impacciato	adjective	f.	sg.				elision
5	via	via	noun	f.	sg.				
5	dietro	dietro	preposition						
5	al	a+il	preposition+article	m.	sg.				contraction
5	mio	mio	adjective	m.	sg.				
5	duca	duca	noun	m.	sg.				
6	e	e	conjunction						
6	condoleami	condolere+mi	verb+pronoun		sg.	3	imperfect	indicative	enclitic, apocope
6	a	a	preposition						
6	la	lo	article	f.	sg.				
6	giusta	giusto	adjective	f.	sg.				
6	vendetta	vendetta	noun	f.	sg.				
7	Ed	e	conjunction						euphonic variant
7	ecco	ecco	adverb						
7	sì	sì	adverb						
7	come	come	conjunction						
7	ne	ne	pronoun		sg.				
7	scrive	scrivere	verb		sg.	3	present	indicative	
7	Luca	Luca	proper noun	m.	sg.				
8	che	che	conjunction						
8	Cristo	Cristo	proper noun	m.	sg.				
8	apparve	apparire	verb		sg.	3	remote past	indicative	
8	a'	a+i	preposition+article	m.	pl.				contraction
8	due	due	numeral		pl.				RELCL_HEAD
8	ch'	che	pronoun		pl.				elision
8	erano	essere	verb		pl.	3	imperfect	indicative	
8	in	in	preposition						
8	via	via	noun	f.	sg.				
9	già	già	adverb						
9	surto	sorto	adjective	m.	sg.				archaic
