line	word	lemma	pos	gender	number	person	tense	mood	note
1	Avvegna	avvenire	verb		sg.	3	present	subjunctive	archaic
1	che	che	conjunction						
1	la	il	article	f.	sg.				
1	subitana	subitaneo	adjective	f.	sg.				
1	fuga	fuga	noun	f.	sg.				
2	dispergesse	dispergere	verb		sg.	3	imperfect	subjunctive	
2	color	coloro	pronoun	m.	pl.				apocope
2	per	per	preposition						
2	la	il	article	f.	sg.				
2	campagna	campagna	noun	f.	sg.				
3	rivolti	rivoltare	adjective	m.	pl.				
3	al	a+il	preposition+article	m.	sg.				contraction
3	monte	monte	noun	m.	sg.				
3	ove	ove	adverb						archaic
3	ragion	ragione	noun	f.	sg.				apocope
3	ne	ne	pronoun		sg.				
3	fruga	fuggire	verb		sg.	3	present	indicative	archaic
4	i'	io	pronoun		sg.	1			apocope
4	mi	mi	pronoun		sg.	1			reflexive
4	ristrinsi	ristringersi	verb		sg.	1	remote past	indicative	
4	a	a	preposition						
4	la	la	article	f.	sg.				
4	fida	fido	adjective	f.	sg.				
4	compagna	compagna	noun	f.	sg.				
5	e	e	conjunction						
5	come	come	adverb						
5	sare'	essere	verb		sg.	1	conditional	indicative	apocope
5	io	io	pronoun		sg.	1			
5	sanza	senza	preposition						archaic
5	lui	lui	pronoun	m.	sg.	3			
5	corso	correre	verb	m.	sg.				past participle
6	chi	chi	pronoun		sg.	3			
6	m'	mi	pronoun		sg.	1			elision
6	avria	avere	verb		sg.	3	conditional	indicative	archaic
6	tratto	trarre	verb	m.	sg.				past participle
6	su	su	adverb						
6	per	per	preposition						
6	la	la	article	f.	sg.				
6	montagna	montagna	noun	f.	sg.				
7	El	egli	pronoun	m.	sg.	3			archaic
7	mi	mi	pronoun		sg.	1			
7	parea	parere	verb		sg.	3	imperfect	indicative	
7	da	da	preposition						
7	sé	sé	pronoun		sg.				reflexive
7	stesso	stesso	adjective	m.	sg.				
7	rimorso	rimorso	adjective	m.	sg.				
8	o	o	interjection						
8	dignitosa	dignitoso	adjective	f.	sg.				
8	coscïenza	coscienza	noun	f.	sg.				
8	e	e	conjunction						
8	netta	netto	adjective	f.	sg.				
9	come	come	adverb						
9	t'	tu	pronoun		sg.	2			elision
9	è	essere	verb		sg.	3	present	indicative	
9	picciol	piccolo	adjective	m.	sg.				apocope
9	fallo	fallo	noun	m.	sg.				
9	amaro	amaro	adjective	m.	sg.				
9	morso	morso	noun	m.	sg.				
10	Quando	quando	conjunction						
10	li	lo	article	m.	pl.				
10	piedi	piede	noun	m.	pl.				
10	suoi	suo	adjective	m.	pl.				
10	lasciar	lasciare	verb					infinitive	apocope
10	la	la	article	f.	sg.				
10	fretta	fretta	noun	f.	sg.				
11	che	che	pronoun		sg.				
11	l'	la	article	f.	sg.				elision
11	onestade	onestade	noun	f.	sg.				archaic
11	ad	a	preposition						euphonic
11	ogn'	ogni	adjective		sg.				elision
11	atto	atto	noun	m.	sg.				
11	dismaga	dismagare	verb		sg.	3	present	indicative	archaic
12	la	la	article	f.	sg.				
12	mente	mente	noun	f.	sg.				
12	mia	mio	adjective	f.	sg.				
12	che	che	pronoun		sg.				
12	prima	prima	adverb						
12	era	essere	verb		sg.	3	imperfect	indicative	
12	ristretta	ristretto	adjective	f.	sg.				
13	lo	lo	article	m.	sg.				
13	'ntento	intento	noun	m.	sg.				elision
13	rallargò	rallargare	verb		sg.	3	remote past	indicative	
13	sì	così	adverb						
13	come	come	conjunction						
13	vaga	vagare	verb		sg.	3	present	indicative	
14	e	e	conjunction						
14	diedi	dare	verb		sg.	1	remote past	indicative	
14	'l	il	article	m.	sg.				elision
14	viso	viso	noun	m.	sg.				
14	mio	mio	adjective	m.	sg.				
14	incontr'	incontro	noun	m.	sg.				apocope
14	al	a+il	preposition+article	m.	sg.				contraction
14	poggio	poggio	noun	m.	sg.				
15	che	che	pronoun		sg.				
15	'nverso	inverso	preposition						elision
15	'l	il	article	m.	sg.				elision
15	ciel	cielo	noun	m.	sg.				apocope
15	più	più	adverb						
15	alto	alto	adjective	m.	sg.				
15	si	si	pronoun		sg.	3			reflexive
15	dislaga	dislagare	verb		sg.	3	present	indicative	
16	Lo	lo	article	m.	sg.				
16	sol	sole	noun	m.	sg.				apocope
16	che	che	pronoun		sg.				
16	dietro	dietro	adverb						
16	fiammeggiava	fiammeggiare	verb		sg.	3	imperfect	indicative	
16	roggio	roggio	adjective	m.	sg.				archaic
17	rotto	rotto	adjective	m.	sg.				
17	m'	mi	pronoun		sg.	1			elision
17	era	essere	verb		sg.	3	imperfect	indicative	
17	dinanzi	dinanzi	adverb						
17	a	a	preposition						
17	la	la	article	f.	sg.				
17	figura	figura	noun	f.	sg.				
18	ch'	che	pronoun		sg.				elision
18	avëa	avere	verb		sg.	3	imperfect	indicative	archaic
18	in	in	preposition						
18	me	me	pronoun		sg.	1			
18	de'	di+i	preposition+article	m.	pl.				contraction
18	suoi	suo	adjective	m.	pl.				
18	raggi	raggio	noun	m.	pl.				
18	l'	lo	article	m.	sg.				elision
18	appoggio	appoggio	noun	m.	sg.				
19	Io	io	pronoun		sg.	1			
19	mi	mi	pronoun		sg.	1			reflexive
19	volsi	volgersi	verb		sg.	1	remote past	indicative	
19	dallato	dallato	adjective	m.	sg.				archaic
19	con	con	preposition						
19	paura	paura	noun	f.	sg.				
20	d'	di	preposition						elision
20	essere	essere	verb				infinitive		
20	abbandonato	abbandonare	adjective	m.	sg.				
20	quand'	quando	conjunction						elision
20	io	io	pronoun		sg.	1			
20	vidi	vedere	verb		sg.	1	remote past	indicative	
21	solo	solo	adjective	m.	sg.				
21	dinanzi	dinanzi	adverb						
21	a	a	preposition						
21	me	me	pronoun		sg.	1			
21	la	il	article	f.	sg.				
21	terra	terra	noun	f.	sg.				
21	oscura	oscuro	adjective	f.	sg.				
22	e	e	conjunction						
22	'l	il	article	m.	sg.				elision
22	mio	mio	adjective	m.	sg.				
22	conforto	conforto	noun	m.	sg.				
22	Perché	perché	conjunction						
22	pur	pure	adverb						apocope
22	diffidi	diffidare	verb		sg.	2	present	indicative	
23	a	a	preposition						
23	dir	dire	verb				infinitive		apocope
23	mi	mi	pronoun		sg.	1			
23	cominciò	cominciare	verb		sg.	3	remote past	indicative	
23	tutto	tutto	adjective	m.	sg.				
23	rivolto	rivolto	adjective	m.	sg.				
24	non	non	adverb						
24	credi	credere	verb		sg.	2	present	indicative	
24	tu	tu	pronoun		sg.	2			
24	me	me	pronoun		sg.	1			
24	teco	teco	preposition+pronoun		sg.	2			archaic
24	e	e	conjunction						
24	ch'	che	conjunction						elision
24	io	io	pronoun		sg.	1			
24	ti	ti	pronoun		sg.	2			
24	guidi	guidare	verb		sg.	1	present	subjunctive	
25	Vespero	Vespero	noun	m.	sg.				
25	è	essere	verb		sg.	3	present	indicative	
25	già	già	adverb						
25	colà	colà	adverb						
25	dov'	dove	adverb						elision
25	è	essere	verb		sg.	3	present	indicative	
25	sepolto	seppellire	verb	m.	sg.		past participle		
26	lo	lo	article	m.	sg.				
26	corpo	corpo	noun	m.	sg.				
26	dentro	dentro	preposition						
26	al	a+il	preposition+article	m.	sg.				contraction
26	quale	quale	pronoun	m.	sg.				
26	io	io	pronoun		sg.	1			
26	facea	fare	verb		sg.	1	imperfect	indicative	archaic
26	ombra	ombra	noun	f.	sg.				
27	Napoli	Napoli	proper noun	f.	sg.				
27	l'	lo	pronoun	m.	sg.				elision
27	ha	avere	verb		sg.	3	present	indicative	
27	e	e	conjunction						
27	da	da	preposition						
27	Brandizio	Brandizio	proper noun	m.	sg.				
27	è	essere	verb		sg.	3	present	indicative	
27	tolto	togliere	verb	m.	sg.		past participle		
28	Ora	ora	adverb						
28	se	se	conjunction						
28	innanzi	innanzi	adverb						
28	a	a	preposition						
28	me	me	pronoun		sg.	1			
28	nulla	nulla	pronoun		sg.				
28	s'	si	pronoun		sg.	3			elision
28	aombra	aombrarsi	verb		sg.	3	present	indicative	
29	non	non	adverb						
29	ti	ti	pronoun		sg.	2			
29	maravigliar	maravigliarsi	verb						apocope
29	più	più	adverb						
29	che	che	conjunction						
29	d'	di	preposition						elision
29	i	i	article	m.	pl.				
29	cieli	cielo	noun	m.	pl.				
30	che	che	conjunction						
30	l'	lo	article	m.	sg.				elision
30	uno	uno	pronoun	m.	sg.				
30	a	a	preposition						
30	l'	lo	article	m.	sg.				elision
30	altro	altro	adjective	m.	sg.				
30	raggio	raggio	noun	m.	sg.				
30	non	non	adverb						
30	ingombra	ingombrare	verb		sg.	3	present	indicative	
31	A	a	preposition						
31	sofferir	soffrire	verb				infinitive		apocope
31	tormenti	tormento	noun	m.	pl.				
31	caldi	caldo	adjective	m.	pl.				
31	e	e	conjunction						
31	geli	gelo	noun	m.	pl.				
32	simili	simile	adjective	m.	pl.				
32	corpi	corpo	noun	m.	pl.				
32	la	il	article	f.	sg.				
32	Virtù	virtù	noun	f.	sg.				
32	dispone	disporre	verb		sg.	3	present	indicative	
33	che	che	conjunction						
33	come	come	adverb						
33	fa	fare	verb		sg.	3	present	indicative	
33	non	non	adverb						
33	vuol	volere	verb		sg.	3	present	indicative	apocope
33	ch'	che	conjunction						elision
33	a	a	preposition						
33	noi	noi	pronoun		pl.	1			
33	si	si	pronoun		sg.	3			reflexive
33	sveli	svelare	verb		sg.	3	present	subjunctive	
34	Matto	matto	adjective	m.	sg.				
34	è	essere	verb		sg.	3	present	indicative	
34	chi	chi	pronoun		sg.				
34	spera	sperare	verb		sg.	3	present	indicative	
34	che	che	conjunction						
34	nostra	nostro	adjective	f.	sg.				
34	ragione	ragione	noun	f.	sg.				
35	possa	potere	verb		sg.	3	present	subjunctive	
35	trascorrer	trascorrere	verb						apocope
35	la	il	article	f.	sg.				
35	infinita	infinito	adjective	f.	sg.				
35	via	via	noun	f.	sg.				
36	che	che	pronoun	f.	sg.				relative
36	tiene	tenere	verb		sg.	3	present	indicative	
36	una	uno	article	f.	sg.				indefinite
36	sustanza	sostanza	noun	f.	sg.				archaic
36	in	in	preposition						
36	tre	tre	numeral						
36	persone	persona	noun	f.	pl.				
37	State	stare	verb		pl.	2	present	imperative	
37	contenti	contento	adjective	m.	pl.				
37	umana	umano	adjective	f.	sg.				
37	gente	gente	noun	f.	sg.				
37	al	a+il	preposition+article	m.	sg.				contraction
37	quia	quia	noun	m.	sg.				archaic
38	ché	che	conjunction						
38	se	se	conjunction						
38	potuto	potere	verb	m.	sg.				past participle
38	aveste	avere	verb		pl.	2	imperfect	subjunctive	
38	veder	vedere	verb						apocope
38	tutto	tutto	pronoun	m.	sg.				
39	mestier	mestiere	noun	m.	sg.				apocope
39	non	non	adverb						
39	era	essere	verb		sg.	3	imperfect	indicative	
39	parturir	partorire	verb						apocope
39	Maria	Maria	noun	f.	sg.				
40	e	e	conjunction						
40	disïar	desiderare	noun	m.	sg.				apocope
40	vedeste	vedere	verb		pl.	2	imperfect	subjunctive	
40	sanza	senza	preposition						archaic
40	frutto	frutto	noun	m.	sg.				
41	tai	tale	adjective	m.	pl.				
41	che	che	conjunction						
41	sarebbe	essere	verb		sg.	3	conditional	indicative	
41	lor	loro	pronoun		pl.	3			
41	disio	desiderio	noun	m.	sg.				apocope
41	quetato	quietare	adjective	m.	sg.				past participle
42	ch'	che	conjunction						elision
42	etternalmente	etternalmente	adverb						
42	è	essere	verb		sg.	3	present	indicative	
42	dato	dare	adjective	m.	sg.				past participle
42	lor	loro	pronoun		pl.	3			
42	per	per	preposition						
42	lutto	lutto	noun	m.	sg.				
43	io	io	pronoun		sg.	1			
43	dico	dire	verb		sg.	1	present	indicative	
43	d'	di	preposition						elision
43	Aristotile	Aristotele	noun	m.	sg.				archaic
43	e	e	conjunction						
43	di	di	preposition						
43	Plato	Platone	noun	m.	sg.				archaic
44	e	e	conjunction						
44	di	di	preposition						
44	molt'	molto	adjective	m.	pl.				apocope
44	altri	altro	adjective	m.	pl.				
44	e	e	conjunction						
44	qui	qui	adverb						
44	chinò	chinare	verb		sg.	3	remote past	indicative	
44	la	il	article	f.	sg.				
44	fronte	fronte	noun	f.	sg.				
45	e	e	conjunction						
45	più	più	adverb						
45	non	non	adverb						
45	disse	dire	verb		sg.	3	remote past	indicative	
45	e	e	conjunction						
45	rimase	rimanere	verb		sg.	3	remote past	indicative	
45	turbato	turbato	adjective	m.	sg.				
46	Noi	noi	pronoun		pl.	1			
46	divenimmo	divenire	verb		pl.	1	remote past	indicative	
46	intanto	intanto	adverb						
46	a	a	preposition						
46	piè	piede	noun	m.	sg.				apocope
46	del	di+il	preposition+article	m.	sg.				contraction
46	monte	monte	noun	m.	sg.				
47	quivi	quivi	adverb						
47	trovammo	trovare	verb		pl.	1	remote past	indicative	
47	la	il	article	f.	sg.				
47	roccia	roccia	noun	f.	sg.				
47	sì	sì	adverb						
47	erta	erto	adjective	f.	sg.				
48	che	che	conjunction						
48	'ndarno	andare	verb		pl.	3			aphesis
48	vi	vi	pronoun						
48	sarien	essere	verb		pl.	3	present	conditional	archaic
48	le	il	article	f.	pl.				
48	gambe	gamba	noun	f.	pl.				
48	pronte	pronto	adjective	f.	pl.				
49	Tra	tra	preposition						
49	Lerice	Lerice	proper noun	m.	sg.				
49	e	e	conjunction						
49	Turbìa	Turbìa	proper noun	f.	sg.				
49	la	lo	article	f.	sg.				
49	più	più	adverb						
49	diserta	deserto	adjective	f.	sg.				archaic
50	la	lo	article	f.	sg.				
50	più	più	adverb						
50	rotta	rotto	adjective	f.	sg.				
50	ruina	ruina	noun	f.	sg.				
50	è	essere	verb		sg.	3	present	indicative	
50	una	uno	article	f.	sg.				indefinite
50	scala	scala	noun	f.	sg.				
51	verso	verso	preposition						
51	di	di	preposition						
51	quella	quello	pronoun	f.	sg.				
51	agevole	agevole	adjective		sg.				
51	e	e	conjunction						
51	aperta	aperto	adjective	f.	sg.				
52	Or	ora	adverb						
52	chi	chi	pronoun		sg.				
52	sa	sapere	verb		sg.	3	present	indicative	
52	da	da	preposition						
52	qual	quale	adjective		sg.				
52	man	mano	noun	f.	sg.				apocope
52	la	la	article	f.	sg.				
52	costa	costa	noun	f.	sg.				
52	cala	calare	verb		sg.	3	present	indicative	
53	disse	dire	verb		sg.	3	remote past	indicative	
53	'l	il	article	m.	sg.				elision
53	maestro	maestro	noun	m.	sg.				
53	mio	mio	adjective	m.	sg.				
53	fermando	fermare	verb				gerund		
53	'l	il	article	m.	sg.				elision
