line	word	lemma	pos	gender	number	person	tense	mood	note
1	Quanto	quanto	adverb						
1	tra	tra	preposition						
1	l'	il	article	m.	sg.				elision
1	ultimar	ultimo	adjective	m.	sg.				apocope
1	de	di	preposition						archaic
1	l'	la	article	f.	sg.				elision
1	ora	ora	noun	f.	sg.				
1	terza	terzo	adjective	f.	sg.				
2	e	e	conjunction						
2	'l	il	article	m.	sg.				elision
2	principio	principio	noun	m.	sg.				
2	del	di+il	preposition+article	m.	sg.				contraction
2	dì	dì	noun	m.	sg.				
2	par	parere	verb		sg.	3	present	indicative	
2	de	di	preposition						archaic
2	la	la	article	f.	sg.				
2	spera	sfera	noun	f.	sg.				archaic
3	che	che	pronoun						relative
3	sempre	sempre	adverb						
3	a	a	preposition						
3	guisa	guisa	noun	f.	sg.				
3	di	di	preposition						
3	fanciullo	fanciullo	noun	m.	sg.				
3	scherza	scherzare	verb		sg.	3	present	indicative	
4	tanto	tanto	adverb						
4	pareva	parere	verb		sg.	3	imperfect	indicative	
4	già	già	adverb						
4	inver'	in+verità	adverb						elision
4	la	lo	article	f.	sg.				
4	sera	sera	noun	f.	sg.				
5	essere	essere	verb					infinitive	
5	al	a+il	preposition+article	m.	sg.				contraction
5	sol	sole	noun	m.	sg.				apocope
5	del	di+il	preposition+article	m.	sg.				contraction
5	suo	suo	adjective	m.	sg.				
5	corso	corso	noun	m.	sg.				
5	rimaso	rimanere	verb	m.	sg.		past participle		
6	vespero	vespro	noun	m.	sg.				
6	là	là	adverb						
6	e	e	conjunction						
6	qui	qui	adverb						
6	mezza	mezzo	adjective	f.	sg.				
6	notte	notte	noun	f.	sg.				
6	era	essere	verb		sg.	3	imperfect	indicative	
7	E	e	conjunction						
7	i	il	article	m.	pl.				
7	raggi	raggio	noun	m.	pl.				
7	ne	ne	pronoun		sg.	3			
7	ferien	ferire	verb		pl.	3	remote past	indicative	apocope
7	per	per	preposition						
7	mezzo	mezzo	noun	m.	sg.				
7	'l	lo	article	m.	sg.				elision
7	naso	naso	noun	m.	sg.				
8	perché	perché	conjunction						
8	per	per	preposition						
8	noi	noi	pronoun		pl.	1			
8	girato	girare	verb	m.	sg.		past participle		
8	era	essere	verb		sg.	3	imperfect	indicative	
8	sì	sì	adverb						
8	'l	lo	article	m.	sg.				elision
8	monte	monte	noun	m.	sg.				
9	che	che	conjunction						
9	già	già	adverb						
9	dritti	diritto	adjective	m.	pl.				
9	andavamo	andare	verb		pl.	1	imperfect	indicative	
9	inver'	in+verso	preposition						contraction
9	l'	lo	article	m.	sg.				elision
9	occaso	occaso	noun	m.	sg.				
10	quand'	quando	conjunction						elision
10	io	io	pronoun		sg.	1			
10	senti'	sentire	verb		sg.	1	remote past	indicative	apocope
10	a	a	preposition						
10	me	me	pronoun		sg.	1			
10	gravar	gravare	verb				infinitive		apocope
10	la	lo	article	f.	sg.				
10	fronte	fronte	noun	f.	sg.				
11	a	a	preposition						
11	lo	lo	article	m.	sg.				
11	splendore	splendore	noun	m.	sg.				
11	assai	assai	adverb						
11	più	più	adverb						
11	che	che	conjunction						
11	di	di	preposition						
11	prima	prima	adverb						
12	e	e	conjunction						
12	stupor	stupore	noun	m.	sg.				apocope
12	m'	mi	pronoun		sg.	1			elision
12	eran	essere	verb		pl.	3	imperfect	indicative	apocope
12	le	lo	article	f.	pl.				
12	cose	cosa	noun	f.	pl.				
12	non	non	adverb						
12	conte	contare	adjective	f.	pl.				archaic
13	ond'	onde	conjunction						elision
13	io	io	pronoun		sg.	1			
13	levai	levare	verb		sg.	1	remote past	indicative	
13	le	lo	article	f.	pl.				
13	mani	mano	noun	f.	pl.				
13	inver'	in+verso	preposition						contraction
13	la	lo	article	f.	sg.				
13	cima	cima	noun	f.	sg.				
14	de	di	preposition						archaic
14	le	lo	article	f.	pl.				
14	mie	mio	adjective	f.	pl.				
14	ciglia	ciglia	noun	f.	pl.				
14	e	e	conjunction						
14	fecimi	fare+mi	verb+pronoun		sg.	3	remote past	indicative	enclitic
14	'l	il	article	m.	sg.				elision
14	solecchio	solecchio	noun	m.	sg.				
15	che	che	pronoun						relative
15	del	di+il	preposition+article	m.	sg.				contraction
15	soverchio	soverchio	adjective	m.	sg.				
15	visibile	visibile	adjective	m.	sg.				
15	lima	limare	verb		sg.	3	present	indicative	
16	Come	come	conjunction						
16	quando	quando	conjunction						
16	da	da	preposition						
16	l'	lo	article	f.	sg.				elision
16	acqua	acqua	noun	f.	sg.				
16	o	o	conjunction						
16	da	da	preposition						
16	lo	lo	article	m.	sg.				
16	specchio	specchio	noun	m.	sg.				
17	salta	saltare	verb		sg.	3	present	indicative	
17	lo	lo	article	m.	sg.				
17	raggio	raggio	noun	m.	sg.				
17	a	a	preposition						
17	l'	la	article	f.	sg.				elision
17	opposita	opposto	adjective	f.	sg.				
17	parte	parte	noun	f.	sg.				
18	salendo	salire	verb				gerund		
18	su	su	adverb						
18	per	per	preposition						
18	lo	lo	article	m.	sg.				
18	modo	modo	noun	m.	sg.				
18	parecchio	parecchio	adjective	m.	sg.				
19	a	a	preposition						
19	quel	quello	adjective	m.	sg.				RELCL_HEAD
19	che	che	pronoun		sg.	3			
19	scende	scendere	verb		sg.	3	present	indicative	
19	e	e	conjunction						
19	tanto	tanto	adverb						
19	si	si	pronoun		sg.	3			reflexive
19	diparte	dipartire	verb		sg.	3	present	indicative	
20	dal	da+il	preposition+article	m.	sg.				contraction
20	cader	cadere	noun	m.	sg.				apocope
20	de	di	preposition						archaic
20	la	la	article	f.	sg.				
20	pietra	pietra	noun	f.	sg.				
20	in	in	preposition						
20	igual	uguale	adjective	f.	sg.				archaic
20	tratta	tratta	noun	f.	sg.				
21	sì	sì	adverb						
21	come	come	conjunction						
21	mostra	mostrare	verb		sg.	3	present	indicative	
21	esperïenza	esperienza	noun	f.	sg.				archaic
21	e	e	conjunction						
21	arte	arte	noun	f.	sg.				
22	così	così	adverb						
22	mi	mi	pronoun		sg.	1			
22	parve	parere	verb		sg.	3	remote past	indicative	
22	da	da	preposition						
22	luce	luce	noun	f.	sg.				
22	rifratta	rifrattare	adjective	f.	sg.				
23	quivi	quivi	adverb						
23	dinanzi	dinanzi	adverb						
23	a	a	preposition						
23	me	me	pronoun		sg.	1			
23	esser	essere	verb				infinitive		apocope
23	percosso	percuotere	adjective	m.	sg.				
24	per	per	preposition						
24	che	che	conjunction						
24	a	a	preposition						
24	fuggir	fuggire	verb				infinitive		apocope
24	la	il	article	f.	sg.				
24	mia	mio	adjective	f.	sg.				
24	vista	vista	noun	f.	sg.				
24	fu	essere	verb		sg.	3	remote past	indicative	
24	ratta	ratto	adjective	f.	sg.				
25	Che	che	pronoun		sg.				
25	è	essere	verb		sg.	3	present	indicative	
25	quel	quello	pronoun	m.	sg.				
25	dolce	dolce	adjective	m.	sg.				
25	padre	padre	noun	m.	sg.				
25	a	a	preposition						
25	che	che	pronoun		sg.				
25	non	non	adverb						
25	posso	potere	verb		sg.	1	present	indicative	
26	schermar	schermare	verb						apocope
26	lo	lo	article	m.	sg.				
26	viso	viso	noun	m.	sg.				
26	tanto	tanto	adverb						
26	che	che	conjunction						
26	mi	mi	pronoun		sg.	1			reflexive
26	vaglia	valere	verb		sg.	3	present	indicative	
27	diss'	dire	verb		sg.	1	remote past	indicative	elision
27	io	io	pronoun		sg.	1			
27	e	e	conjunction						
27	pare	parere	verb		sg.	3	present	indicative	
27	inver'	invero	adverb						apocope
27	noi	noi	pronoun		pl.	1			
27	esser	essere	verb						apocope
27	mosso	mosso	adjective	m.	sg.				
28	Non	non	adverb						
28	ti	ti	pronoun		sg.	2			
28	maravigliar	maravigliarsi	verb					infinitive	apocope
28	s'	se	conjunction						elision
