line	word	lemma	pos	gender	number	person	tense	mood	note
1	Già	già	adverb						
1	era	essere	verb		sg.	3	imperfect	indicative	
1	'l	il	article	m.	sg.				elision
1	sole	sole	noun	m.	sg.				
1	a	a	preposition						
1	l'	lo	article	m.	sg.				elision
1	orizzonte	orizzonte	noun	m.	sg.				
1	giunto	giungere	adjective	m.	sg.				
2	lo	lo	article	m.	sg.				
2	cui	cui	pronoun		sg.				relative
2	meridïan	meridiano	adjective	m.	sg.				apocope
2	cerchio	cerchio	noun	m.	sg.				
2	coverchia	coverchiare	verb		sg.	3	present	indicative	
3	Ierusalèm	Gerusalemme	noun	f.	sg.				
3	col	con+il	preposition+article	m.	sg.				contraction
3	suo	suo	adjective	m.	sg.				possessive
3	più	più	adverb						
3	alto	alto	adjective	m.	sg.				
3	punto	punto	noun	m.	sg.				
4	e	e	conjunction						
4	la	il	article	f.	sg.				
4	notte	notte	noun	f.	sg.				
4	che	che	pronoun						
4	opposita	opposto	adjective	f.	sg.				
4	a	a	preposition						
4	lui	lui	pronoun	m.	sg.	3			
4	cerchia	cerchiare	verb		sg.	3	present	indicative	
5	uscia	uscire	verb		sg.	3	imperfect	indicative	
5	di	di	preposition						
5	Gange	Gange	noun	m.	sg.				
5	fuor	fuori	adverb						apocope
5	con	con	preposition						
5	le	il	article	f.	pl.				
5	Bilance	bilancia	noun	f.	pl.				
6	che	che	pronoun						
6	le	lo	pronoun	f.	pl.				
6	caggion	cacciare	verb		pl.	3	present	indicative	apocope
6	di	di	preposition						
6	man	mano	noun	f.	sg.				apocope
6	quando	quando	conjunction						
6	soverchia	soverchiare	verb		sg.	3	present	indicative	
7	sì	sì	adverb						
7	che	che	conjunction						
7	le	lo	article	f.	pl.				
7	bianche	bianco	adjective	f.	pl.				
7	e	e	conjunction						
7	le	lo	article	f.	pl.				
7	vermiglie	vermiglio	adjective	f.	pl.				
7	guance	guancia	noun	f.	pl.				
8	là	là	adverb						
8	dov'	dove	adverb						elision
8	i'	io	pronoun		sg.	1			apocope
8	era	essere	verb		sg.	1	imperfect	indicative	
8	de	di	preposition						archaic
8	la	lo	article	f.	sg.				
8	bella	bello	adjective	f.	sg.				
8	Aurora	Aurora	noun	f.	sg.				
9	per	per	preposition						
9	troppa	troppo	adjective	f.	sg.				
9	etate	età	noun	f.	sg.				archaic
9	divenivan	divenire	verb		pl.	3	imperfect	indicative	apocope
9	rance	ranco	adjective	f.	pl.				
10	Noi	noi	pronoun		pl.	1			
10	eravam	essere	verb		pl.	1	imperfect	indicative	apocope
10	lunghesso	lungo+esso	preposition+pronoun	m.	sg.				contraction
10	mare	mare	noun	m.	sg.				
10	ancora	ancora	adverb						
11	come	come	conjunction						
11	gente	gente	noun	f.	sg.				
11	che	che	pronoun		sg.				relative
11	pensa	pensare	verb		sg.	3	present	indicative	
11	a	a	preposition						
11	suo	suo	adjective	m.	sg.				possessive
11	cammino	cammino	noun	m.	sg.				
12	che	che	pronoun		sg.				relative
12	va	andare	verb		sg.	3	present	indicative	
12	col	con+il	preposition+article	m.	sg.				contraction
12	cuore	cuore	noun	m.	sg.				
12	e	e	conjunction						
12	col	con+il	preposition+article	m.	sg.				contraction
12	corpo	corpo	noun	m.	sg.				
12	dimora	dimorare	verb		sg.	3	present	indicative	
13	Ed	e	conjunction						euphonic
13	ecco	ecco	adverb						
13	qual	quale	pronoun		sg.				apocope
13	sorpreso	sorpreso	adjective	m.	sg.				
13	dal	da+il	preposition+article	m.	sg.				contraction
13	mattino	mattino	noun	m.	sg.				
14	per	per	preposition						
14	li	lo	article	m.	pl.				archaic
14	grossi	grosso	adjective	m.	pl.				
14	vapor	vapore	noun	m.	pl.				apocope
14	Marte	Marte	proper noun	m.	sg.				
14	rosseggia	rosseggiare	verb		sg.	3	present	indicative	
15	giù	giù	adverb						
15	nel	in+il	preposition+article	m.	sg.				contraction
15	ponente	ponente	noun	m.	sg.				
15	sovra	sopra	preposition						archaic
15	'l	lo	article	m.	sg.				elision
15	suol	suolo	noun	m.	sg.				apocope
15	marino	marino	adjective	m.	sg.				
16	cotal	cotale	adjective	m.	sg.				archaic
16	m'	mi	pronoun		sg.	1			elision
16	apparve	apparire	verb		sg.	3	remote past	indicative	
16	s'	se	conjunction						elision
16	io	io	pronoun		sg.	1			
16	ancor	ancora	adverb						apocope
16	lo	lo	pronoun	m.	sg.	3			
16	veggia	vedere	verb		sg.	1	imperfect	subjunctive	
17	un	uno	article	m.	sg.				indefinite
17	lume	lume	noun	m.	sg.				
17	per	per	preposition						
17	lo	lo	article	m.	sg.				
17	mar	mare	noun	m.	sg.				apocope
17	venir	venire	verb						apocope
17	sì	sì	adverb						
17	ratto	ratto	adjective	m.	sg.				
18	che	che	conjunction						
18	'l	il	article	m.	sg.				elision
18	muover	muovere	noun	m.	sg.				apocope
18	suo	suo	adjective	m.	sg.				
18	nessun	nessuno	adjective	m.	sg.				apocope
18	volar	volare	noun	m.	sg.				apocope
18	pareggia	pareggiare	verb		sg.	3	present	indicative	
19	Dal	di+il	preposition+article	m.	sg.				contraction
19	qual	quale	pronoun	m.	sg.				apocope
19	com'	come	conjunction						elision
19	io	io	pronoun		sg.	1			
19	un	uno	article	m.	sg.				indefinite
19	poco	poco	adverb						
19	ebbi	avere	verb		sg.	1	remote past	indicative	
19	ritratto	ritrarre	verb	m.	sg.		past participle		
20	l'	lo	article	m.	sg.				elision
20	occhio	occhio	noun	m.	sg.				
20	per	per	preposition						
20	domandar	domandare	verb				infinitive		apocope
20	lo	lo	article	m.	sg.				
20	duca	duca	noun	m.	sg.				
20	mio	mio	adjective	m.	sg.				
21	rividil	rivedere+lo	verb+pronoun		sg.	1	remote past	indicative	contraction
21	più	più	adverb						
21	lucente	lucente	adjective	m.	sg.				
21	e	e	conjunction						
21	maggior	maggiore	adjective	m.	sg.				apocope
21	fatto	fare	verb	m.	sg.		past participle		
22	Poi	poi	adverb						
22	d'	di	preposition						elision
22	ogne	ogni	adjective		sg.				
22	lato	lato	noun	m.	sg.				
22	ad	a	preposition						
22	esso	esso	pronoun	m.	sg.				
22	m'	mi	pronoun		sg.	1			elision
22	appario	apparire	verb		sg.	3	remote past	indicative	
23	un	uno	article	m.	sg.				indefinite
23	non	non	adverb						
23	sapeva	sapere	verb		sg.	3	imperfect	indicative	
23	che	che	pronoun						archaic
23	bianco	bianco	adjective	m.	sg.				
23	e	e	conjunction						
23	di	di	preposition						
23	sotto	sotto	adverb						
24	a	a	preposition						
24	poco	poco	noun	m.	sg.				
24	a	a	preposition						
24	poco	poco	noun	m.	sg.				
24	un	uno	article	m.	sg.				indefinite
24	altro	altro	adjective	m.	sg.				
24	a	a	preposition						
24	lui	lui	pronoun	m.	sg.				
24	uscìo	uscire	verb		sg.	3	remote past	indicative	archaic
25	Lo	lo	article	m.	sg.				
25	mio	mio	adjective	m.	sg.				
25	maestro	maestro	noun	m.	sg.				
25	ancor	ancora	adverb						apocope
25	non	non	adverb						
25	facea	fare	verb		sg.	3	imperfect	indicative	archaic
25	motto	motto	noun	m.	sg.				
26	mentre	mentre	conjunction						
26	che	che	conjunction						
26	i	il	article	m.	pl.				
26	primi	primo	adjective	m.	pl.				
26	bianchi	bianco	adjective	m.	pl.				
26	apparver	apparire	verb		pl.	3	remote past	indicative	apocope
26	ali	ala	noun	f.	pl.				
27	allor	allora	adverb						apocope
27	che	che	conjunction						
27	ben	bene	adverb						apocope
27	conobbe	conoscere	verb		sg.	3	remote past	indicative	
27	il	il	article	m.	sg.				
27	galeotto	galeotto	noun	m.	sg.				
28	gridò	gridare	verb		sg.	3	remote past	indicative	
28	Fa	fare	verb		sg.	2	present	imperative	
28	fa	fare	verb		sg.	2	present	imperative	
28	che	che	conjunction						
28	le	lo	article	f.	pl.				
28	ginocchia	ginocchio	noun	f.	pl.				
28	cali	calare	verb		sg.	2	present	subjunctive	
29	Ecco	ecco	adverb						
29	l'	lo	article	m.	sg.				elision
29	angel	angelo	noun	m.	sg.				apocope
29	di	di	preposition						
29	Dio	Dio	noun	m.	sg.				
29	piega	piegare	verb		sg.	2	present	imperative	
29	le	lo	article	f.	pl.				
29	mani	mano	noun	f.	pl.				
30	omai	ormai	adverb						archaic
30	vedrai	vedere	verb		sg.	2	future	indicative	
30	di	di	preposition						
30	sì	sì	adverb						
30	fatti	fatto	adjective	m.	pl.				
30	officiali	officiale	noun	m.	pl.				
31	Vedi	vedere	verb		sg.	2	present	indicative	
31	che	che	conjunction						
31	sdegna	sdegnare	verb		sg.	3	present	indicative	
31	li	lo	article	m.	pl.				archaic
31	argomenti	argomento	noun	m.	pl.				
31	umani	umano	adjective	m.	pl.				
32	sì	sì	adverb						
32	che	che	conjunction						
32	remo	remo	noun	m.	sg.				
32	non	non	adverb						
32	vuol	volere	verb		sg.	3	present	indicative	apocope
32	né	né	conjunction						
32	altro	altro	adjective	m.	sg.				
32	velo	velo	noun	m.	sg.				
33	che	che	conjunction						
33	l'	le	article	f.	pl.				elision
33	ali	ala	noun	f.	pl.				
33	sue	suo	adjective	f.	pl.				
33	tra	tra	preposition						
33	liti	lito	noun	f.	pl.				
33	sì	sì	adverb						
33	lontani	lontano	adjective	m.	pl.				archaic agreement
34	Vedi	vedere	verb		sg.	2	present	indicative	
34	come	come	conjunction						
34	l'	lo	pronoun	m.	sg.	3			elision
34	ha	avere	verb		sg.	3	present	indicative	
34	dritte	diritto	adjective	f.	pl.				
34	verso	verso	preposition						
34	'l	il	article	m.	sg.				elision
34	cielo	cielo	noun	m.	sg.				
35	trattando	trattare	verb				gerund		
35	l'	lo	article	m.	sg.				elision
35	aere	aere	noun	m.	sg.				archaic
35	con	con	preposition						
35	l'	le	article	f.	pl.				elision
35	etterne	eterno	adjective	f.	pl.				
35	penne	penna	noun	f.	pl.				
36	che	che	pronoun		pl.	3			relative
36	non	non	adverb						
36	si	si	pronoun		pl.	3			reflexive
36	mutan	mutare	verb		pl.	3	present	indicative	apocope
36	come	come	conjunction						
36	mortal	mortale	adjective	m.	sg.				apocope
36	pelo	pelo	noun	m.	sg.				
37	Poi	poi	adverb						
37	come	come	conjunction						
37	più	più	adverb						
