line	word	lemma	pos	gender	number	person	tense	mood	note
1	Poscia	poscia	adverb						
1	che	che	conjunction						
1	l'	le	article	f.	pl.				elision
1	accoglienze	accoglienza	noun	f.	pl.				
1	oneste	onesto	adjective	f.	pl.				
1	e	e	conjunction						
1	liete	lieto	adjective	f.	pl.				
2	furo	essere	verb		pl.	3	remote past	indicative	archaic
2	iterate	iterare	verb	f.	pl.		past participle		
2	tre	tre	numeral						
2	e	e	conjunction						
2	quattro	quattro	numeral						
2	volte	volta	noun	f.	pl.				
3	Sordel	Sordel	proper noun	m.	sg.				
3	si	si	pronoun		sg.	3			reflexive
3	trasse	trarre	verb		sg.	3	remote past	indicative	
3	e	e	conjunction						
3	disse	dire	verb		sg.	3	remote past	indicative	
3	Voi	voi	pronoun		pl.	2			
3	chi	chi	pronoun						
3	siete	essere	verb		pl.	2	present	indicative	
4	Anzi	anzi	adverb						
4	che	che	conjunction						
4	a	a	preposition						
4	questo	questo	adjective	m.	sg.				
4	monte	monte	noun	m.	sg.				
4	fosser	essere	verb		pl.	3	imperfect	subjunctive	apocope
4	volte	volgere	verb	f.	pl.				past participle
5	l'	le	article	f.	pl.				elision
5	anime	anima	noun	f.	pl.				
5	degne	degno	adjective	f.	pl.				
5	di	di	preposition						
5	salire	salire	verb						infinitive
5	a	a	preposition						
5	Dio	Dio	noun	m.	sg.				
6	fur	essere	verb		pl.	3	remote past	indicative	apocope
6	l'	le	article	f.	pl.				elision
6	ossa	osso	noun	f.	pl.				
6	mie	mio	adjective	f.	pl.				
6	per	per	preposition						
6	Ottavian	Ottaviano	noun	m.	sg.				apocope
6	sepolte	seppellire	verb	f.	pl.				past participle
7	Io	io	pronoun		sg.	1			
7	son	essere	verb		sg.	1	present	indicative	
7	Virgilio	Virgilio	proper noun	m.	sg.				
7	e	e	conjunction						
7	per	per	preposition						
7	null'	nullo	adjective	m.	sg.				elision
7	altro	altro	adjective	m.	sg.				
7	rio	rio	noun	m.	sg.				
8	lo	il	article	m.	sg.				archaic
8	ciel	cielo	noun	m.	sg.				apocope
8	perdei	perdere	verb		sg.	1	remote past	indicative	
8	che	che	conjunction						
8	per	per	preposition						
8	non	non	adverb						
8	aver	avere	verb		sg.		present	infinitive	apocope
8	fé	fede	noun	f.	sg.				apocope
9	Così	così	adverb						
9	rispuose	rispondere	verb		sg.	3	remote past	indicative	
9	allora	allora	adverb						
9	il	il	article	m.	sg.				
9	duca	duca	noun	m.	sg.				
9	mio	mio	adjective	m.	sg.				
10	Qual	quale	pronoun	m.	sg.				
10	è	essere	verb		sg.	3	present	indicative	
10	colui	colui	pronoun	m.	sg.				
10	che	che	pronoun	m.	sg.				
10	cosa	cosa	noun	f.	sg.				
10	innanzi	innanzi	adverb						
10	sé	sé	pronoun		sg.				
11	sùbita	subito	adverb						archaic
11	vede	vedere	verb		sg.	3	present	indicative	
11	ond'	onde	conjunction						elision
11	e'	egli	pronoun	m.	sg.				elision
11	si	si	pronoun		sg.				reflexive
11	maraviglia	maravigliare	verb		sg.	3	present	indicative	
12	che	che	conjunction						
12	crede	credere	verb		sg.	3	present	indicative	
12	e	e	conjunction						
12	non	non	adverb						
12	dicendo	dire	verb				gerund		
12	Ella	ella	pronoun	f.	sg.				
12	è	essere	verb		sg.	3	present	indicative	
12	non	non	adverb						
12	è	essere	verb		sg.	3	present	indicative	
13	tal	tale	adjective	m.	sg.				apocope
13	parve	parere	verb		sg.	3	remote past	indicative	
13	quelli	quello	pronoun	m.	sg.				archaic
13	e	e	conjunction						
13	poi	poi	adverb						
13	chinò	chinare	verb		sg.	3	remote past	indicative	
13	le	il	article	f.	pl.				
13	ciglia	ciglia	noun	f.	pl.				
14	e	e	conjunction						
14	umilmente	umilmente	adverb						
14	ritornò	ritornare	verb		sg.	3	remote past	indicative	
14	ver'	verso	preposition						elision
14	lui	lui	pronoun	m.	sg.				
15	e	e	conjunction						
