line	word	lemma	pos	gender	number	person	tense	mood	note
1	Di	di	preposition						
1	pari	pari	adjective		sg.				
1	come	come	conjunction						
1	buoi	bue	noun	m.	pl.				
1	che	che	pronoun		pl.				
1	vanno	andare	verb		pl.	3	present	indicative	
1	a	a	preposition						
1	giogo	giogo	noun	m.	sg.				
2	m'	mi	pronoun		sg.	1			elision
2	andava	andare	verb		sg.	1	imperfect	indicative	
2	io	io	pronoun		sg.	1			
2	con	con	preposition						
2	quell'	quello	adjective	f.	sg.				elision
2	anima	anima	noun	f.	sg.				
2	carca	carico	adjective	f.	sg.				archaic
3	fin	fine	noun	m.	sg.				apocope, NO_NP
3	che	che	conjunction						
3	'l	lo	pronoun	m.	sg.				elision
3	sofferse	soffrire	verb		sg.	3	remote past	indicative	
3	il	il	article	m.	sg.				
3	dolce	dolce	adjective	m.	sg.				
3	pedagogo	pedagogo	noun	m.	sg.				
4	Ma	ma	conjunction						
4	quando	quando	conjunction						
4	disse	dire	verb		sg.	3	remote past	indicative	
4	Lascia	lasciare	verb		sg.	2	present	imperative	
4	lui	lui	pronoun	m.	sg.	3			
4	e	e	conjunction						
4	varca	varcare	verb		sg.	2	present	imperative	
5	ché	perché	conjunction						contraction
5	qui	qui	adverb						
5	è	essere	verb		sg.	3	present	indicative	
5	buono	buono	adjective	m.	sg.				
5	con	con	preposition						
5	l'	le	article	f.	pl.				elision
5	ali	ala	noun	f.	pl.				
5	e	e	conjunction						
5	coi	con+i	preposition+article	m.	pl.				contraction
5	remi	remo	noun	m.	pl.				
6	quantunque	quantunque	conjunction						
6	può	potere	verb		sg.	3	present	indicative	
6	ciascun	ciascuno	pronoun	m.	sg.				apocope
6	pinger	pingere	verb				infinitive		archaic
6	sua	suo	adjective	f.	sg.				
6	barca	barca	noun	f.	sg.				
7	dritto	dritto	adjective	m.	sg.				
7	sì	sì	adverb						
7	come	come	conjunction						
7	andar	andare	verb		sg.				apocope
7	vuolsi	volere+si	verb+pronoun		sg.	3	present	indicative	enclitic
7	rife'	rifare	verb		sg.	1	remote past	indicative	apocope
7	mi	mi	pronoun		sg.	1			reflexive
8	con	con	preposition						
8	la	la	article	f.	sg.				
8	persona	persona	noun	f.	sg.				
8	avvegna	avvenire	verb		sg.	3	present	subjunctive	archaic
8	che	che	conjunction						
8	i	il	article	m.	pl.				
8	pensieri	pensiero	noun	m.	pl.				
