line	token	word	case
1	2	tu	vocative
1	3	che	nominative
2	5	me	ablative
3	1	che	nominative
3	5	m'	dative
5	4	questo	nominative
8	4	si	reflexive
8	8	si	reflexive
10	5	Che	accusative
11	3	me	ablative
12	2	te	ablative
14	1	mi	dative
15	2	quale	ablative
19	3	io	nominative
22	2	ella	nominative
22	4	me	dative
23	1	che	nominative
23	2	ti	accusative
24	4	qual	ablative
24	8	che	dative
24	9	s'	reflexive
25	1	quai	nominative
25	5	quai	accusative
26	3	che	ablative
27	1	dovessiti	reflexive
29	7	si	reflexive
30	4	lor	accusative
32	6	che	nominative
33	6	la	accusative
36	6	si	reflexive
37	2	ella	nominative
38	1	ciò	accusative
38	2	che	accusative
42	2	sé	reflexive
49	3	t'	dative
50	7	ch'	ablative
50	8	io	nominative
51	4	che	nominative
52	7	ti	dative
54	4	te	accusative
55	2	ti	reflexive
57	4	me	ablative
58	2	ti	dative
63	2	si	reflexive
63	6	si	reflexive
65	6	stannosi	reflexive
66	2	sé	reflexive
67	2	mi	reflexive
67	4	io	nominative
67	6	ella	nominative
68	3	se'	reflexive
70	5	si	reflexive
73	2	io	nominative
76	6	si	reflexive
81	1	ch'	nominative
83	2	pariemi	dative
83	4	sé	accusative
84	7	ella	nominative
84	8	c'	locative
85	4	mi	accusative
86	6	qual	nominative
86	7	mi	accusative
87	6	mi	dative
87	7	si	reflexive
88	5	mi	dative
89	2	io	nominative
89	8	femmi	reflexive
90	2	colei	nominative
90	3	che	nominative
90	6	mi	dative
91	8	rendemmi	dative
92	3	ch'	accusative
92	4	io	nominative
93	2	me	ablative
93	6	Tiemmi	accusative
93	7	tiemmi	accusative
94	2	m'	accusative
95	3	me	accusative
95	5	sen	reflexive+ablative
98	2	me	accusative
99	2	nol	accusative
99	7	io	nominative
99	8	lo	accusative
101	1	abbracciommi	accusative
101	5	mi	accusative
102	4	io	nominative
103	2	mi	accusative
103	6	m'	accusative
105	2	ciascuna	nominative
105	5	mi	accusative
106	1	Noi	nominative
108	4	lei	dative
110	2	ch'	nominative
111	5	che	nominative
113	5	seco	ablative
113	6	menarmi	accusative
114	6	noi	dative
116	2	t'	accusative
117	1	ond'	ablative
117	4	ti	dative
119	1	strinsermi	dative
120	1	che	nominative
122	5	vi	locative
124	4	io	nominative
124	5	mi	reflexive
125	6	sé	ablative
126	6	si	reflexive
129	1	che	nominative
129	4	sé	ablative
129	6	sé	ablative
130	1	sé	accusative
131	7	si	reflexive
135	1	che	nominative
135	3	vederti	accusative
136	4	noi	dative
137	2	lui	dative
138	4	che	accusative
138	5	tu	nominative
140	1	chi	nominative
140	3	si	reflexive
143	4	te	accusative
143	6	tu	nominative
144	6	t'	accusative
145	6	ti	reflexive
