line	token	word	case
1	1	Chi	nominative
1	3	costui	nominative
1	4	che	nominative
2	4	li	dative
4	3	chi	nominative
5	1	domandal	accusative
5	2	tu	nominative
5	5	li	dative
5	6	t'	reflexive
6	7	lo	accusative
7	5	uno	nominative
7	8	altro	ablative
8	3	me	ablative
9	6	dirmi	dative
10	4	uno	nominative
10	7	che	nominative
12	3	ne	accusative
12	6	ne	dative
13	4	chi	nominative
13	7	tu	nominative
13	8	ne	accusative
15	4	che	nominative
16	2	io	nominative
16	6	si	reflexive
17	3	che	nominative
18	6	nol	accusative
19	3	esso	ablative
19	5	io	nominative
20	1	dirvi	dative
20	3	i'	nominative
23	5	mi	dative
24	1	quei	nominative
24	2	che	nominative
24	5	tu	nominative
25	3	altro	nominative
25	5	lui	dative
26	1	questi	nominative
28	4	che	nominative
28	6	ciò	ablative
29	1	si	reflexive
34	4	si	reflexive
35	2	quel	ablative
35	3	che	accusative
36	5	ciò	accusative
36	6	che	nominative
36	9	loro	ablative
37	5	si	reflexive
38	2	tutti	ablative
39	7	che	nominative
39	8	li	accusative
42	5	li	accusative
47	6	lor	genitive
48	3	lor	ablative
49	5	ella	nominative
54	5	che	nominative
54	6	le	accusative
55	6	altri	nominative
55	7	m'	accusative
56	4	costui	nominative
56	7	s'	reflexive
57	2	ciò	ablative
57	6	mi	dative
58	1	Io	nominative
58	5	che	nominative
60	6	li	accusative
61	4	loro	genitive
62	2	li	accusative
63	1	molti	accusative
63	5	sé	accusative
65	1	lasciala	accusative
66	6	si	reflexive
68	1	si	reflexive
68	6	colui	genitive
68	7	ch'	nominative
69	3	che	nominative
69	7	l'	accusative
70	3	io	nominative
70	7	che	nominative
72	7	sé	dative
73	5	una	ablative
74	1	mi	accusative
74	6	lor	genitive
75	3	ne	ablative
76	5	che	nominative
76	8	parlòmi	dative
77	2	Tu	nominative
77	5	io	nominative
77	6	mi	reflexive
78	4	te	dative
78	5	ciò	accusative
78	6	che	accusative
78	7	tu	nominative
78	11	mi	dative
79	6	te	ablative
80	5	ti	dative
81	4	io	nominative
83	6	farsi	reflexive
84	2	m'	accusative
88	1	Questi	nominative
88	4	questi	nominative
89	7	nullo	nominative
90	2	s'	reflexive
100	6	si	reflexive
103	2	ti	reflexive
103	5	io	nominative
105	4	che	nominative
105	6	nosco	ablative
110	1	che	accusative
110	2	ne	ablative
113	4	se	reflexive
113	5	n'	ablative
117	7	s'	reflexive
119	1	lor	dative
119	2	sen	reflexive+ablative
120	5	essi	ablative
122	6	che	ablative
122	9	s'	reflexive
123	1	chi	nominative
123	3	lo	accusative
124	8	mi	accusative
126	2	m'	dative
127	1	Noi	nominative
128	1	ci	accusative
129	2	noi	accusative
132	2	che	nominative
133	1	Anciderammi	reflexive
133	2	qualunque	accusative
133	3	m'	accusative
134	5	che	nominative
134	6	si	reflexive
136	3	lei	ablative
137	4	altra	nominative
139	1	Io	nominative
139	4	che	nominative
140	4	ristrignermi	reflexive
143	2	el	nominative
143	3	mi	dative
144	1	che	accusative
145	2	voi	nominative
146	6	sé	ablative
146	7	vi	accusative
148	6	vi	locative
148	7	si	reflexive
149	1	mostrandovi	dative
151	2	vi	accusative
151	4	chi	nominative
151	5	tutto	accusative
