line	token	word	case
1	5	che	nominative
3	3	c'	nominative
6	1	che	nominative
6	6	che	nominative
6	7	si	reflexive
7	2	io	nominative
8	6	una	accusative
9	2	che	nominative
10	1	Ella	nominative
12	6	altro	ablative
13	1	Te	accusative
14	1	le	dative
15	3	me	accusative
15	5	me	ablative
17	2	lei	accusative
22	1	Io	nominative
29	4	che	nominative
31	5	noi	ablative
31	8	si	reflexive
33	7	si	reflexive
34	4	lor	ablative
35	7	si	reflexive
36	3	ch'	nominative
36	6	si	reflexive
37	1	Ambo	nominative
39	4	che	nominative
40	2	io	nominative
40	3	che	nominative
41	1	mi	reflexive
41	6	m'	reflexive
44	8	esse	dative
45	3	lor	dative
45	4	vedervi	accusative
46	6	i'	nominative
47	7	un	accusative
47	8	che	nominative
48	2	me	accusative
48	5	mi	accusative
49	7	s'	reflexive
51	3	ciò	accusative
51	4	che	nominative
52	2	me	ablative
52	3	si	reflexive
52	6	io	nominative
52	8	lui	ablative
52	9	mi	reflexive
53	5	mi	dative
54	2	ti	accusative
55	5	noi	ablative
55	6	si	reflexive
56	6	tu	nominative
58	3	io	nominative
58	4	lui	dative
62	3	elli	nominative
62	6	si	reflexive
64	2	uno	nominative
64	7	altro	nominative
64	9	un	ablative
64	10	si	reflexive
65	1	che	nominative
67	4	me	ablative
68	1	che	accusative
68	2	tu	nominative
68	5	colui	dative
68	6	che	nominative
71	7	me	ablative
72	6	si	reflexive
73	8	m'	accusative
75	2	quai	accusative
76	2	lei	ablative
76	6	si	reflexive
78	9	l'	accusative
79	2	le	dative
80	3	che	accusative
84	1	che	nominative
88	6	che	accusative
89	2	io	nominative
89	4	lui	ablative
90	2	che	ablative
91	2	elli	nominative
91	4	me	dative
92	1	che	accusative
93	2	queste	nominative
93	7	quelle	nominative
94	2	ei	nominative
94	7	sé	dative
94	8	il	accusative
99	2	qual	nominative
102	4	che	nominative
102	5	si	reflexive
103	1	Io	nominative
109	3	che	nominative
109	4	s'	reflexive
111	5	me	ablative
112	4	che	nominative
112	5	ti	accusative
115	2	ella	nominative
117	2	dillo	accusative
117	4	me	dative
117	5	che	nominative
119	7	lui	genitive
120	6	che	nominative
121	3	io	nominative
121	4	lui	dative
122	7	si	reflexive
123	5	ei	nominative
124	3	che	nominative
126	3	ne	ablative
126	5	chi	nominative
127	2	io	nominative
127	3	vi	dative
127	6	io	nominative
128	6	si	reflexive
130	5	la	accusative
133	2	elli	nominative
133	9	si	reflexive
134	5	che	accusative
137	1	ti	dative
139	6	s'	reflexive
