line	token	word	case
1	4	che	nominative
2	6	onde	ablative
4	1	mi	accusative
4	4	pungeami	accusative
6	2	condoleami	reflexive
7	5	ne	ablative
8	6	ch'	nominative
10	1	ci	dative
10	8	noi	ablative
11	6	che	nominative
12	2	ci	reflexive
12	5	lei	ablative
13	6	vi	dative
14	1	Noi	nominative
14	2	ci	reflexive
15	1	rendéli	dative
15	6	ciò	ablative
15	7	si	reflexive
17	1	ti	accusative
18	1	che	nominative
18	2	me	accusative
19	3	elli	nominative
20	2	voi	nominative
20	5	che	accusative
21	1	chi	nominative
21	2	v'	accusative
22	6	tu	nominative
23	2	questi	nominative
24	8	e'	nominative
25	3	lei	nominative
25	4	che	nominative
26	2	li	accusative
27	1	che	accusative
27	5	ciascuno	dative
31	2	io	nominative
32	4	mostrarli	accusative
32	6	mosterrolli	accusative
33	3	'l	accusative
34	2	dimmi	dative
34	4	tu	nominative
37	2	mi	dative
39	1	si	reflexive
40	1	Quei	nominative
44	2	quel	ablative
44	3	che	accusative
44	7	sé	ablative
44	9	sé	ablative
45	2	ci	locative
45	7	altro	ablative
51	1	che	nominative
53	8	ch'	accusative
53	9	io	nominative
56	4	che	nominative
56	7	si	reflexive
58	1	Tremaci	locative
59	1	sentesi	reflexive
59	7	si	reflexive
63	7	le	dative
67	2	io	nominative
67	3	che	nominative
72	4	che	nominative
72	7	li	accusative
73	2	ne	ablative
73	7	el	nominative
73	8	si	reflexive
75	5	el	nominative
75	6	mi	accusative
77	1	che	nominative
77	3	vi	locative
77	7	si	reflexive
78	2	ci	locative
78	6	che	ablative
79	2	chi	nominative
79	6	io	nominative
81	7	mi	accusative
82	3	che	ablative
84	1	ond'	ablative
85	3	che	nominative
86	2	io	nominative
89	4	sé	dative
89	5	mi	accusative
91	7	mi	accusative
95	1	che	nominative
95	2	mi	accusative
96	1	onde	ablative
98	1	fummi	dative
98	3	fummi	dative
99	2	essa	ablative
103	4	me	ablative
104	3	che	nominative
105	4	tutto	accusative
105	7	che	nominative
107	5	che	ablative
107	6	ciascun	nominative
107	7	si	reflexive
109	1	Io	nominative
109	7	ch'	nominative
110	5	si	reflexive
110	8	riguardommi	accusative
111	8	si	reflexive
114	5	dimostrommi	dative
115	3	io	nominative
116	2	una	nominative
116	3	mi	dative
116	7	altra	nominative
117	2	io	nominative
117	5	io	nominative
119	1	mi	dative
119	8	digli	dative
120	1	quel	accusative
120	2	ch'	accusative
121	2	io	nominative
121	5	tu	nominative
121	6	ti	reflexive
122	5	ch'	accusative
122	6	io	nominative
123	7	ti	reflexive
124	1	Questi	nominative
124	2	che	nominative
125	5	qual	ablative
125	6	tu	nominative
128	1	lasciala	accusative
129	3	che	accusative
129	5	lui	genitive
130	2	s'	reflexive
131	5	el	nominative
131	6	li	dative
132	4	tu	nominative
133	2	ei	nominative
134	5	ch'	nominative
134	7	te	dative
134	8	mi	accusative
135	2	io	nominative
