line	token	word	case
1	4	che	nominative
3	1	ch'	accusative
3	8	tu	nominative
7	3	noi	ablative
8	2	noi	nominative
8	4	essa	ablative
8	8	noi	ablative
9	2	ella	nominative
11	4	te	ablative
13	4	noi	dative
14	3	qual	ablative
15	4	chi	nominative
15	8	s'	reflexive
16	3	noi	nominative
16	6	ch'	accusative
17	3	ciascuno	dative
17	5	tu	nominative
19	3	che	nominative
19	6	s'	reflexive
21	4	lui	ablative
21	5	che	nominative
21	7	la	accusative
23	3	si	reflexive
23	6	noi	ablative
24	3	color	ablative
24	4	che	nominative
24	7	noi	ablative
25	3	sé	dative
25	5	noi	dative
27	4	che	accusative
27	6	si	reflexive
31	7	noi	ablative
31	8	si	reflexive
32	3	che	accusative
32	8	lor	ablative
32	9	si	reflexive
33	2	quei	ablative
33	3	c'	nominative
34	2	si	reflexive
34	4	loro	genitive
35	1	che	accusative
37	6	vi	accusative
39	6	vi	reflexive
41	1	si	reflexive
41	7	c'	locative
42	2	ne	ablative
42	4	che	nominative
43	2	questi	nominative
43	3	che	nominative
43	5	meco	ablative
44	6	onde	ablative
44	7	si	reflexive
46	4	che	accusative
46	7	queste	dative
47	1	che	accusative
47	4	colui	nominative
47	5	cu'	accusative
47	6	io	nominative
48	4	cui	ablative
50	2	noi	ablative
52	3	io	nominative
53	1	che	nominative
54	3	convienmi	dative
55	2	ch'	nominative
55	7	si	reflexive
56	2	io	nominative
56	6	i'	nominative
56	7	'l	accusative
57	3	farlo	accusative
58	1	Io	nominative
60	10	vosco	ablative
62	5	mi	accusative
65	2	io	nominative
65	3	ne	ablative
66	2	sallo	accusative
67	1	Io	nominative
67	8	me	ablative
69	2	ella	nominative
69	4	seco	ablative
70	5	io	nominative
71	2	lei	ablative
71	7	si	reflexive
72	3	io	nominative
72	4	nol	accusative
74	2	un	nominative
74	4	lor	ablative
74	6	questi	nominative
74	7	che	nominative
75	1	si	reflexive
75	6	che	nominative
75	7	li	accusative
76	2	videmi	accusative
76	4	conobbemi	accusative
78	2	me	ablative
78	3	che	nominative
78	7	loro	ablative
79	3	io	nominative
79	4	lui	dative
79	7	tu	nominative
81	1	ch'	nominative
82	3	elli	nominative
85	4	io	nominative
86	3	io	nominative
88	5	si	reflexive
90	4	mi	reflexive
96	6	colui	genitive
97	5	uno	dative
97	8	altro	dative
99	1	chi	nominative
99	3	uno	accusative
99	6	altro	accusative
101	3	ch'	nominative
103	1	Che	accusative
103	4	tu	nominative
104	2	te	ablative
105	3	tu	nominative
108	3	che	nominative
109	1	Colui	nominative
109	2	che	nominative
110	3	me	ablative
111	7	sen	reflexive+ablative
112	1	ond'	ablative
113	4	che	nominative
116	1	che	nominative
116	6	quei	nominative
116	7	la	accusative
117	2	cui	ablative
117	3	ella	nominative
118	2	io	nominative
118	4	lui	dative
118	8	m'	dative
119	6	m'	dative
120	2	chi	nominative
120	4	quei	nominative
120	6	cui	genitive
120	7	tu	nominative
121	1	Quelli	nominative
126	3	chi	nominative
127	2	io	nominative
128	3	si	reflexive
130	4	lui	dative
132	5	lui	dative
135	4	s'	reflexive
137	1	ch'	accusative
137	2	e'	accusative
138	1	si	reflexive
141	4	tu	nominative
141	6	chiosarlo	accusative
142	3	li	dative
