line	token	word	case
4	2	che	ablative
4	7	che	nominative
4	9	s'	reflexive
5	7	che	nominative
5	8	che	nominative
5	9	li	dative
6	5	il	accusative
7	3	noi	nominative
8	1	uno	nominative
8	3	altro	ablative
9	1	che	nominative
10	5	che	nominative
11	7	s'	reflexive
12	7	la	accusative
13	3	io	nominative
15	1	che	accusative
15	3	colui	nominative
15	4	ch'	nominative
15	7	s'	reflexive
20	4	si	reflexive
22	2	t'	accusative
23	1	si	reflexive
24	5	te	dative
27	1	ciò	nominative
27	2	che	nominative
27	5	ti	dative
28	7	t'	reflexive
29	5	io	nominative
29	6	lui	accusative
31	5	li	accusative
32	5	tu	nominative
33	2	me	accusative
33	4	potert'	dative
33	5	io	nominative
36	2	ti	dative
36	7	tu	nominative
37	3	che	nominative
37	6	si	reflexive
38	6	si	reflexive
39	3	che	nominative
41	4	quello	nominative
42	1	ch'	nominative
42	3	farsi	reflexive
42	4	quelle	accusative
46	2	s'	reflexive
46	5	uno	nominative
46	8	altro	nominative
47	2	un	nominative
47	8	altro	nominative
48	5	onde	ablative
48	6	si	reflexive
49	3	lui	nominative
51	1	ciò	accusative
51	2	che	nominative
53	1	qual	nominative
54	2	questa	nominative
54	7	quella	nominative
55	6	si	reflexive
57	5	ond'	ablative
58	2	si	reflexive
58	6	si	reflexive
59	3	ch'	nominative
62	3	tu	nominative
62	5	quest'	nominative
63	5	te	ablative
66	3	lui	ablative
70	5	lui	dative
70	6	si	reflexive
73	1	che	nominative
73	2	ciò	accusative
73	3	che	nominative
74	5	fassi	reflexive
75	1	che	nominative
75	6	sé	reflexive
75	8	sé	ablative
77	6	che	nominative
77	7	si	reflexive
78	5	che	nominative
80	1	solvesi	reflexive
81	1	ne	ablative
81	3	seco	ablative
85	4	sé	ablative
86	4	una	ablative
88	5	la	accusative
92	5	che	nominative
92	7	sé	ablative
92	8	si	reflexive
94	6	si	reflexive
95	5	ch'	nominative
95	8	lui	ablative
96	4	che	nominative
98	1	che	nominative
98	7	si	reflexive
103	6	noi	nominative
105	1	che	accusative
106	3	ci	accusative
107	7	si	reflexive
108	2	quest'	nominative
108	7	che	accusative
108	8	tu	nominative
110	1	s'	reflexive
110	4	noi	ablative
114	1	che	nominative
114	2	la	accusative
114	7	lei	ablative
115	3	ne	ablative
116	6	io	nominative
119	1	si	reflexive
120	4	potrebbesi	reflexive
123	1	che	nominative
123	4	mi	accusative
125	3	io	nominative
125	6	loro	ablative
130	1	Finitolo	accusative
131	1	si	reflexive
131	6	caccionne	ablative
132	1	che	nominative
134	4	che	nominative
136	6	lor	dative
137	5	che	accusative
137	8	li	accusative
139	6	si	reflexive
