line	token	word	case
1	2	si	reflexive
2	1	colui	nominative
2	2	che	nominative
2	4	si	reflexive
4	4	se	reflexive
4	5	ne	ablative
5	1	qual	nominative
5	5	qual	nominative
5	8	il	accusative
6	2	qual	nominative
6	4	li	accusative
6	5	si	reflexive
7	1	el	nominative
7	3	s'	reflexive
7	6	questo	accusative
7	8	quello	nominative
8	2	cui	dative
9	6	si	reflexive
10	3	io	nominative
11	3	loro	dative
12	3	mi	reflexive
12	6	essa	ablative
13	5	che	nominative
15	3	altro	nominative
15	4	ch'	nominative
17	4	quel	nominative
18	1	che	nominative
25	6	quante	ablative
26	7	altri	nominative
27	3	s'	reflexive
27	5	lor	genitive
28	1	io	nominative
28	3	El	nominative
28	6	tu	nominative
28	7	mi	dative
30	1	che	nominative
31	7	questo	ablative
32	3	loro	genitive
33	3	m'	dative
34	2	elli	nominative
34	4	me	dative
35	5	costor	genitive
36	3	si	reflexive
37	6	s'	reflexive
39	1	ciò	accusative
39	2	che	accusative
39	5	chi	nominative
39	7	s'	reflexive
40	4	io	nominative
41	2	s'	reflexive
44	2	ti	reflexive
44	5	quella	nominative
44	6	nol	accusative
44	7	ti	dative
45	1	che	nominative
46	5	io	nominative
47	1	tu	nominative
47	2	la	accusative
49	2	io	nominative
50	4	m'	reflexive
52	1	Noi	nominative
56	1	colui	accusative
56	2	che	nominative
56	4	si	reflexive
57	5	tu	nominative
58	6	che	nominative
59	4	noi	ablative
60	1	quella	nominative
60	2	ne	ablative
61	3	lei	ablative
62	2	ti	reflexive
64	1	Ella	nominative
64	3	ci	dative
65	2	lasciavane	ablative
66	6	si	reflexive
67	3	si	reflexive
67	6	lei	ablative
68	2	ne	ablative
69	2	quella	nominative
71	1	ci	accusative
72	7	sé	ablative
73	3	lui	ablative
74	4	io	nominative
75	7	un	nominative
82	4	te	ablative
83	9	si	reflexive
84	2	quei	ablative
84	3	ch'	accusative
86	6	ti	reflexive
87	5	te	ablative
88	1	Che	nominative
88	4	ti	dative
90	2	esso	ablative
91	3	che	nominative
93	4	ciò	accusative
93	5	che	accusative
93	7	ti	dative
97	4	ch'	nominative
98	1	costei	accusative
98	2	ch'	nominative
102	7	n'	ablative
103	3	tu	nominative
108	1	color	nominative
108	5	questi	nominative
112	7	che	nominative
114	5	m'	accusative
115	7	s'	reflexive
116	3	nulla	nominative
116	5	noi	ablative
116	7	ti	accusative
117	3	ti	reflexive
118	4	m'	dative
119	1	che	nominative
119	6	noi	ablative
121	4	che	accusative
126	3	che	nominative
128	4	che	nominative
128	6	ti	accusative
129	5	che	nominative
129	6	si	reflexive
132	5	l'	accusative
135	5	I'	nominative
135	6	mi	reflexive
136	2	ti	accusative
136	6	tu	nominative
137	1	tu	nominative
137	3	tu	nominative
137	7	tu	nominative
138	2	io	nominative
138	8	nol	accusative
139	4	che	nominative
142	3	te	ablative
142	4	che	nominative
143	2	ch'	nominative
144	3	quel	nominative
144	4	che	accusative
144	5	tu	nominative
145	5	che	accusative
147	2	tu	nominative
148	4	ti	reflexive
149	2	te	accusative
149	5	quella	ablative
150	1	che	nominative
