line	token	word	case
1	5	che	nominative
2	1	m'	dative
2	3	io	nominative
3	3	'l	accusative
4	5	lui	accusative
6	3	ciascun	nominative
7	5	vuolsi	reflexive
7	7	mi	accusative
9	1	mi	dative
10	1	Io	nominative
10	2	m'	reflexive
11	7	amendue	nominative
13	2	el	nominative
13	3	mi	dative
14	2	ti	dative
16	4	lor	genitive
18	3	quel	accusative
18	4	ch'	nominative
18	5	elli	nominative
19	5	si	reflexive
21	1	che	nominative
22	3	io	nominative
25	2	colui	accusative
25	3	che	nominative
26	2	ch'	nominative
32	6	loro	genitive
36	1	che	nominative
36	5	lui	ablative
38	2	io	nominative
38	3	te	accusative
42	1	che	nominative
43	6	io	nominative
43	7	te	accusative
45	4	che	nominative
45	7	te	ablative
45	8	si	reflexive
48	7	altri	nominative
48	8	il	accusative
52	5	si	reflexive
54	4	lui	nominative
54	6	il	accusative
56	1	che	accusative
57	4	io	nominative
57	7	t'	accusative
58	5	si	reflexive
62	4	te	ablative
63	4	che	nominative
63	6	si	reflexive
64	1	Qual	nominative
65	1	che	nominative
65	7	ch'	nominative
68	3	mei	ablative
68	5	me	ablative
68	6	chi	nominative
69	2	io	nominative
73	5	noi	ablative
76	2	colui	nominative
76	3	che	nominative
79	5	che	nominative
79	6	s'	reflexive
80	4	noi	ablative
83	5	lo	accusative
83	6	'nvïarci	dative
85	1	Io	nominative
87	4	parlarmi	reflexive
88	2	noi	dative
93	4	si	reflexive
98	2	mi	accusative
99	2	mi	dative
101	5	che	nominative
103	1	si	reflexive
104	4	che	nominative
104	5	si	reflexive
106	2	s'	reflexive
106	6	che	nominative
109	1	Noi	nominative
111	4	nol	accusative
114	1	s'	reflexive
116	3	mi	dative
117	6	mi	dative
118	2	io	nominative
119	2	s'	reflexive
119	5	me	ablative
119	7	nulla	nominative
120	2	me	ablative
120	5	si	reflexive
121	5	che	nominative
123	5	un	nominative
126	4	loro	dative
127	3	io	nominative
127	5	color	nominative
127	6	che	nominative
128	7	lor	ablative
129	5	altrui	accusative
130	7	s'	reflexive
132	1	che	nominative
132	3	si	reflexive
134	6	che	accusative
135	1	quel	nominative
135	6	me	ablative
136	2	che	ablative
