line	token	word	case
1	1	Noi	nominative
2	3	si	reflexive
3	3	che	nominative
3	5	altrui	accusative
7	8	si	reflexive
10	6	s'	reflexive
11	4	io	nominative
15	6	sé	genitive
16	5	cui	dative
16	7	i'	nominative
17	5	tu	nominative
17	6	ne	ablative
18	4	si	reflexive
19	1	Tu	nominative
19	5	tu	nominative
19	7	esso	ablative
21	2	dien	ablative
22	7	si	reflexive
23	5	noi	nominative
25	3	noi	ablative
28	4	che	nominative
30	4	noi	ablative
30	5	l'	accusative
31	5	tutto	ablative
31	7	si	reflexive
32	5	I'	nominative
33	6	s'	reflexive
34	3	io	nominative
34	8	queste	nominative
35	3	io	nominative
36	4	cui	ablative
41	3	l'	accusative
44	6	noi	ablative
44	7	sedersi	reflexive
45	2	ciascun	nominative
47	2	mi	reflexive
50	6	noi	ablative
54	4	quel	genitive
54	5	ch'	accusative
54	6	i'	accusative
55	7	lor	ablative
56	4	loro	genitive
56	6	me	ablative
58	4	mi	dative
59	3	un	nominative
59	6	altro	accusative
61	5	cui	ablative
62	6	lor	genitive
63	3	uno	nominative
63	8	altro	ablative
64	3	altrui	genitive
64	6	si	reflexive
66	5	che	nominative
68	6	ond'	ablative
68	7	io	nominative
69	5	sé	genitive
70	3	tutti	dative
72	1	si	reflexive
73	2	me	dative
74	2	altrui	accusative
75	3	io	nominative
75	4	mi	reflexive
76	3	ei	nominative
79	2	mi	dative
80	4	onde	ablative
80	6	si	reflexive
81	5	s'	reflexive
82	5	m'	dative
83	2	che	nominative
85	3	loro	ablative
87	1	che	accusative
90	2	essa	ablative
91	1	ditemi	dative
91	3	mi	dative
92	6	voi	ablative
93	3	lei	nominative
93	7	i'	nominative
93	8	l'	accusative
94	4	ciascuna	nominative
95	6	tu	nominative
97	1	Questo	accusative
97	2	mi	dative
98	7	io	nominative
99	1	ond'	ablative
99	2	io	nominative
99	3	mi	reflexive
100	7	ch'	nominative
101	6	alcun	nominative
103	3	io	nominative
103	4	che	nominative
103	7	ti	accusative
104	2	tu	nominative
104	4	quelli	nominative
104	5	che	nominative
104	6	mi	dative
105	1	fammiti	dative+reflexive
106	1	Io	nominative
108	3	colui	dative
108	4	che	nominative
108	5	sé	reflexive
108	6	ne	ablative
112	3	tu	nominative
112	7	io	nominative
112	8	t'	accusative
113	3	i'	nominative
113	6	io	nominative
113	7	ti	dative
117	2	io	nominative
117	7	ch'	accusative
117	8	e'	nominative
121	3	io	nominative
122	7	ti	accusative
127	2	ciò	nominative
127	8	m'	accusative
129	2	cui	dative
129	4	me	ablative
130	2	tu	nominative
130	3	chi	nominative
130	5	che	nominative
132	3	io	nominative
133	4	io	nominative
133	5	mi	dative
136	6	ond'	ablative
138	8	mi	dative
139	2	ella	nominative
139	4	me	ablative
139	5	Chi	nominative
139	6	t'	accusative
140	4	noi	ablative
141	2	io	nominative
141	3	Costui	nominative
141	4	ch'	nominative
141	6	meco	ablative
142	6	mi	dative
143	4	tu	nominative
143	7	i'	nominative
144	4	te	ablative
145	2	questa	nominative
146	8	t'	accusative
147	6	mi	dative
148	2	cheggioti	dative
148	5	che	accusative
148	6	tu	nominative
150	5	tu	nominative
150	7	mi	accusative
151	1	Tu	nominative
151	2	li	accusative
152	1	che	nominative
152	6	perderagli	dative
154	3	vi	locative
