line	token	word	case
1	9	lui	accusative
4	4	che	nominative
6	3	me	ablative
7	2	io	nominative
8	2	Ella	nominative
8	3	sen	reflexive+ablative
10	2	dimmi	dative
10	4	tu	nominative
11	1	dimmi	dative
11	3	io	nominative
12	4	che	nominative
12	6	mi	accusative
13	4	che	nominative
14	3	qual	nominative
16	8	si	reflexive
17	3	ciascun	accusative
19	1	Questi	nominative
21	4	lui	ablative
25	3	mi	dative
27	3	io	nominative
30	1	che	nominative
33	7	si	reflexive
34	4	chi	nominative
34	8	s'	reflexive
35	3	un	ablative
35	6	altro	ablative
35	9	quel	dative
36	1	che	nominative
36	5	me	ablative
37	1	El	nominative
38	2	io	nominative
38	5	el	nominative
39	4	che	nominative
39	6	li	accusative
40	4	io	nominative
40	5	che	nominative
41	3	meco	ablative
41	7	io	nominative
41	8	t'	accusative
42	2	te	accusative
42	4	me	accusative
44	2	el	nominative
44	4	ti	dative
45	6	om	nominative
45	7	la	accusative
46	1	Tu	nominative
46	2	te	reflexive
46	3	n'	ablative
49	4	i'	nominative
49	7	colui	accusative
49	8	che	nominative
51	2	ch'	nominative
52	2	io	nominative
52	4	lui	dative
52	5	I'	nominative
52	6	mi	reflexive
52	8	un	nominative
52	9	che	nominative
53	2	mi	dative
54	1	ch'	nominative
55	3	issa	accusative
55	5	io	nominative
55	7	elli	nominative
56	1	che	nominative
56	7	me	accusative
57	7	ch'	accusative
57	8	i'	nominative
58	1	Io	nominative
59	5	sen	reflexive+ablative
61	2	qual	nominative
61	7	si	reflexive
63	4	si	reflexive
64	4	che	nominative
67	5	che	nominative
70	5	che	nominative
72	3	si	reflexive
74	4	meco	ablative
74	5	sen	reflexive+ablative
75	5	io	nominative
75	6	ti	accusative
76	4	io	nominative
76	5	lui	dative
76	7	io	nominative
76	8	mi	reflexive
78	2	io	nominative
80	8	si	reflexive
82	4	el	nominative
82	6	quei	accusative
82	7	che	nominative
82	9	n'	ablative
83	2	ïo	nominative
84	7	si	reflexive
86	5	ella	nominative
86	6	il	accusative
89	8	ti	dative
90	1	ciò	nominative
90	2	che	accusative
91	1	Tu	nominative
91	2	ti	reflexive
92	6	io	nominative
93	2	teco	ablative
94	1	Qual	nominative
95	5	che	nominative
96	4	farsi	reflexive
97	2	si	reflexive
97	5	noi	ablative
98	2	io	nominative
98	7	esso	ablative
99	1	che	nominative
100	5	noi	ablative
101	5	si	reflexive
101	8	lui	ablative
103	1	parvermi	dative
106	4	esso	ablative
107	5	che	accusative
109	1	che	nominative
111	6	nol	accusative
112	2	si	reflexive
113	2	noi	nominative
114	1	che	nominative
115	4	farvi	reflexive
116	5	che	nominative
117	4	si	reflexive
117	7	esso	ablative
118	7	chi	nominative
119	7	io	nominative
120	5	che	nominative
120	6	si	reflexive
122	4	che	nominative
124	5	ch'	nominative
124	8	si	reflexive
125	4	i	accusative
131	6	ci	accusative
132	2	ciascun	accusative
133	1	Che	accusative
133	5	voi	nominative
134	5	io	nominative
134	6	mi	reflexive
136	6	chi	nominative
137	5	si	reflexive
139	2	io	nominative
139	4	un	accusative
139	5	che	nominative
139	9	voi	dative
140	5	si	reflexive
141	2	si	reflexive
141	4	chi	nominative
142	4	m'	dative
143	3	io	nominative
143	4	mi	reflexive
144	3	che	nominative
144	6	ch'	accusative
144	7	elli	nominative
148	2	mi	dative
151	5	cui	dative
153	3	lor	genitive
