line	token	word	case
2	1	ti	accusative
2	6	qual	ablative
5	3	cominciansi	reflexive
6	6	essi	ablative
8	6	io	nominative
9	5	che	nominative
13	3	che	nominative
13	4	ne	ablative
14	8	s'	reflexive
16	1	chi	nominative
16	3	te	accusative
16	8	ti	dative
17	1	Moveti	reflexive
17	3	che	nominative
17	6	s'	reflexive
18	2	sé	ablative
18	6	che	nominative
18	8	lo	accusative
19	5	lei	genitive
19	6	che	nominative
20	4	ch'	nominative
20	8	si	reflexive
23	3	sé	ablative
24	2	che	nominative
24	6	lei	ablative
27	7	si	reflexive
28	3	esso	ablative
30	1	che	nominative
32	1	sé	accusative
32	3	sé	ablative
33	1	cui	dative
33	6	qual	ablative
33	7	si	reflexive
37	2	t'	dative
38	2	m'	accusative
38	5	Io	nominative
38	7	essa	nominative
38	8	che	nominative
40	2	si	reflexive
44	6	mi	dative
45	4	quel	nominative
45	5	ch'	nominative
46	1	I'	nominative
46	2	mi	reflexive
46	7	io	nominative
47	6	si	reflexive
48	1	che	nominative
48	6	mi	accusative
50	3	chi	nominative
51	7	si	reflexive
52	5	che	nominative
55	1	Questo	nominative
55	5	che	nominative
56	5	ne	ablative
57	5	sé	reflexive
58	4	noi	ablative
58	8	si	reflexive
59	2	quale	nominative
60	3	si	reflexive
62	6	s'	reflexive
63	4	si	reflexive
64	7	io	nominative
64	9	lui	ablative
66	4	io	nominative
67	2	mi	reflexive
68	2	ventarmi	dative
69	2	che	nominative
70	4	noi	ablative
71	4	che	accusative
73	6	ti	reflexive
74	2	me	ablative
74	6	mi	accusative
76	1	Noi	nominative
78	4	ch'	nominative
79	2	io	nominative
79	7	io	nominative
81	2	mi	reflexive
83	1	si	reflexive
84	4	si	reflexive
85	2	elli	nominative
85	4	me	dative
86	5	si	reflexive
87	2	si	reflexive
89	5	me	dative
92	2	el	nominative
93	7	tu	nominative
93	8	'l	accusative
97	3	elli	nominative
98	4	sé	reflexive
100	5	si	reflexive
104	4	voi	ablative
105	5	che	nominative
109	5	si	reflexive
110	3	sé	ablative
110	5	alcuno	nominative
111	2	quello	ablative
113	4	che	nominative
113	5	s'	reflexive
113	11	esso	nominative
115	2	chi	nominative
116	6	questo	ablative
117	2	el	nominative
118	2	chi	nominative
119	5	altri	nominative
120	2	s'	reflexive
121	3	chi	nominative
122	3	si	reflexive
125	1	si	reflexive
125	6	tu	nominative
125	9	altro	ablative
126	1	che	nominative
127	1	Ciascun	nominative
128	2	qual	ablative
128	3	si	reflexive
129	5	lui	accusative
129	6	ciascun	nominative
130	5	lui	ablative
130	7	vi	accusative
131	3	lui	ablative
132	4	ve	accusative
132	5	ne	ablative
136	3	ch'	nominative
136	5	esso	ablative
136	7	s'	reflexive
137	4	noi	ablative
137	5	si	reflexive
138	4	si	reflexive
139	4	tu	nominative
139	6	te	ablative
139	7	ne	ablative
