line	token	word	case
2	2	s'	reflexive
6	1	che	nominative
7	7	che	ablative
10	2	io	nominative
10	3	che	nominative
10	4	meco	ablative
10	7	quel	accusative
13	4	che	nominative
19	3	mi	dative
22	3	mi	dative
23	3	suoi	genitive
25	2	me	ablative
25	5	questa	nominative
27	3	portarne	ablative
28	2	mi	dative
30	2	me	accusative
31	4	ella	nominative
31	6	io	nominative
33	6	si	reflexive
34	4	si	reflexive
36	6	si	reflexive
38	2	lui	accusative
39	6	il	accusative
40	1	che	nominative
40	2	mi	accusative
40	4	io	nominative
41	1	mi	dative
42	5	che	nominative
43	2	m'	dative
45	4	m'	dative
47	4	noi	nominative
49	1	Tu	nominative
50	5	che	nominative
50	6	'l	accusative
52	5	che	nominative
54	4	ond'	ablative
55	6	I'	nominative
56	1	lasciatemi	accusative
56	3	costui	accusative
56	4	che	nominative
57	2	l'	accusative
59	1	ella	nominative
59	2	ti	accusative
60	1	sen	reflexive+ablative
60	5	io	nominative
61	2	ti	accusative
61	6	mi	dative
63	2	ella	nominative
63	8	se	reflexive
63	9	n'	ablative
64	5	che	nominative
64	8	si	reflexive
65	2	che	nominative
66	5	li	dative
67	1	mi	reflexive
67	3	io	nominative
68	2	me	accusative
69	1	si	reflexive
69	4	io	nominative
70	2	tu	nominative
70	6	io	nominative
72	2	ti	reflexive
72	5	io	nominative
72	6	la	accusative
73	1	Noi	nominative
73	2	ci	reflexive
74	4	pareami	dative
75	5	che	nominative
77	4	essa	ablative
78	4	ch'	nominative
79	8	v'	locative
80	1	vidil	accusative
81	6	io	nominative
81	8	lo	accusative
83	1	che	nominative
83	7	noi	ablative
84	2	io	nominative
85	3	che	accusative
85	5	voi	nominative
86	2	elli	nominative
87	7	vi	accusative
89	6	lui	dative
90	1	ne	ablative
91	2	ella	nominative
94	2	ne	ablative
96	2	io	nominative
96	3	mi	reflexive
96	6	esso	ablative
96	8	io	nominative
100	3	che	nominative
100	6	s'	reflexive
101	2	mi	dative
102	3	che	nominative
103	2	questo	ablative
105	1	che	nominative
105	2	mi	dative
107	1	mi	accusative
109	2	mi	reflexive
110	5	el	nominative
110	6	m'	dative
111	7	mi	reflexive
112	6	mi	dative
115	4	che	nominative
115	6	si	reflexive
117	5	quel	ablative
118	2	una	nominative
118	8	altra	nominative
120	7	i'	nominative
121	3	una	nominative
122	3	si	reflexive
123	2	elli	nominative
123	4	noi	dative
123	6	s'	reflexive
124	5	una	nominative
124	8	altra	nominative
126	2	ella	nominative
126	4	quella	nominative
126	5	che	nominative
127	3	le	accusative
127	6	dissemi	dative
127	8	i'	nominative
128	6	tenerla	accusative
129	7	mi	dative
129	8	s'	reflexive
131	4	facciovi	reflexive
132	5	chi	nominative
132	8	si	reflexive
135	1	che	nominative
136	5	si	reflexive
137	4	le	dative
139	1	Io	nominative
139	2	mi	reflexive
140	2	Te	accusative
140	5	mi	dative
142	5	mi	dative
143	1	ciò	nominative
143	2	ch'	accusative
143	3	io	nominative
143	5	qual	accusative
143	7	si	reflexive
144	6	si	reflexive
145	6	s'	reflexive
