line	token	word	case
5	1	quelle	accusative
6	5	si	reflexive
8	2	lei	ablative
10	5	me	accusative
12	3	vos	nominative
12	5	me	accusative
13	2	le	accusative
13	3	si	reflexive
14	3	sé	ablative
15	1	me	accusative
15	8	che	nominative
16	2	sen	reflexive+ablative
18	7	mi	accusative
20	1	mi	dative
20	6	io	nominative
20	8	teco	ablative
21	2	ascoltarmi	accusative
21	3	tu	nominative
22	3	io	nominative
22	6	io	nominative
22	8	seco	ablative
23	1	dissemi	dative
23	5	t'	reflexive
24	2	domandarmi	accusative
24	5	meco	ablative
25	3	color	dative
25	4	che	nominative
27	1	che	nominative
28	3	me	dative
30	1	voi	nominative
30	4	ciò	accusative
30	5	ch'	nominative
30	7	essa	dative
31	2	ella	nominative
31	4	me	dative
32	3	tu	nominative
32	5	ti	reflexive
33	8	che	nominative
34	5	che	accusative
35	6	chi	nominative
35	7	n'	ablative
36	1	che	accusative
38	3	che	nominative
40	2	io	nominative
40	7	il	accusative
41	2	darne	ablative
43	2	quale	ablative
45	4	che	nominative
45	6	lei	ablative
47	6	ti	accusative
50	1	che	nominative
52	1	Tu	nominative
52	7	me	ablative
54	3	ch'	nominative
55	6	tu	nominative
55	7	le	accusative
56	4	qual	accusative
57	1	ch'	nominative
58	1	Qualunque	nominative
58	3	quella	accusative
58	5	quella	accusative
60	1	che	nominative
60	7	la	accusative
61	3	quella	accusative
63	2	colui	accusative
63	3	che	nominative
63	7	sé	reflexive
66	1	lei	nominative
69	4	loro	genitive
73	3	io	nominative
73	5	te	accusative
75	3	t'	accusative
77	2	'l	accusative
77	3	te	dative
77	4	ne	ablative
77	8	te	ablative
77	10	quello	ablative
78	1	che	nominative
78	2	si	reflexive
79	2	io	nominative
80	1	che	nominative
81	5	voi	ablative
84	3	la	accusative
84	7	s'	reflexive
86	1	c'	accusative
89	4	si	reflexive
90	5	che	nominative
91	2	io	nominative
91	4	lei	dative
91	6	mi	dative
92	2	i'	nominative
92	4	me	accusative
92	8	voi	ablative
93	4	che	nominative
94	3	tu	nominative
94	6	te	reflexive
94	7	ne	ablative
95	4	ti	reflexive
97	6	s'	reflexive
102	1	quelle	accusative
105	1	che	nominative
106	2	s'	reflexive
106	6	s'	reflexive
107	1	chi	nominative
110	1	qual	accusative
112	3	esse	ablative
113	2	mi	dative
116	1	che	nominative
116	4	questa	nominative
116	5	che	nominative
116	7	si	reflexive
117	5	sé	ablative
117	7	sé	ablative
118	5	mi	dative
119	3	'l	accusative
119	4	ti	dative
120	3	chi	nominative
120	6	si	reflexive
121	4	Questo	nominative
122	2	li	dative
122	5	me	ablative
123	7	gliel	dative+accusative
125	1	che	nominative
127	4	che	nominative
128	1	menalo	accusative
128	3	esso	ablative
128	6	tu	nominative
128	7	se'	reflexive
130	4	che	nominative
133	5	essa	ablative
135	5	lui	ablative
136	2	io	nominative
137	3	i'	nominative
138	4	che	nominative
138	7	m'	accusative
141	2	mi	accusative
142	1	Io	nominative
