line	token	word	case
6	5	che	nominative
8	3	sé	ablative
8	4	mi	accusative
10	2	cui	ablative
18	1	che	nominative
19	7	si	reflexive
22	2	m'	accusative
23	8	io	nominative
24	5	io	nominative
24	6	mi	reflexive
25	5	mi	dative
26	1	che	nominative
27	4	che	nominative
28	4	che	nominative
29	4	sé	ablative
30	3	quella	ablative
30	4	che	nominative
30	5	nulla	accusative
31	3	si	reflexive
32	5	che	nominative
37	3	m'	dative
37	7	elli	nominative
38	3	che	nominative
40	4	che	nominative
42	1	ond'	ablative
43	4	che	nominative
44	1	ti	reflexive
44	4	i'	nominative
45	1	che	nominative
46	1	vegnati	reflexive
46	5	trarreti	reflexive
47	2	io	nominative
47	4	lei	dative
48	3	io	nominative
48	7	tu	nominative
49	1	Tu	nominative
49	2	mi	accusative
50	4	che	nominative
51	3	lei	accusative
51	5	ella	nominative
52	2	si	reflexive
53	5	sé	ablative
53	7	che	nominative
56	3	me	ablative
57	3	che	nominative
59	3	sé	reflexive
60	3	me	ablative
63	6	mi	dative
67	1	Ella	nominative
68	3	color	accusative
69	1	che	nominative
70	3	ci	accusative
75	2	quel	nominative
75	4	me	ablative
75	8	s'	reflexive
76	1	Voi	nominative
76	7	io	nominative
77	2	ella	nominative
79	2	tienvi	accusative
81	1	che	nominative
82	2	tu	nominative
82	7	mi	accusative
83	3	altro	accusative
83	7	i'	nominative
85	4	io	nominative
86	4	me	ablative
87	3	ch'	accusative
87	4	io	nominative
87	8	questa	ablative
88	2	ella	nominative
88	3	Io	nominative
89	4	ciò	accusative
89	5	ch'	accusative
89	7	ti	dative
90	5	che	nominative
90	6	ti	accusative
91	4	che	nominative
91	6	esso	nominative
91	8	sé	reflexive
93	5	lui	dative
97	4	che	nominative
97	7	sé	ablative
99	1	che	nominative
102	3	n'	ablative
102	8	si	reflexive
104	3	si	reflexive
105	3	li	dative
106	4	ch'	nominative
111	2	quella	nominative
112	6	ch'	nominative
113	2	sé	ablative
116	2	questo	accusative
117	4	vi	locative
117	5	s'	reflexive
118	4	che	nominative
119	2	tu	nominative
120	5	sé	ablative
120	6	che	nominative
120	10	si	reflexive
121	3	che	accusative
122	1	che	nominative
122	4	che	nominative
123	3	ch'	nominative
125	1	che	nominative
126	2	ella	nominative
128	1	che	nominative
128	3	altrui	dative
129	8	la	accusative
131	2	si	reflexive
133	5	esto	nominative
135	5	io	nominative
135	8	ti	dative
136	1	darotti	dative
137	7	ti	dative
138	4	teco	ablative
138	5	si	reflexive
139	1	Quelli	nominative
139	2	ch'	nominative
144	3	questo	nominative
144	5	che	ablative
144	6	ciascun	nominative
145	1	Io	nominative
145	2	mi	reflexive
