line	token	word	case
3	5	essa	ablative
3	6	si	reflexive
5	2	questo	nominative
5	7	che	nominative
6	7	noi	ablative
6	8	s'	reflexive
7	4	s'	reflexive
8	5	sé	ablative
9	8	se	reflexive
9	9	n'	ablative
10	5	quella	nominative
10	6	che	nominative
10	7	l'	accusative
11	4	quella	nominative
11	5	c'	nominative
12	1	questa	nominative
12	6	quella	nominative
13	2	ciò	ablative
13	4	io	nominative
16	4	io	nominative
16	6	m'	reflexive
18	3	noi	dative
22	1	che	nominative
22	6	onde	ablative
22	7	salìne	ablative
23	5	io	nominative
24	3	noi	ablative
24	6	si	reflexive
24	7	partìne	ablative
27	2	esso	ablative
30	1	che	nominative
30	3	mi	dative
31	1	Noi	nominative
32	5	ne	ablative
34	3	noi	nominative
36	4	io	nominative
37	2	elli	nominative
37	4	me	dative
38	7	me	ablative
39	3	n'	ablative
40	5	che	nominative
43	1	Io	nominative
44	4	volgiti	reflexive
45	2	io	nominative
46	6	ti	accusative
47	1	additandomi	dative
48	1	che	nominative
49	2	mi	accusative
50	2	i'	nominative
50	3	mi	reflexive
50	7	lui	ablative
51	8	mi	dative
52	3	ci	reflexive
53	4	ond'	ablative
54	1	che	nominative
54	6	altrui	dative
56	2	li	accusative
57	4	n'	ablative
58	2	s'	reflexive
58	7	ïo	nominative
60	3	noi	ablative
61	2	elli	nominative
61	4	me	dative
63	1	che	nominative
64	1	tu	nominative
67	2	ciò	nominative
67	5	'l	accusative
70	3	amendue	nominative
72	1	che	accusative
73	4	costui	ablative
74	6	colui	ablative
76	5	io	nominative
77	3	io	nominative
77	7	io	nominative
79	1	che	nominative
80	1	che	nominative
80	2	si	reflexive
81	2	che	nominative
82	7	si	reflexive
84	2	lui	accusative
85	4	te	ablative
88	2	elli	nominative
88	4	me	dative
91	3	ella	nominative
91	4	ti	dative
92	5	ti	dative
96	5	questo	accusative
97	3	elli	nominative
100	4	lei	genitive
100	5	ciascun	nominative
100	7	noi	genitive
100	8	si	reflexive
102	2	qual	genitive
102	4	io	nominative
102	6	ei	nominative
102	8	s'	reflexive
103	2	ci	reflexive
104	1	che	nominative
104	2	si	reflexive
105	8	si	reflexive
106	2	un	nominative
106	4	lor	genitive
106	5	che	nominative
106	6	mi	dative
108	6	esse	ablative
109	6	io	nominative
110	1	colui	accusative
110	2	che	nominative
110	4	sé	reflexive
112	2	si	reflexive
112	5	noi	dative
114	5	tu	nominative
115	3	chi	nominative
116	1	che	nominative
116	2	m'	dative
117	2	m'	dative
117	7	lui	dative
118	3	lui	dative
123	5	me	dative
124	2	te	ablative
124	5	dimmi	dative
125	4	tu	nominative
126	6	t'	accusative
127	2	elli	nominative
127	8	che	accusative
128	3	mi	accusative
129	5	che	nominative
130	7	m'	accusative
131	4	essa	ablative
132	3	io	nominative
133	6	m'	accusative
134	6	che	nominative
135	3	che	nominative
136	6	mi	dative
