line	token	word	case
3	2	si	reflexive
3	6	Voi	nominative
3	7	chi	nominative
7	1	Io	nominative
10	1	Qual	nominative
10	3	colui	nominative
10	4	che	nominative
10	7	sé	ablative
11	4	e'	nominative
11	5	si	reflexive
12	6	Ella	nominative
13	3	quelli	dative
14	5	lui	ablative
15	2	abbracciòl	accusative
15	7	s'	reflexive
16	7	cui	ablative
17	2	ciò	accusative
17	3	che	accusative
18	7	io	nominative
19	6	mi	dative
19	7	ti	accusative
20	2	io	nominative
21	1	dimmi	dative
23	2	lui	nominative
23	4	io	nominative
24	4	mi	accusative
24	8	lei	ablative
26	6	che	accusative
26	7	tu	nominative
27	2	che	nominative
27	6	me	ablative
31	3	io	nominative
34	3	io	nominative
34	5	quei	ablative
34	6	che	nominative
35	3	si	reflexive
37	3	tu	nominative
38	2	noi	dative
40	5	c'	locative
41	2	m'	dative
42	2	quanto	ablative
42	7	mi	dative
42	8	t'	accusative
44	7	si	reflexive
47	2	mi	dative
47	4	io	nominative
47	5	ti	accusative
47	8	esse	ablative
48	5	ti	dative
49	3	ciò	nominative
49	6	Chi	nominative
50	5	elli	nominative
51	2	altrui	ablative
57	1	quella	nominative
58	2	si	reflexive
58	5	lei	ablative
62	1	Menane	ablative
63	3	si	reflexive
64	3	c'	locative
65	2	io	nominative
65	3	m'	reflexive
66	6	li	accusative
68	6	sé	genitive
71	1	che	nominative
71	2	ne	ablative
75	6	che	nominative
75	7	si	reflexive
77	2	ciascun	nominative
84	1	che	nominative
85	7	s'	reflexive
86	4	che	nominative
86	5	ci	accusative
87	2	color	ablative
87	6	io	nominative
87	7	vi	accusative
89	2	voi	nominative
90	1	che	nominative
90	7	essi	ablative
91	1	Colui	nominative
91	2	che	nominative
92	4	ciò	accusative
92	5	che	accusative
93	2	che	nominative
94	4	che	nominative
95	4	c'	nominative
96	5	altri	ablative
96	6	si	reflexive
97	2	altro	nominative
97	3	che	nominative
97	7	lui	accusative
99	1	che	nominative
99	9	ne	ablative
102	2	cui	dative
103	4	che	nominative
104	3	colui	ablative
104	4	c'	nominative
106	4	si	reflexive
107	4	c'	nominative
111	6	che	nominative
111	8	li	accusative
112	1	Quel	nominative
112	2	che	nominative
112	7	che	nominative
112	8	s'	reflexive
113	3	colui	ablative
115	5	lui	ablative
116	3	che	nominative
116	6	lui	ablative
118	3	si	reflexive
120	4	nessun	nominative
122	5	questo	nominative
123	1	quei	nominative
123	2	che	nominative
123	3	la	accusative
123	7	lui	ablative
123	8	si	reflexive
125	8	che	nominative
125	10	lui	ablative
126	6	si	reflexive
129	5	si	reflexive
132	1	questi	nominative
133	1	Quel	nominative
133	2	che	nominative
133	6	costor	ablative
133	7	s'	reflexive
135	2	cui	ablative
