line	token	word	role	arg_line	arg_token
1	1	Solea	subj	0	0
1	1	Solea	xcomp	1	2
1	2	creder	subj	0	0
1	2	creder	obj	1	4
1	2	creder	ccomp	3	1
1	2	creder	obl:in	1	7
2	0			0	0
3	1	raggiasse	subj	2	4
3	1	raggiasse	obj	2	7
3	2	volta	subj	2	4
3	2	volta	obl:in	3	5
4	7	faceano	subj	6	2
4	7	faceano	obj	4	8
4	7	faceano	iobj	4	6
4	7	faceano	obl:in	6	7
5	0			0	0
6	0			0	0
7	3	onoravano	subj	0	0
7	3	onoravano	obj	7	2
7	3	onoravano	obj	7	5
8	0			0	0
9	2	dicean	subj	0	0
9	2	dicean	ccomp	9	5
9	5	sedette	subj	9	4
9	5	sedette	obl:in	9	7
9	5	sedette	obl:a	9	9
10	7	piglio	subj	10	5
10	7	piglio	obj	10	6
10	7	piglio	obl:da	10	3
11	1	pigliavano	subj	0	0
11	1	pigliavano	obj	11	3
11	1	pigliavano	obl:di	11	6
12	4	vagheggia	subj	12	3
12	4	vagheggia	obj	12	1
12	4	vagheggia	obl:da	12	7
12	4	vagheggia	obl:da	12	10
13	4	accorsi	subj	13	1
13	4	accorsi	obl:di	13	6
14	3	esservi	subj	0	0
14	3	esservi	obl	14	4
14	6	fé	subj	15	2
14	6	fé	obj	14	8
14	6	fé	iobj	14	5
15	6	vidi	subj	15	5
15	6	vidi	obj	15	4
15	6	vidi	xcomp	15	7
15	7	far	subj	15	4
15	7	far	attr	15	9
16	7	vede	subj	16	5
16	7	vede	obl:in	16	4
17	7	discerne	subj	17	5
17	7	discerne	obl:in	17	4
18	3	è	subj	18	2
18	3	è	attr	18	4
18	7	va	subj	18	6
18	9	riede	subj	18	6
19	1	vid'	subj	19	2
19	1	vid'	obj	19	7
19	1	vid'	xcomp	20	1
19	1	vid'	obl:in	19	5
20	1	muoversi	subj	19	7
20	1	muoversi	obl:in	20	3
20	1	muoversi	obl:a	21	2
21	3	credo	subj	0	0
22	5	disceser	subj	22	6
22	5	disceser	obl:di	22	3
23	6	festini	subj	22	6
24	3	paressero	subj	22	6
24	3	paressero	attr	24	4
24	3	paressero	attr	24	6
25	3	avesse	subj	25	2
25	3	avesse	obj	25	5
25	3	avesse	xcomp	26	1
26	1	veduti	obj	25	5
26	1	veduti	xcomp	26	4
26	4	venir	subj	25	5
26	4	venir	obl:a	26	3
26	5	lasciando	subj	25	5
26	5	lasciando	obj	26	7
27	2	cominciato	subj	26	7
27	2	cominciato	obl:in	27	6
28	8	appariro	subj	28	5
29	1	sonava	subj	29	2
29	1	sonava	obl:a	28	4
30	2	rïudir	subj	0	0
30	4	fui	subj	0	0
30	4	fui	xcomp	30	2
30	4	fui	obl:sanza	30	6
31	3	fece	subj	31	5
31	3	fece	obj	31	2
31	3	fece	obl:a	31	9
32	3	incominciò	subj	0	0
32	3	incominciò	ccomp	32	5
32	5	sem	subj	32	4
32	5	sem	attr	32	6
32	5	sem	obl:a	33	3
33	8	gioi	subj	0	0
33	8	gioi	obj	33	7
33	8	gioi	obl:di	33	6
34	3	volgiam	subj	34	1
34	3	volgiam	obj	34	2
34	3	volgiam	obl:coi	34	5
34	3	volgiam	obl:di	35	3
34	3	volgiam	obl:di	35	7
34	3	volgiam	obl:di	35	11
35	0			0	0
36	7	dicesti	subj	36	3
36	7	dicesti	iobj	36	2
36	7	dicesti	ccomp	38	2
36	7	dicesti	obl:di	36	5
37	3	'ntendendo	subj	0	0
37	3	'ntendendo	obj	37	6
37	7	movete	subj	37	2
38	2	sem	subj	0	0
38	2	sem	attr	38	4
38	2	sem	ccomp	39	2
38	2	sem	obl:di	38	6
38	9	piacerti	subj	39	6
39	2	fia	subj	39	6
39	2	fia	attr	39	4
40	8	offerti	subj	40	4
40	8	offerti	obl:a	41	4
41	0			0	0
42	1	fatti	subj	41	7
42	1	fatti	obj	42	2
42	1	fatti	obl:di	42	5
43	1	rivolsersi	subj	0	0
43	1	rivolsersi	obl:a	43	4
43	6	promessa	subj	43	5
44	7	siete	subj	44	6
44	8	fue	subj	45	2
44	8	fue	attr	45	7
45	7	impressa	subj	45	2
45	7	impressa	obl:di	45	6
46	5	vid'	subj	46	6
46	5	vid'	obj	46	7
46	5	vid'	xcomp	46	8
46	8	far	subj	46	7
46	8	far	obj	46	2
46	8	far	obl:per	47	2
47	6	accrebbe	subj	47	4
47	6	accrebbe	obj	47	5
48	2	parlai	subj	0	0
48	2	parlai	obl:a	48	5
49	2	fatta	subj	0	0
49	4	disse	subj	0	0
49	4	disse	iobj	49	3
49	4	disse	ccomp	49	8
49	8	ebbe	subj	49	6
49	8	ebbe	obj	49	7
49	8	ebbe	obl	50	3
50	8	stato	subj	0	0
50	8	stato	obl	50	6
51	2	sarà	subj	51	1
51	2	sarà	obl:di	51	4
51	7	sarebbe	subj	51	5
52	6	tien	subj	52	3
52	6	tien	obj	52	5
52	6	tien	iobj	52	4
52	6	tien	xcomp	52	7
52	6	tien	obl	54	2
52	7	celato	subj	52	5
53	3	raggia	subj	53	1
53	3	raggia	obl	53	2
53	3	raggia	obl	53	4
53	7	nasconde	subj	53	1
53	7	nasconde	obj	53	6
54	6	fasciato	subj	54	2
54	6	fasciato	obl:di	54	5
55	3	amasti	subj	0	0
55	3	amasti	obj	55	2
55	3	amasti	obl	55	1
55	5	avesti	subj	0	0
55	5	avesti	obj	55	7
55	5	avesti	obl	55	6
56	6	stato	subj	56	3
56	6	stato	obl	56	5
56	9	mostrava	subj	56	7
56	9	mostrava	iobj	56	8
56	9	mostrava	obl:di	57	3
56	9	mostrava	obl	57	5
57	0			0	0
58	6	lava	subj	58	4
58	6	lava	obj	58	5
59	5	è	subj	0	0
59	5	è	attr	59	6
59	5	è	obl:con	59	8
60	7	aspettava	subj	58	3
60	7	aspettava	obj	60	6
60	7	aspettava	obl:per	60	3
60	7	aspettava	obl:a	60	5
61	8	imborga	subj	61	6
61	8	imborga	obj	61	7
61	8	imborga	obl:di	62	2
61	8	imborga	obl:di	62	5
61	8	imborga	obl:di	62	8
62	0			0	0
63	8	sgorga	subj	63	3
63	8	sgorga	subj	63	5
63	8	sgorga	obl	63	2
63	8	sgorga	obl:in	63	7
64	1	Fulgeami	subj	64	6
64	1	Fulgeami	obl:in	64	4
65	7	riga	subj	65	6
65	7	riga	obj	65	4
66	6	abbandona	subj	0	0
66	6	abbandona	obj	66	4
67	6	caliga	subj	67	5
67	6	caliga	obl:tra	68	2
67	6	caliga	obl:tra	68	4
67	6	caliga	obl:sopra	68	7
67	6	caliga	obl:per	70	3
67	6	caliga	obl:per	70	7
68	0			0	0
69	2	riceve	subj	69	1
69	2	riceve	obj	69	6
69	2	riceve	obl:da	69	4
70	0			0	0
71	2	avrebbe	subj	67	4
71	2	avrebbe	obj	71	5
71	2	avrebbe	obl	71	6
72	1	nati	subj	71	5
72	1	nati	obl:per	72	3
72	1	nati	obl:di	72	5
72	1	nati	obl:di	72	8
73	6	accora	subj	73	4
73	6	accora	obj	74	2
73	6	accora	obl	73	5
74	5	avesse	subj	73	3
74	5	avesse	obj	75	2
74	5	avesse	xcomp	75	4
75	4	gridar	subj	75	2
75	4	gridar	ccomp	75	5
75	5	Mora	subj	0	0
75	6	mora	subj	0	0
76	6	antivedesse	subj	76	4
76	6	antivedesse	obj	76	5
77	0			0	0
78	2	fuggeria	subj	77	3
78	6	offendesse	subj	77	3
78	6	offendesse	obj	78	5
79	3	proveder	subj	0	0
79	3	proveder	obl:per	80	2
79	3	proveder	obl:per	80	5
79	4	bisogna	subj	0	0
79	4	bisogna	xcomp	79	3
80	0			0	0
81	7	pogna	subj	0	0
81	7	pogna	obl:a	80	10
82	0			0	0
83	1	discese	subj	82	4
83	1	discese	obl:di	82	7
83	2	avria	subj	82	3
83	2	avria	obj	83	3
84	3	curasse	subj	0	0
84	3	curasse	xcomp	84	5
84	5	mettere	subj	0	0
84	5	mettere	obl:in	84	7
85	4	credo	subj	85	3
85	4	credo	ccomp	89	3
86	6	infonde	subj	86	4
86	6	infonde	obj	86	1
86	6	infonde	iobj	86	5
87	6	termina	subj	87	4
87	9	inizia	subj	87	4
88	4	veggia	subj	85	8
88	4	veggia	obl:per	88	2
88	7	vegg'	subj	88	8
88	7	vegg'	obj	88	6
89	3	è	subj	85	8
89	3	è	iobj	89	2
89	3	è	attr	89	1
89	8	ho	subj	0	0
89	8	ho	obj	89	7
89	8	ho	attr	89	9
90	3	discerni	subj	0	0
90	3	discerni	obj	90	2
90	4	rimirando	subj	0	0
90	4	rimirando	obl:in	90	6
91	1	Fatto	subj	0	0
91	1	Fatto	obj	91	2
91	1	Fatto	attr	91	4
91	8	fa	subj	0	0
91	8	fa	iobj	91	7
91	8	fa	attr	91	9
92	3	parlando	subj	0	0
92	5	dubitar	subj	92	6
92	5	dubitar	ccomp	93	3
92	8	mosso	subj	0	0
92	8	mosso	obj	92	6
92	8	mosso	xcomp	92	5
93	2	esser	subj	0	0
93	2	esser	attr	93	7
93	2	esser	obl:di	93	6
93	3	può	subj	0	0
93	3	può	xcomp	93	2
94	1	Questo	subj	94	2
94	1	Questo	obl:a	94	4
94	6	elli	obl:a	94	8
94	11	posso	subj	94	10
94	11	posso	xcomp	95	1
95	1	mostrarti	subj	0	0
95	1	mostrarti	obj	95	3
95	1	mostrarti	obl:a	95	5
95	8	dimandi	subj	95	7
95	8	dimandi	obj	95	6
96	1	terrai	subj	0	0
96	1	terrai	obj	96	3
96	1	terrai	obl	96	5
96	5	tien	subj	0	0
96	5	tien	obj	96	7
97	9	scandi	subj	97	8
97	9	scandi	obj	97	7
98	1	volge	subj	97	3
98	1	volge	obj	97	6
98	3	contenta	subj	97	3
98	3	contenta	obj	97	6
98	4	fa	subj	99	2
98	4	fa	obj	98	6
98	4	fa	xcomp	98	5
98	4	fa	obl:in	99	5
98	5	esser	subj	98	6
99	0			0	0
100	0			0	0
101	1	sono	subj	100	5
101	1	sono	subj	102	2
101	1	sono	obl:in	101	4
101	1	sono	obl	102	3
101	1	sono	obl:con	102	7
101	6	è	subj	101	5
101	6	è	attr	101	9
101	6	è	obl:da	101	8
102	0			0	0
103	0			0	0
104	2	cade	subj	103	5
104	2	cade	obl:a	104	5
105	7	diretta	subj	105	3
105	7	diretta	obl:in	105	6
106	4	fosse	subj	106	2
106	9	cammine	subj	106	8
106	9	cammine	obj	106	7
107	1	producerebbe	subj	106	6
107	1	producerebbe	obj	107	5
108	3	sarebbero	subj	107	5
108	3	sarebbero	attr	108	4
108	3	sarebbero	attr	108	6
109	3	esser	subj	0	0
109	5	può	subj	109	2
109	5	può	xcomp	109	3
110	2	muovon	subj	110	1
110	2	muovon	obj	110	4
110	6	son	subj	109	8
110	6	son	attr	110	7
111	8	ha	subj	111	5
111	8	ha	obj	111	7
111	8	ha	attr	111	9
112	1	Vuo'	subj	112	2
112	9	imbianchi	subj	112	5
112	9	imbianchi	obj	112	8
113	7	veggio	subj	113	2
113	7	veggio	attr	113	6
113	7	veggio	ccomp	114	9
114	7	è	subj	114	6
114	7	è	attr	114	8
114	9	stanchi	subj	114	3
114	9	stanchi	obl:in	114	5
115	5	dì	subj	0	0
115	5	dì	ccomp	115	6
115	5	dì	obl	115	4
115	6	sarebbe	subj	115	8
115	6	sarebbe	obl:per	116	3
115	6	sarebbe	obl	116	8
116	8	fosse	subj	0	0
116	8	fosse	attr	116	9
117	2	rispuos'	subj	117	3
117	2	rispuos'	obl	117	1
117	8	cheggio	subj	0	0
117	8	cheggio	obj	117	6
117	8	cheggio	obl	117	5
118	2	puot'	subj	118	3
118	2	puot'	xcomp	118	4
118	4	esser	ccomp	118	9
118	9	vive	subj	0	0
118	9	vive	obl	118	6
118	9	vive	obl	119	1
118	9	vive	obl:per	119	4
119	0			0	0
120	8	scrive	subj	120	4
120	8	scrive	iobj	120	7
121	2	venne	subj	0	0
121	2	venne	xcomp	121	3
121	3	deducendo	subj	0	0
121	3	deducendo	obl	121	6
122	2	conchiuse	subj	0	0
122	2	conchiuse	ccomp	123	1
122	4	esser	subj	123	6
122	4	esser	attr	122	5
123	1	convien	subj	0	0
123	1	convien	ccomp	122	4
124	4	nasce	subj	124	3
124	4	nasce	subj	124	8
124	4	nasce	subj	125	2
124	4	nasce	subj	125	5
125	0			0	0
126	2	volando	subj	126	1
126	2	volando	obl:per	126	5
126	8	perse	subj	126	1
126	8	perse	obj	126	7
127	5	è	subj	127	4
127	5	è	attr	127	6
128	5	fa	subj	127	3
128	5	fa	obj	128	8
128	5	fa	obl:a	128	3
128	5	fa	obl	128	6
129	3	distingue	subj	0	0
129	3	distingue	obj	129	5
129	3	distingue	obl:da	129	9
130	2	addivien	subj	0	0
130	2	addivien	ccomp	130	6
130	6	diparte	subj	130	4
130	6	diparte	obj	130	5
130	6	diparte	obl:per	131	2
130	6	diparte	obl:da	131	4
131	6	vien	subj	131	7
131	6	vien	obl:da	132	4
132	7	rende	subj	0	0
132	7	rende	obj	132	6
132	7	rende	obl:a	132	9
133	2	generata	subj	133	1
134	2	farebbe	subj	133	1
134	2	farebbe	obj	133	5
134	2	farebbe	obl:a	134	5
134	2	farebbe	obl	135	3
135	3	vincesse	subj	135	5
136	5	era	subj	136	3
136	5	era	obl	136	4
136	8	è	subj	136	2
136	8	è	obl	136	7
137	3	sappi	subj	0	0
137	3	sappi	ccomp	137	8
137	8	giova	subj	0	0
137	8	giova	iobj	137	7
137	8	giova	obl:di	137	6
138	3	voglio	subj	0	0
138	3	voglio	ccomp	138	6
138	6	ammanti	subj	138	2
138	6	ammanti	obj	138	5
139	5	trova	subj	139	4
139	5	trova	obj	139	2
139	5	trova	attr	140	1
139	5	trova	obl:a	140	3
140	4	com'	subj	140	7
140	4	com'	obl	141	1
141	5	fa	subj	139	2
141	5	fa	obj	141	7
141	5	fa	obl	139	1
142	7	ponesse	subj	142	4
142	7	ponesse	obj	142	8
142	7	ponesse	obl:a	143	2
143	5	pone	subj	143	4
143	5	pone	obj	143	3
144	1	seguendo	subj	144	6
144	1	seguendo	obj	144	2
144	3	avria	subj	144	6
144	3	avria	attr	144	4
145	3	torcete	subj	145	2
145	3	torcete	obl:a	145	6
146	4	nato	subj	0	0
146	6	cignersi	subj	0	0
146	6	cignersi	obj	146	8
147	2	fate	subj	0	0
147	2	fate	obj	147	3
147	7	è	subj	147	6
147	7	è	obl:da	147	9
148	5	è	subj	148	3
148	5	è	obl	148	6
